instrument,bar,horizon,environment,environmentDirection,hitMeaning,observations,weightedObservations,hitRatePct,baselineRatePct,liftPct,liftWilsonLow,avgFutureReturnPct,medianFutureReturnPct,avgAbsFutureReturnPct,avgFutureRangePct,periodWeightAvg,lowSample,eligibleForCross,mainHorizon,passCandidate,firstDate,lastDate
CRV-USDT,1W,5,TREND,up,方向命中,18,1.8,22.22,53.35,-31.13,-44.35,-11.7597,-17.4307,20.4858,45.117,0.1,True,False,True,False,2025-04-06,2025-09-28
CRV-USDT,1W,10,CHAOS,neutral,高扰动命中,2,0.2,50.0,27.1,22.9,-17.65,3.9984,3.9984,45.8749,103.0364,0.1,True,False,True,False,2025-06-08,2025-09-21
CRV-USDT,1W,10,RANGE,neutral,低波动维持,2,0.2,0.0,50.0,-50.0,-50.0,55.0342,55.0342,55.0342,132.3521,0.1,True,False,True,False,2025-06-15,2025-06-29
CRV-USDT,1W,10,TREND,down,方向命中,20,2.0,95.0,50.11,44.89,26.27,-24.4947,-26.2577,24.679,48.1654,0.1,True,False,True,True,2025-10-12,2026-03-15
CRV-USDT,1W,10,TREND,up,方向命中,18,1.8,33.33,63.61,-30.27,-47.33,-10.7142,-20.9306,33.6004,78.7529,0.1,True,False,True,False,2025-04-06,2025-09-28
CRV-USDT,4H,1,CHAOS,neutral,高扰动命中,856,599.2,16.0,25.02,-9.01,-11.32,0.0423,0.0272,2.0104,4.0084,0.7,False,True,False,False,2020-09-25 20:00,2026-06-02 00:00
CRV-USDT,4H,1,RANGE,neutral,低波动维持,1100,770.0,70.09,50.01,20.08,17.31,0.1482,0.0495,1.3414,2.8111,0.7,False,True,False,True,2020-09-27 20:00,2026-06-01 20:00
CRV-USDT,4H,1,TREND,down,方向命中,2822,1975.4,46.67,49.11,-2.44,-4.27,0.0479,0.1248,2.2002,4.6688,0.7,False,True,False,False,2020-09-22 00:00,2026-05-29 00:00
CRV-USDT,4H,1,TREND,up,方向命中,3513,2459.1,46.14,49.58,-3.43,-5.08,0.0231,-0.154,2.1849,4.6307,0.7,False,True,False,False,2020-09-26 12:00,2026-05-22 08:00
CRV-USDT,4H,3,CHAOS,neutral,高扰动命中,856,599.2,13.55,25.03,-11.48,-13.61,0.3162,0.179,3.3315,6.9382,0.7,False,True,False,False,2020-09-25 20:00,2026-06-02 00:00
CRV-USDT,4H,3,RANGE,neutral,低波动维持,1100,770.0,68.27,50.01,18.26,15.45,0.087,0.0,2.5738,5.2963,0.7,False,True,False,True,2020-09-27 20:00,2026-06-01 20:00
CRV-USDT,4H,3,TREND,down,方向命中,2820,1974.0,48.19,50.8,-2.6,-4.44,0.0823,0.1305,3.845,8.2005,0.7,False,True,False,False,2020-09-22 12:00,2026-05-29 00:00
CRV-USDT,4H,3,TREND,up,方向命中,3513,2459.1,45.63,49.0,-3.37,-5.02,0.0722,-0.3454,3.6733,8.0003,0.7,False,True,False,False,2020-09-26 12:00,2026-05-22 08:00
CRV-USDT,4H,5,CHAOS,neutral,高扰动命中,855,598.5,14.04,25.02,-10.98,-13.15,0.5273,0.1088,4.3807,8.9339,0.7,False,True,True,False,2020-09-25 20:00,2026-06-01 16:00
CRV-USDT,4H,5,RANGE,neutral,低波动维持,1099,769.3,67.97,50.01,17.96,15.15,0.0303,-0.1137,3.296,6.993,0.7,False,True,True,True,2020-09-27 20:00,2026-06-01 08:00
CRV-USDT,4H,5,TREND,down,方向命中,2819,1973.3,48.71,50.8,-2.1,-3.94,0.0981,0.125,4.9183,10.587,0.7,False,True,True,False,2020-09-23 16:00,2026-05-29 00:00
CRV-USDT,4H,5,TREND,up,方向命中,3513,2459.1,46.03,49.15,-3.12,-4.76,0.178,-0.437,4.7925,10.3507,0.7,False,True,True,False,2020-09-26 12:00,2026-05-22 08:00
CRV-USDT,4H,10,CHAOS,neutral,高扰动命中,854,597.8,11.71,25.03,-13.32,-15.3,0.4095,0.1249,5.9259,12.5435,0.7,False,True,True,False,2020-09-25 20:00,2026-05-31 20:00
CRV-USDT,4H,10,RANGE,neutral,低波动维持,1098,768.6,69.85,50.01,19.85,17.07,0.0141,-0.1372,4.8025,10.2454,0.7,False,True,True,True,2020-09-27 20:00,2026-05-31 16:00
CRV-USDT,4H,10,TREND,down,方向命中,2819,1973.3,48.6,51.54,-2.94,-4.79,0.4676,0.2324,6.7909,14.9565,0.7,False,True,True,False,2020-09-23 16:00,2026-05-29 00:00
CRV-USDT,4H,10,TREND,up,方向命中,3513,2459.1,46.83,48.4,-1.57,-3.22,0.4648,-0.5131,6.701,14.5866,0.7,False,True,True,False,2020-09-26 12:00,2026-05-22 08:00
CRV-USDT,8H,1,CHAOS,neutral,高扰动命中,383,268.1,16.45,25.06,-8.61,-11.99,0.0734,-0.1267,2.6316,5.9686,0.7,False,True,False,False,2020-11-05 08:00,2026-06-01 16:00
CRV-USDT,8H,1,RANGE,neutral,低波动维持,386,270.2,64.51,50.02,14.49,9.6,-0.2351,-0.3208,2.06,4.3101,0.7,False,True,False,True,2020-11-23 00:00,2026-05-22 00:00
CRV-USDT,8H,1,TREND,down,方向命中,1628,1139.6,46.38,49.79,-3.41,-5.82,0.1172,0.2542,2.879,6.1938,0.7,False,True,False,False,2020-11-04 16:00,2026-06-01 00:00
CRV-USDT,8H,1,TREND,up,方向命中,1983,1388.1,46.24,49.32,-3.07,-5.26,0.0703,-0.2398,2.9666,6.3092,0.7,False,True,False,False,2020-11-06 00:00,2026-05-14 16:00
CRV-USDT,8H,3,CHAOS,neutral,高扰动命中,382,267.4,14.92,25.04,-10.12,-13.34,0.4486,-0.2303,4.7253,10.5648,0.7,False,True,False,False,2020-11-05 08:00,2026-05-21 16:00
CRV-USDT,8H,3,RANGE,neutral,低波动维持,386,270.2,68.91,50.02,18.9,14.11,-0.5241,-0.767,3.707,7.8243,0.7,False,True,False,True,2020-11-23 00:00,2026-05-22 00:00
CRV-USDT,8H,3,TREND,down,方向命中,1628,1139.6,47.85,50.06,-2.21,-4.63,0.249,0.1945,4.9132,10.7242,0.7,False,True,False,False,2020-11-04 16:00,2026-06-01 00:00
CRV-USDT,8H,3,TREND,up,方向命中,1983,1388.1,46.55,50.1,-3.56,-5.75,0.2934,-0.46,5.1291,10.9849,0.7,False,True,False,False,2020-11-06 00:00,2026-05-14 16:00
CRV-USDT,8H,5,CHAOS,neutral,高扰动命中,382,267.4,11.26,25.07,-13.81,-16.6,0.4874,-0.1849,5.9123,13.2108,0.7,False,True,True,False,2020-11-05 08:00,2026-05-21 16:00
CRV-USDT,8H,5,RANGE,neutral,低波动维持,386,270.2,64.25,50.02,14.23,9.33,-0.6158,-0.4715,5.0986,10.755,0.7,False,True,True,True,2020-11-23 00:00,2026-05-22 00:00
CRV-USDT,8H,5,TREND,down,方向命中,1627,1138.9,49.11,49.69,-0.58,-3.01,0.3955,0.1086,6.3986,13.9857,0.7,False,True,True,False,2020-11-04 16:00,2026-05-29 08:00
CRV-USDT,8H,5,TREND,up,方向命中,1983,1388.1,47.0,50.6,-3.6,-5.78,0.5478,-0.476,6.4737,14.1985,0.7,False,True,True,False,2020-11-06 00:00,2026-05-14 16:00
CRV-USDT,8H,10,CHAOS,neutral,高扰动命中,382,267.4,12.57,25.05,-12.49,-15.44,-0.1122,-0.4716,9.0165,19.5546,0.7,False,True,True,False,2020-11-05 08:00,2026-05-21 16:00
CRV-USDT,8H,10,RANGE,neutral,低波动维持,386,270.2,64.25,50.01,14.23,9.33,-0.7942,-1.2029,7.6248,15.4998,0.7,False,True,True,True,2020-11-23 00:00,2026-05-22 00:00
CRV-USDT,8H,10,TREND,down,方向命中,1627,1138.9,48.06,48.35,-0.29,-2.71,1.1192,0.3168,8.955,19.6576,0.7,False,True,True,False,2020-11-04 16:00,2026-05-29 08:00
CRV-USDT,8H,10,TREND,up,方向命中,1983,1388.1,48.97,52.49,-3.52,-5.72,0.9279,-0.213,9.0351,20.1176,0.7,False,True,True,False,2020-11-06 00:00,2026-05-14 16:00
DOGE-USDT,1D,1,CHAOS,neutral,高扰动命中,153,107.1,15.69,25.33,-9.65,-14.56,0.1195,-0.0858,3.3933,7.6932,0.7,False,True,False,False,2020-03-04,2026-05-18
DOGE-USDT,1D,1,RANGE,neutral,低波动维持,86,60.2,61.63,50.04,11.59,1.02,-0.0224,0.1285,2.3202,5.2865,0.7,False,True,False,True,2020-06-09,2026-04-12
DOGE-USDT,1D,1,TREND,down,方向命中,777,543.9,49.03,49.28,-0.24,-3.74,0.0777,0.0,3.3064,7.6573,0.7,False,True,False,False,2020-03-03,2026-05-28
DOGE-USDT,1D,1,TREND,up,方向命中,766,536.2,49.35,48.35,0.99,-2.53,1.1957,-0.015,5.3055,11.4726,0.7,False,True,False,False,2020-04-02,2026-05-16
DOGE-USDT,1D,3,CHAOS,neutral,高扰动命中,152,106.4,16.45,25.62,-9.17,-14.22,0.0956,-0.5713,5.2848,13.5665,0.7,False,True,False,False,2020-03-05,2026-05-18
DOGE-USDT,1D,3,RANGE,neutral,低波动维持,86,60.2,52.33,50.04,2.29,-8.14,0.6675,-0.8146,4.873,10.5767,0.7,False,True,False,False,2020-06-09,2026-04-12
DOGE-USDT,1D,3,TREND,down,方向命中,776,543.2,53.22,51.25,1.98,-1.54,0.8936,-0.3897,6.4754,15.5397,0.7,False,True,False,False,2020-03-06,2026-05-28
DOGE-USDT,1D,3,TREND,up,方向命中,766,536.2,49.09,48.32,0.77,-2.76,2.9082,-0.0793,9.2743,20.6412,0.7,False,True,False,False,2020-04-02,2026-05-16
DOGE-USDT,1D,5,CHAOS,neutral,高扰动命中,151,105.7,18.54,25.13,-6.58,-11.98,0.2845,-1.3329,6.7667,16.824,0.7,False,True,True,False,2020-03-24,2026-05-18
DOGE-USDT,1D,5,RANGE,neutral,低波动维持,86,60.2,50.0,50.04,-0.04,-10.38,1.2544,0.5477,6.507,13.9427,0.7,False,True,True,False,2020-06-09,2026-04-12
DOGE-USDT,1D,5,TREND,down,方向命中,773,541.1,54.46,51.23,3.23,-0.29,0.7617,-0.7283,8.0922,19.9807,0.7,False,True,True,False,2020-03-07,2026-05-23
DOGE-USDT,1D,5,TREND,up,方向命中,766,536.2,48.3,49.49,-1.19,-4.71,4.8379,-0.2407,12.9524,27.6915,0.7,False,True,True,False,2020-04-02,2026-05-16
DOGE-USDT,1D,10,CHAOS,neutral,高扰动命中,151,105.7,16.56,25.2,-8.64,-13.72,3.7485,-0.3814,13.3053,30.7531,0.7,False,True,True,False,2020-03-24,2026-05-18
DOGE-USDT,1D,10,RANGE,neutral,低波动维持,86,60.2,45.35,50.02,-4.68,-14.77,1.697,-1.959,11.8251,22.6669,0.7,False,True,True,False,2020-06-09,2026-04-12
DOGE-USDT,1D,10,TREND,down,方向命中,766,536.2,53.26,50.85,2.41,-1.13,1.3634,-0.5717,11.3869,28.2665,0.7,False,True,True,False,2020-03-12,2026-04-01
DOGE-USDT,1D,10,TREND,up,方向命中,766,536.2,48.43,50.89,-2.46,-5.98,10.8435,-0.2895,21.4485,45.4605,0.7,False,True,True,False,2020-04-02,2026-05-16
DOGE-USDT,1W,1,CHAOS,neutral,高扰动命中,6,1.08,33.33,25.62,7.71,-15.95,8.025,-0.4582,18.3989,28.7008,0.18,True,False,False,False,2024-06-30,2025-05-04
DOGE-USDT,1W,1,RANGE,neutral,低波动维持,2,0.36,0.0,50.61,-50.61,-50.61,6.6661,6.6661,19.7237,32.6181,0.18,True,False,False,False,2024-06-23,2024-10-06
DOGE-USDT,1W,1,TREND,down,方向命中,41,7.38,56.1,51.97,4.12,-10.93,0.2912,-1.3377,7.2022,16.3003,0.18,False,True,False,True,2024-07-21,2026-04-19
DOGE-USDT,1W,1,TREND,up,方向命中,52,9.36,51.92,54.53,-2.6,-15.84,1.4405,2.0111,11.2197,25.2422,0.18,False,True,False,False,2023-12-31,2025-09-28
DOGE-USDT,1W,3,CHAOS,neutral,高扰动命中,6,1.08,16.67,26.17,-9.5,-23.16,20.6855,-10.2049,44.8768,70.1706,0.18,True,False,False,False,2024-06-30,2025-05-04
DOGE-USDT,1W,3,RANGE,neutral,低波动维持,2,0.36,50.0,50.64,-0.64,-41.19,20.0953,20.0953,20.0953,50.4814,0.18,True,False,False,False,2024-06-23,2024-10-06
DOGE-USDT,1W,3,TREND,down,方向命中,41,7.38,51.22,54.33,-3.11,-17.85,1.8396,-0.5697,14.1975,30.1113,0.18,False,True,False,False,2024-07-21,2026-04-19
DOGE-USDT,1W,3,TREND,up,方向命中,50,9.0,50.0,54.04,-4.04,-17.39,8.3448,-1.0336,24.2928,50.0565,0.18,False,True,False,False,2024-01-14,2025-09-28
DOGE-USDT,1W,5,CHAOS,neutral,高扰动命中,6,1.08,16.67,25.68,-9.02,-22.68,20.6852,-15.4713,51.342,78.0743,0.18,True,False,True,False,2024-06-30,2025-05-04
DOGE-USDT,1W,5,RANGE,neutral,低波动维持,2,0.36,0.0,50.68,-50.68,-50.68,107.816,107.816,123.8043,172.1527,0.18,True,False,True,False,2024-06-23,2024-10-06
DOGE-USDT,1W,5,TREND,down,方向命中,41,7.38,41.46,56.35,-14.88,-28.59,2.6761,1.3589,18.2338,39.4619,0.18,False,True,True,False,2024-07-21,2026-04-19
DOGE-USDT,1W,5,TREND,up,方向命中,48,8.64,37.5,54.69,-17.19,-29.48,12.2494,-8.0682,36.7354,71.0669,0.18,False,True,True,False,2024-01-28,2025-09-28
DOGE-USDT,1W,10,CHAOS,neutral,高扰动命中,6,1.08,16.67,26.12,-9.45,-23.11,25.5178,9.7871,36.6204,88.4479,0.18,True,False,True,False,2024-06-30,2025-05-04
DOGE-USDT,1W,10,RANGE,neutral,低波动维持,2,0.36,50.0,51.47,-1.47,-42.02,81.2147,81.2146,104.3992,197.2047,0.18,True,False,True,False,2024-06-23,2024-10-06
DOGE-USDT,1W,10,TREND,down,方向命中,36,6.48,52.78,53.42,-0.64,-16.41,24.5164,-6.8238,51.5495,81.6889,0.18,False,True,True,False,2024-07-21,2026-03-15
DOGE-USDT,1W,10,TREND,up,方向命中,43,7.74,18.6,63.99,-45.39,-54.25,-3.7848,-28.7668,47.2183,87.1111,0.18,False,True,True,False,2024-03-03,2025-09-28
DOGE-USDT,4H,1,CHAOS,neutral,高扰动命中,1567,1096.9,27.25,25.22,2.03,-0.12,-0.0225,0.0,1.162,2.5846,0.7,False,True,False,False,2019-08-26 04:00,2026-06-02 00:00
DOGE-USDT,4H,1,RANGE,neutral,低波动维持,2474,1731.8,64.31,52.76,11.55,9.64,-0.0323,0.0,0.6833,1.5181,0.7,False,True,False,True,2019-09-13 20:00,2026-06-01 08:00
DOGE-USDT,4H,1,TREND,down,方向命中,2875,2012.5,45.22,43.33,1.89,0.07,0.1053,0.1737,1.767,3.9588,0.7,False,True,False,False,2019-08-28 16:00,2026-05-28 04:00
DOGE-USDT,4H,1,TREND,up,方向命中,3127,2188.9,48.1,44.07,4.03,2.28,0.2417,-0.0623,2.1693,4.8326,0.7,False,True,False,False,2019-09-02 16:00,2026-05-15 00:00
DOGE-USDT,4H,3,CHAOS,neutral,高扰动命中,1564,1094.8,25.96,25.2,0.76,-1.36,-0.0648,-0.0084,1.9065,4.4726,0.7,False,True,False,False,2019-08-26 12:00,2026-06-01 20:00
DOGE-USDT,4H,3,RANGE,neutral,低波动维持,2474,1731.8,61.68,52.67,9.01,7.08,-0.0577,0.0,1.3194,2.9636,0.7,False,True,False,True,2019-09-13 20:00,2026-06-01 08:00
DOGE-USDT,4H,3,TREND,down,方向命中,2875,2012.5,45.91,44.08,1.83,0.02,0.2007,0.2564,3.0904,6.9934,0.7,False,True,False,False,2019-08-28 16:00,2026-05-28 04:00
DOGE-USDT,4H,3,TREND,up,方向命中,3127,2188.9,47.65,43.83,3.82,2.08,0.8302,-0.1896,3.9443,8.6468,0.7,False,True,False,False,2019-09-02 16:00,2026-05-15 00:00
DOGE-USDT,4H,5,CHAOS,neutral,高扰动命中,1560,1092.0,25.51,25.14,0.37,-1.73,0.061,0.04,2.5018,5.8074,0.7,False,True,True,False,2019-08-26 20:00,2026-06-01 00:00
DOGE-USDT,4H,5,RANGE,neutral,低波动维持,2474,1731.8,60.55,52.31,8.24,6.3,-0.1484,0.0,1.8522,4.055,0.7,False,True,True,True,2019-09-13 20:00,2026-06-01 08:00
DOGE-USDT,4H,5,TREND,down,方向命中,2875,2012.5,45.77,44.26,1.51,-0.31,0.4486,0.3134,4.1316,9.1389,0.7,False,True,True,False,2019-08-28 16:00,2026-05-28 04:00
DOGE-USDT,4H,5,TREND,up,方向命中,3127,2188.9,45.86,44.13,1.73,-0.01,1.3516,-0.3491,5.4377,11.4721,0.7,False,True,True,False,2019-09-02 16:00,2026-05-15 00:00
DOGE-USDT,4H,10,CHAOS,neutral,高扰动命中,1556,1089.2,26.16,25.16,1.0,-1.13,0.4622,0.0181,3.7725,8.6581,0.7,False,True,True,False,2019-08-27 16:00,2026-05-31 12:00
DOGE-USDT,4H,10,RANGE,neutral,低波动维持,2473,1731.1,59.24,51.92,7.32,5.37,-0.191,0.0,2.804,6.1717,0.7,False,True,True,True,2019-09-13 20:00,2026-05-31 16:00
DOGE-USDT,4H,10,TREND,down,方向命中,2875,2012.5,46.78,46.41,0.37,-1.45,1.5953,0.2915,6.1453,14.0522,0.7,False,True,True,False,2019-08-28 16:00,2026-05-28 04:00
DOGE-USDT,4H,10,TREND,up,方向命中,3127,2188.9,46.63,42.45,4.18,2.43,2.214,-0.4641,7.6605,16.361,0.7,False,True,True,False,2019-09-02 16:00,2026-05-15 00:00
DOGE-USDT,8H,1,CHAOS,neutral,高扰动命中,620,434.0,27.74,27.32,0.42,-2.96,-0.0273,-0.1056,1.806,4.0114,0.7,False,True,False,False,2020-01-07 00:00,2026-06-01 16:00
DOGE-USDT,8H,1,RANGE,neutral,低波动维持,918,642.6,67.76,63.63,4.13,1.04,-0.0482,0.0,0.9063,2.023,0.7,False,True,False,True,2019-10-09 08:00,2026-05-31 00:00
DOGE-USDT,8H,1,TREND,down,方向命中,1801,1260.7,47.97,44.37,3.6,1.3,0.0217,0.0675,2.1376,4.9593,0.7,False,True,False,False,2020-01-05 00:00,2026-05-28 16:00
DOGE-USDT,8H,1,TREND,up,方向命中,1883,1318.1,46.95,42.72,4.23,1.98,0.381,-0.1417,2.8722,6.5108,0.7,False,True,False,False,2020-01-14 00:00,2026-05-15 00:00
DOGE-USDT,8H,3,CHAOS,neutral,高扰动命中,619,433.3,28.92,27.2,1.72,-1.72,0.031,-0.0795,3.0508,6.9162,0.7,False,True,False,False,2020-01-07 00:00,2026-05-16 08:00
DOGE-USDT,8H,3,RANGE,neutral,低波动维持,918,642.6,63.94,63.63,0.32,-2.84,-0.066,0.0,1.7852,3.9174,0.7,False,True,False,True,2019-10-09 08:00,2026-05-31 00:00
DOGE-USDT,8H,3,TREND,down,方向命中,1801,1260.7,47.47,43.25,4.22,1.92,0.3146,0.2012,4.0205,8.9487,0.7,False,True,False,False,2020-01-05 00:00,2026-05-28 16:00
DOGE-USDT,8H,3,TREND,up,方向命中,1883,1318.1,47.05,44.34,2.71,0.46,1.3347,-0.2822,5.5945,11.8768,0.7,False,True,False,False,2020-01-14 00:00,2026-05-15 00:00
DOGE-USDT,8H,5,CHAOS,neutral,高扰动命中,619,433.3,26.01,27.2,-1.19,-4.49,0.1358,-0.3123,3.8285,8.9373,0.7,False,True,True,False,2020-01-07 00:00,2026-05-16 08:00
DOGE-USDT,8H,5,RANGE,neutral,低波动维持,918,642.6,64.6,63.62,0.97,-2.18,-0.0481,0.0,2.4945,5.4681,0.7,False,True,True,True,2019-10-09 08:00,2026-05-31 00:00
DOGE-USDT,8H,5,TREND,down,方向命中,1801,1260.7,49.36,45.58,3.78,1.48,0.9213,0.046,5.3959,12.4428,0.7,False,True,True,False,2020-01-05 00:00,2026-05-28 16:00
DOGE-USDT,8H,5,TREND,up,方向命中,1883,1318.1,46.89,41.92,4.97,2.73,1.9593,-0.4526,7.2339,15.5604,0.7,False,True,True,False,2020-01-14 00:00,2026-05-15 00:00
DOGE-USDT,8H,10,CHAOS,neutral,高扰动命中,619,433.3,25.2,27.08,-1.88,-5.14,0.5087,-0.1521,5.8879,13.2626,0.7,False,True,True,False,2020-01-07 00:00,2026-05-16 08:00
DOGE-USDT,8H,10,RANGE,neutral,低波动维持,915,640.5,64.15,63.67,0.48,-2.68,0.1829,0.0,4.0558,8.7221,0.7,False,True,True,True,2019-10-09 08:00,2026-05-22 08:00
DOGE-USDT,8H,10,TREND,down,方向命中,1801,1260.7,51.25,45.0,6.25,3.94,0.9874,-0.2148,7.208,18.4682,0.7,False,True,True,False,2020-01-05 00:00,2026-05-28 16:00
DOGE-USDT,8H,10,TREND,up,方向命中,1883,1318.1,46.57,42.92,3.66,1.41,3.5557,-0.6376,10.7275,22.7161,0.7,False,True,True,False,2020-01-14 00:00,2026-05-15 00:00
DOT-USDT,1D,1,CHAOS,neutral,高扰动命中,99,69.3,18.18,25.11,-6.93,-13.29,-0.7495,-0.4663,3.5579,8.4901,0.7,False,True,False,False,2021-04-17,2026-05-25
DOT-USDT,1D,1,RANGE,neutral,低波动维持,87,60.9,64.37,50.05,14.31,3.84,-0.7748,-0.0361,2.5673,5.3312,0.7,False,True,False,True,2021-06-02,2026-05-16
DOT-USDT,1D,1,TREND,down,方向命中,629,440.3,54.21,50.13,4.09,0.18,-0.3305,-0.2674,3.4369,7.5076,0.7,False,True,False,False,2021-04-18,2026-05-30
DOT-USDT,1D,1,TREND,up,方向命中,519,363.3,50.1,50.22,-0.12,-4.41,0.2633,0.0459,3.6304,7.9609,0.7,False,True,False,False,2021-04-11,2026-05-14
DOT-USDT,1D,3,CHAOS,neutral,高扰动命中,99,69.3,15.15,25.23,-10.08,-15.83,-1.314,-1.7892,5.3636,13.7187,0.7,False,True,False,False,2021-04-17,2026-05-25
DOT-USDT,1D,3,RANGE,neutral,低波动维持,87,60.9,63.22,50.06,13.16,2.67,-1.502,-1.5422,5.0345,10.1181,0.7,False,True,False,True,2021-06-02,2026-05-16
DOT-USDT,1D,3,TREND,down,方向命中,627,438.9,56.3,52.0,4.3,0.39,-0.6905,-1.3201,5.9982,13.0759,0.7,False,True,False,True,2021-04-18,2026-05-28
DOT-USDT,1D,3,TREND,up,方向命中,517,361.9,47.97,49.29,-1.32,-5.6,0.5933,-0.235,6.4363,14.4297,0.7,False,True,False,False,2021-04-13,2026-05-14
DOT-USDT,1D,5,CHAOS,neutral,高扰动命中,99,69.3,13.13,25.16,-12.03,-17.33,-2.5379,-2.0367,7.3798,16.6002,0.7,False,True,True,False,2021-04-17,2026-05-25
DOT-USDT,1D,5,RANGE,neutral,低波动维持,87,60.9,59.77,50.06,9.71,-0.79,-2.5243,-3.0848,7.2804,13.4226,0.7,False,True,True,True,2021-06-02,2026-05-16
DOT-USDT,1D,5,TREND,down,方向命中,625,437.5,55.2,52.54,2.66,-1.26,-0.8901,-1.0832,7.3181,16.8805,0.7,False,True,True,True,2021-04-18,2026-04-28
DOT-USDT,1D,5,TREND,up,方向命中,515,360.5,49.71,49.08,0.62,-3.68,1.0488,-0.0365,8.8558,18.9813,0.7,False,True,True,False,2021-04-15,2026-05-14
DOT-USDT,1D,10,CHAOS,neutral,高扰动命中,96,67.2,11.46,25.07,-13.61,-18.55,-4.1515,-4.5653,10.996,24.691,0.7,False,True,True,False,2021-05-16,2026-05-21
DOT-USDT,1D,10,RANGE,neutral,低波动维持,87,60.9,62.07,50.04,12.03,1.53,-3.2914,-5.2726,10.1571,19.8137,0.7,False,True,True,True,2021-06-02,2026-05-16
DOT-USDT,1D,10,TREND,down,方向命中,623,436.1,53.93,53.63,0.31,-3.62,-1.4096,-1.0396,9.9816,23.5023,0.7,False,True,True,False,2021-04-20,2026-04-28
DOT-USDT,1D,10,TREND,up,方向命中,513,359.1,50.68,47.79,2.9,-1.42,2.0305,0.2591,13.3117,27.3783,0.7,False,True,True,False,2021-05-01,2026-05-14
DOT-USDT,1W,1,CHAOS,neutral,高扰动命中,1,0.1,0.0,28.57,-28.57,-28.57,-2.8684,-2.8684,2.8684,16.5776,0.1,True,False,False,False,2025-05-04,2025-05-04
DOT-USDT,1W,1,RANGE,neutral,低波动维持,3,0.3,66.67,51.69,14.98,-30.92,-6.261,-6.0069,6.261,14.7073,0.1,True,False,False,True,2025-05-11,2025-08-17
DOT-USDT,1W,1,TREND,down,方向命中,45,4.5,55.56,58.21,-2.66,-17.04,-1.3224,-0.8641,7.4702,16.8339,0.1,False,True,False,False,2025-02-02,2026-05-17
DOT-USDT,1W,1,TREND,up,方向命中,1,0.1,0.0,45.45,-45.45,-45.45,-9.7151,-9.7151,9.7151,12.3774,0.1,True,False,False,False,2025-09-14,2025-09-14
DOT-USDT,1W,3,CHAOS,neutral,高扰动命中,1,0.1,0.0,25.0,-25.0,-25.0,-19.9407,-19.9407,19.9407,29.6538,0.1,True,False,False,False,2025-05-04,2025-05-04
DOT-USDT,1W,3,RANGE,neutral,低波动维持,3,0.3,66.67,51.9,14.77,-31.13,-5.103,-4.843,9.4359,22.9993,0.1,True,False,False,True,2025-05-11,2025-08-17
DOT-USDT,1W,3,TREND,down,方向命中,41,4.1,70.73,71.09,-0.35,-15.57,-6.2828,-10.4988,14.562,29.6576,0.1,False,True,False,False,2025-02-16,2026-05-03
DOT-USDT,1W,3,TREND,up,方向命中,1,0.1,0.0,38.71,-38.71,-38.71,-25.2219,-25.2219,25.2219,81.2471,0.1,True,False,False,False,2025-09-14,2025-09-14
DOT-USDT,1W,5,CHAOS,neutral,高扰动命中,1,0.1,0.0,30.0,-30.0,-30.0,-24.7676,-24.7676,24.7676,34.2433,0.1,True,False,True,False,2025-05-04,2025-05-04
DOT-USDT,1W,5,RANGE,neutral,低波动维持,3,0.3,66.67,52.18,14.48,-31.42,-12.5068,-4.8252,14.2809,34.0299,0.1,True,False,True,True,2025-05-11,2025-08-17
DOT-USDT,1W,5,TREND,down,方向命中,37,3.7,70.27,70.87,-0.6,-16.65,-9.7249,-11.0017,16.6452,39.0678,0.1,False,True,True,False,2025-03-02,2026-04-19
DOT-USDT,1W,5,TREND,up,方向命中,1,0.1,0.0,41.38,-41.38,-41.38,-25.6656,-25.6656,25.6656,81.2471,0.1,True,False,True,False,2025-09-14,2025-09-14
DOT-USDT,1W,10,CHAOS,neutral,高扰动命中,1,0.1,100.0,40.0,60.0,-19.35,-10.2275,-10.2275,10.2275,47.0425,0.1,True,False,True,True,2025-05-04,2025-05-04
DOT-USDT,1W,10,RANGE,neutral,低波动维持,3,0.3,33.33,50.88,-17.54,-44.73,-22.4044,-23.6874,22.4044,77.7077,0.1,True,False,True,False,2025-05-11,2025-08-17
DOT-USDT,1W,10,TREND,down,方向命中,32,3.2,78.12,63.33,14.79,-2.09,-18.8159,-23.9632,23.8609,55.5806,0.1,False,True,True,True,2025-05-18,2026-03-15
DOT-USDT,1W,10,TREND,up,方向命中,1,0.1,0.0,50.0,-50.0,-50.0,-47.1976,-47.1976,47.1976,81.2471,0.1,True,False,True,False,2025-09-14,2025-09-14
DOT-USDT,4H,1,CHAOS,neutral,高扰动命中,936,655.2,15.71,25.02,-9.32,-11.51,-0.0699,0.0673,1.3868,2.9358,0.7,False,True,False,False,2020-10-01 16:00,2026-06-01 00:00
DOT-USDT,4H,1,RANGE,neutral,低波动维持,1434,1003.8,64.92,50.02,14.91,12.4,0.038,0.0,1.0672,2.1793,0.7,False,True,False,True,2020-09-30 20:00,2026-05-27 08:00
DOT-USDT,4H,1,TREND,down,方向命中,2566,1796.2,47.12,48.92,-1.81,-3.73,0.041,0.072,1.6935,3.7346,0.7,False,True,False,False,2020-09-30 08:00,2026-06-02 04:00
