indicator,indicatorKey,bucket,bucketRange,horizon,occurrences,valueMin,valueMedian,valueMax,avgReturnPct,medianReturnPct,upRatePct,avgAbsReturnPct,avgMaxUpPct,avgMaxDownPct,avgExcursionPct,lastSeen
13日剩余动能ATR,remainingMomentumAtr13,偏高,70-90%,3,583,0.1102,0.2827,0.5958,0.2885,0.2572,51.97,3.9444,4.1985,-4.2194,8.4179,2021-08-05
13日剩余动能ATR,remainingMomentumAtr13,极高,90-100%,3,293,0.5979,0.9686,5.0127,0.5915,0.4204,55.29,4.2094,4.8083,-4.7452,9.5536,2018-10-14
13日剩余动能ATR,remainingMomentumAtr13,极低,0-10%,5,292,-0.8507,-0.5861,-0.5222,0.4946,0.3417,51.03,4.3778,4.6558,-4.3516,9.0074,2024-05-17
13日剩余动能ATR,remainingMomentumAtr13,偏低,10-30%,5,583,-0.5221,-0.4066,-0.312,0.255,-0.141,48.37,4.9504,5.2559,-5.0331,10.289,2019-01-29
13日剩余动能ATR,remainingMomentumAtr13,中性,30-70%,5,1165,-0.3116,-0.1264,0.1094,0.9482,0.4765,54.33,5.0753,5.6766,-4.9793,10.6559,2018-07-18
13日剩余动能ATR,remainingMomentumAtr13,偏高,70-90%,5,583,0.1102,0.2827,0.5958,0.6681,0.2728,53,5.2058,5.5769,-5.4015,10.9784,2021-08-05
13日剩余动能ATR,remainingMomentumAtr13,极高,90-100%,5,293,0.5979,0.9686,5.0127,0.3522,0.1838,51.88,5.8877,6.3004,-6.4582,12.7586,2018-10-14
13日剩余动能ATR,remainingMomentumAtr13,极低,0-10%,10,292,-0.8507,-0.5861,-0.5222,1.311,0.7467,54.45,6.5261,7.4348,-6.1887,13.6235,2024-05-17
13日剩余动能ATR,remainingMomentumAtr13,偏低,10-30%,10,583,-0.5221,-0.4066,-0.312,0.7896,0.0937,51.11,7.0894,7.8954,-7.2421,15.1375,2019-01-29
13日剩余动能ATR,remainingMomentumAtr13,中性,30-70%,10,1161,-0.3116,-0.1264,0.1094,1.7206,1.0104,54.69,7.7444,8.518,-6.9781,15.4962,2018-07-18
13日剩余动能ATR,remainingMomentumAtr13,偏高,70-90%,10,582,0.1102,0.2825,0.5958,0.9985,0.5341,52.92,7.8161,8.2936,-7.5748,15.8684,2021-08-05
13日剩余动能ATR,remainingMomentumAtr13,极高,90-100%,10,293,0.5979,0.9686,5.0127,1.547,0.9046,55.29,7.8105,8.8883,-8.1231,17.0114,2018-10-14
13日涨跌,d13,极低,0-10%,1,292,-42.8612,-16.6323,-11.8701,0.0775,0.2849,54.79,3.2118,3.3455,-3.7783,7.1238,2024-07-04
13日涨跌,d13,偏低,10-30%,1,583,-11.8332,-6.6958,-3.3716,-0.0309,0.1471,52.83,2.0986,2.1665,-2.3612,4.5277,2019-12-15
13日涨跌,d13,中性,30-70%,1,1168,-3.3636,0.9039,5.6455,0.0546,0.0098,50.34,1.7215,1.7996,-1.8307,3.6303,2020-02-14
13日涨跌,d13,偏高,70-90%,1,584,5.6466,9.3229,16.8,0.2734,0.0714,51.54,2.1014,2.265,-2.0934,4.3584,2022-03-28
13日涨跌,d13,极高,90-100%,1,293,16.8481,24.0849,62.1559,0.4975,0.3609,57.68,2.6258,3.1879,-2.9023,6.0902,2021-01-06
13日涨跌,d13,极低,0-10%,3,292,-42.8612,-16.6323,-11.8701,0.4656,0.5409,55.14,5.5083,5.9093,-6.3102,12.2196,2024-07-04
13日涨跌,d13,偏低,10-30%,3,581,-11.8332,-6.6958,-3.3716,0.0502,-0.0125,49.91,3.7917,3.9338,-4.1711,8.1049,2019-12-15
13日涨跌,d13,中性,30-70%,3,1168,-3.3636,0.9039,5.6455,0.0952,-0.0376,49.32,3.2316,3.3319,-3.3931,6.725,2020-02-14
13日涨跌,d13,偏高,70-90%,3,584,5.6466,9.3229,16.8,0.6632,0.3921,54.28,3.8802,4.2441,-3.5711,7.8152,2022-03-28
13日涨跌,d13,极高,90-100%,3,293,16.8481,24.0849,62.1559,1.5805,1.2636,60.07,4.9484,5.9656,-4.6747,10.6403,2021-01-06
13日涨跌,d13,极低,0-10%,5,292,-42.8612,-16.6323,-11.8701,0.3695,0.691,56.85,6.415,7.0963,-7.7019,14.7981,2024-07-04
13日涨跌,d13,偏低,10-30%,5,580,-11.8332,-6.6855,-3.3716,0.201,0.1688,51.55,5.269,5.2539,-5.6062,10.8601,2019-12-15
13日涨跌,d13,中性,30-70%,5,1167,-3.3636,0.9094,5.6455,0.3144,-0.0429,49.53,4.3092,4.6205,-4.401,9.0215,2020-02-14
13日涨跌,d13,偏高,70-90%,5,584,5.6466,9.3229,16.8,0.9104,0.0912,50.68,5.2513,5.6258,-4.6991,10.3249,2022-03-28
13日涨跌,d13,极高,90-100%,5,293,16.8481,24.0849,62.1559,2.619,1.6168,63.48,6.1858,7.9772,-5.6877,13.665,2021-01-06
13日涨跌,d13,极低,0-10%,10,292,-42.8612,-16.6323,-11.8701,0.7246,0.4946,52.4,8.0726,9.4175,-9.7426,19.1601,2024-07-04
13日涨跌,d13,偏低,10-30%,10,576,-11.8332,-6.6976,-3.3716,0.6964,0.4347,52.26,7.7842,7.9607,-7.9197,15.8804,2019-12-15
13日涨跌,d13,中性,30-70%,10,1166,-3.3474,0.9113,5.6455,1.1056,0.4613,53,6.9233,7.3504,-6.4444,13.7948,2020-02-14
13日涨跌,d13,偏高,70-90%,10,584,5.6466,9.3229,16.8,1.0386,0.0754,50.68,7.5929,7.9132,-6.7207,14.6339,2022-03-28
13日涨跌,d13,极高,90-100%,10,293,16.8481,24.0849,62.1559,4.6649,3.1671,66.21,8.5999,12.1753,-7.0779,19.2532,2021-01-06
13日ATR百分位,atr13Percentile,极低,0-10%,1,292,0.0262,2.1808,4.6547,0.2267,0.0401,51.03,1.498,1.6945,-1.3412,3.0357,2018-09-20
13日ATR百分位,atr13Percentile,偏低,10-30%,1,583,4.6624,9.6259,15.4201,0.1173,0.128,52.14,1.4977,1.6303,-1.5488,3.1792,2020-06-24
13日ATR百分位,atr13Percentile,中性,30-70%,1,1168,15.4321,30.53,46.3678,0.0356,0.0756,52.05,1.9474,2.0374,-2.1798,4.2172,2021-12-28
13日ATR百分位,atr13Percentile,偏高,70-90%,1,584,46.3816,57.5162,71.9617,0.1778,0.1271,51.88,2.5831,2.7523,-2.8187,5.5709,2021-12-14
13日ATR百分位,atr13Percentile,极高,90-100%,1,293,71.9802,80.776,99.1979,0.3205,0.4872,55.29,3.6687,3.9808,-4.1103,8.0912,2021-05-23
13日ATR百分位,atr13Percentile,极低,0-10%,3,292,0.0262,2.1808,4.6547,0.7734,0.3406,54.45,3.2635,3.5827,-2.4166,5.9993,2018-09-20
13日ATR百分位,atr13Percentile,偏低,10-30%,3,581,4.6624,9.6259,15.4201,0.2565,0.0709,51.64,2.9288,3.1253,-2.9386,6.0639,2020-06-24
13日ATR百分位,atr13Percentile,中性,30-70%,3,1168,15.4321,30.53,46.3678,0.0547,-0.0269,49.57,3.6919,3.7621,-3.9294,7.6914,2021-12-28
13日ATR百分位,atr13Percentile,偏高,70-90%,3,584,46.3816,57.5162,71.9617,0.7115,0.5168,55.31,4.4425,4.8975,-4.7273,9.6248,2021-12-14
13日ATR百分位,atr13Percentile,极高,90-100%,3,293,71.9802,80.776,99.1979,0.93,0.801,54.27,5.9411,6.8703,-6.5568,13.4271,2021-05-23
13日ATR百分位,atr13Percentile,极低,0-10%,5,292,0.0262,2.1808,4.6547,1.2292,0.3417,53.42,4.6985,5.1561,-3.3048,8.4609,2018-09-20
13日ATR百分位,atr13Percentile,偏低,10-30%,5,579,4.6624,9.6295,15.4201,0.5131,0.1173,51.3,3.9933,4.2531,-3.8283,8.0814,2020-06-24
13日ATR百分位,atr13Percentile,中性,30-70%,5,1168,15.4321,30.53,46.3678,0.031,0.0159,50.17,4.8899,4.9505,-5.2328,10.1833,2021-12-28
13日ATR百分位,atr13Percentile,偏高,70-90%,5,584,46.3816,57.5162,71.9617,1.4725,0.6636,55.99,5.8861,6.6664,-5.7683,12.4348,2021-12-14
13日ATR百分位,atr13Percentile,极高,90-100%,5,293,71.9802,80.776,99.1979,1.1543,0.6481,54.27,6.8401,8.5013,-8.1399,16.6412,2021-05-23
13日ATR百分位,atr13Percentile,极低,0-10%,10,292,0.0262,2.1808,4.6547,2.5057,1.0065,58.22,7.9375,8.7628,-5.1669,13.9296,2018-09-20
13日ATR百分位,atr13Percentile,偏低,10-30%,10,574,4.6624,9.6951,15.4201,1.1123,0.6248,54.7,6.2779,6.4529,-5.282,11.7349,2020-06-24
13日ATR百分位,atr13Percentile,中性,30-70%,10,1168,15.4321,30.53,46.3678,0.1222,-0.1087,49.49,7.2426,7.267,-7.6592,14.9262,2021-12-28
13日ATR百分位,atr13Percentile,偏高,70-90%,10,584,46.3816,57.5162,71.9617,2.8029,1.6695,57.53,8.3988,10.1309,-7.6994,17.8303,2021-12-14
13日ATR百分位,atr13Percentile,极高,90-100%,10,293,71.9802,80.776,99.1979,2.4762,1.4501,55.97,8.8122,11.698,-10.0222,21.7202,2021-05-23
13日ATR率,atr13Pct,极低,0-10%,1,291,1.6031,2.3897,2.6466,0.1696,0.0911,51.89,1.359,1.4834,-1.2241,2.7076,2018-10-28
13日ATR率,atr13Pct,偏低,10-30%,1,584,2.6509,3.0673,3.4166,0.2232,0.125,52.74,1.4748,1.7326,-1.4841,3.2168,2023-02-02
13日ATR率,atr13Pct,中性,30-70%,1,1168,3.4189,4.1604,5.0755,-0.0285,0.0482,51.28,1.9812,2.0053,-2.2207,4.226,2018-08-02
13日ATR率,atr13Pct,偏高,70-90%,1,584,5.0765,5.7031,6.75,0.264,0.1888,53.42,2.5159,2.7569,-2.8286,5.5855,2020-05-13
13日ATR率,atr13Pct,极高,90-100%,1,293,6.7587,8.3031,16.1065,0.2503,0.2749,53.24,3.8518,4.1057,-4.1718,8.2774,2021-05-23
13日ATR率,atr13Pct,极低,0-10%,3,291,1.6031,2.3897,2.6466,0.7517,0.2832,54.3,2.7786,3.0723,-2.1762,5.2485,2018-10-28
13日ATR率,atr13Pct,偏低,10-30%,3,582,2.6509,3.0684,3.4166,0.6058,0.2744,55.5,2.9176,3.424,-2.7069,6.1309,2023-02-02
13日ATR率,atr13Pct,中性,30-70%,3,1168,3.4189,4.1604,5.0755,-0.1145,-0.2111,47.43,3.7656,3.7129,-4.0854,7.7982,2018-08-02
13日ATR率,atr13Pct,偏高,70-90%,3,584,5.0765,5.7031,6.75,0.7411,0.5268,56.16,4.4325,4.8512,-4.6796,9.5309,2020-05-13
13日ATR率,atr13Pct,极高,90-100%,3,293,6.7587,8.3031,16.1065,0.8749,0.7395,53.58,6.1722,7.0739,-6.7271,13.8009,2021-05-23
13日ATR率,atr13Pct,极低,0-10%,5,289,1.6031,2.389,2.6466,1.0984,0.1178,50.87,4.0378,4.4085,-2.9394,7.3479,2018-10-28
13日ATR率,atr13Pct,偏低,10-30%,5,582,2.6509,3.0684,3.4166,1.051,0.563,56.7,4.0257,4.695,-3.5077,8.2026,2023-02-02
13日ATR率,atr13Pct,中性,30-70%,5,1168,3.4189,4.1604,5.0755,-0.1793,-0.2626,47.35,4.9619,4.8903,-5.4416,10.3319,2018-08-02
13日ATR率,atr13Pct,偏高,70-90%,5,584,5.0765,5.7031,6.75,1.3594,0.7472,57.88,5.8576,6.5566,-5.7749,12.3316,2020-05-13
13日ATR率,atr13Pct,极高,90-100%,5,293,6.7587,8.3031,16.1065,1.2862,0.6517,53.58,7.2047,8.8287,-8.2865,17.1151,2021-05-23
13日ATR率,atr13Pct,极低,0-10%,10,284,1.6031,2.3857,2.6466,2.1043,0.496,54.58,7.3399,7.5834,-4.7219,12.3054,2018-10-28
13日ATR率,atr13Pct,偏低,10-30%,10,582,2.6509,3.0684,3.4166,2.3528,1.9128,61.51,6.3689,7.473,-4.8543,12.3274,2023-02-02
13日ATR率,atr13Pct,中性,30-70%,10,1168,3.4189,4.1604,5.0755,-0.1572,-0.317,48.12,7.1187,7.0747,-7.7945,14.8691,2018-08-02
13日ATR率,atr13Pct,偏高,70-90%,10,584,5.0765,5.7031,6.75,2.3849,1.3771,55.82,8.6059,9.8652,-7.9342,17.7994,2020-05-13
13日ATR率,atr13Pct,极高,90-100%,10,293,6.7587,8.3031,16.1065,2.3856,1.3712,54.95,9.337,12.1741,-10.2924,22.4665,2021-05-23
21日剩余动能ATR,remainingMomentumAtr21,极低,0-10%,1,292,-0.8592,-0.6087,-0.5496,-0.174,-0.0824,47.26,1.7398,1.5393,-1.8114,3.3507,2018-12-12
21日剩余动能ATR,remainingMomentumAtr21,偏低,10-30%,1,583,-0.5489,-0.4319,-0.3259,0.2621,0.0867,52.14,2.0096,2.1314,-1.9046,4.036,2018-09-13
21日剩余动能ATR,remainingMomentumAtr21,中性,30-70%,1,1168,-0.3255,-0.1339,0.1217,0.0542,0.1252,52.14,2.0288,2.1629,-2.2452,4.4081,2025-07-20
21日剩余动能ATR,remainingMomentumAtr21,偏高,70-90%,1,584,0.124,0.2963,0.6346,0.3296,0.1748,54.28,2.2996,2.5491,-2.3917,4.9408,2024-04-18
21日剩余动能ATR,remainingMomentumAtr21,极高,90-100%,1,293,0.6375,1.0837,5.5205,0.0551,0.1632,53.92,2.6496,3.0432,-3.5241,6.5674,2018-10-14
21日剩余动能ATR,remainingMomentumAtr21,极低,0-10%,3,292,-0.8592,-0.6087,-0.5496,0.0602,0.056,50.68,3.0328,3.2682,-3.3321,6.6003,2018-12-12
21日剩余动能ATR,remainingMomentumAtr21,偏低,10-30%,3,583,-0.5489,-0.4319,-0.3259,0.4495,0.101,51.11,3.9239,4.096,-3.6658,7.7618,2018-09-13
21日剩余动能ATR,remainingMomentumAtr21,中性,30-70%,3,1167,-0.3255,-0.1332,0.1217,0.3551,0.0927,51.33,3.8354,4.0842,-3.9639,8.0482,2025-07-20
21日剩余动能ATR,remainingMomentumAtr21,偏高,70-90%,3,583,0.124,0.2958,0.6346,0.4166,0.402,53.17,4.042,4.427,-4.2711,8.6981,2024-04-18
21日剩余动能ATR,remainingMomentumAtr21,极高,90-100%,3,293,0.6375,1.0837,5.5205,0.6476,0.5865,56.31,4.424,4.9135,-4.977,9.8905,2018-10-14
21日剩余动能ATR,remainingMomentumAtr21,极低,0-10%,5,292,-0.8592,-0.6087,-0.5496,0.3034,0.1624,50.34,4.1554,4.4545,-4.3193,8.7738,2018-12-12
21日剩余动能ATR,remainingMomentumAtr21,偏低,10-30%,5,583,-0.5489,-0.4319,-0.3259,0.6549,0.1293,51.29,5.1716,5.4992,-4.8291,10.3283,2018-09-13
21日剩余动能ATR,remainingMomentumAtr21,中性,30-70%,5,1165,-0.3255,-0.1345,0.1217,0.7022,0.2167,52.53,4.967,5.4556,-5.0288,10.4843,2025-07-20
21日剩余动能ATR,remainingMomentumAtr21,偏高,70-90%,5,583,0.124,0.2958,0.6346,0.7577,0.3684,52.66,5.2963,5.7865,-5.4648,11.2513,2024-04-18
21日剩余动能ATR,remainingMomentumAtr21,极高,90-100%,5,293,0.6375,1.0837,5.5205,0.5467,0.3915,54.61,5.9196,6.4786,-6.574,13.0526,2018-10-14
21日剩余动能ATR,remainingMomentumAtr21,极低,0-10%,10,292,-0.8592,-0.6087,-0.5496,0.9128,0.3229,52.74,6.3742,7.157,-6.2936,13.4507,2018-12-12
21日剩余动能ATR,remainingMomentumAtr21,偏低,10-30%,10,583,-0.5489,-0.4319,-0.3259,1.3852,0.6314,54.55,7.4315,8.3237,-6.8671,15.1908,2018-09-13
21日剩余动能ATR,remainingMomentumAtr21,中性,30-70%,10,1161,-0.3255,-0.1345,0.1217,1.3098,0.6066,52.71,7.5644,8.1557,-7.1338,15.2896,2025-07-20
21日剩余动能ATR,remainingMomentumAtr21,偏高,70-90%,10,582,0.124,0.2947,0.6346,1.2786,0.7293,53.95,7.8008,8.543,-7.5585,16.1015,2024-04-18
21日剩余动能ATR,remainingMomentumAtr21,极高,90-100%,10,293,0.6375,1.0837,5.5205,1.8299,1.1624,55.97,8.0251,9.2531,-8.1801,17.4332,2018-10-14
21日涨跌,d21,极低,0-10%,1,292,-46.9091,-21.7777,-14.9058,0.1173,0.2895,54.11,3.1567,3.346,-3.5403,6.8863,2022-07-03
21日涨跌,d21,偏低,10-30%,1,583,-14.8308,-8.4869,-4.4372,-0.0399,0.1334,53,2.0541,2.1279,-2.3933,4.5212,2018-12-25
21日涨跌,d21,中性,30-70%,1,1168,-4.4303,1.1808,8.0689,0.1097,0.0562,51.03,1.7979,1.8692,-1.8138,3.6831,2024-10-26
21日涨跌,d21,偏高,70-90%,1,584,8.0877,13.7742,23.5225,0.1583,0.0196,51.03,1.9814,2.2001,-2.1491,4.3492,2020-04-08
21日涨跌,d21,极高,90-100%,1,293,23.5505,31.8043,80.9061,0.4858,0.333,56.31,2.7038,3.1161,-3.0318,6.1479,2021-01-07
21日涨跌,d21,极低,0-10%,3,292,-46.9091,-21.7777,-14.9058,0.4462,0.5483,55.82,5.1216,5.6266,-5.9448,11.5714,2022-07-03
21日涨跌,d21,偏低,10-30%,3,581,-14.8308,-8.4869,-4.4372,-0.0641,0.0591,50.6,3.7942,3.9737,-4.2362,8.2099,2018-12-25
21日涨跌,d21,中性,30-70%,3,1168,-4.4303,1.1808,8.0689,0.3936,0.0861,51.28,3.4388,3.584,-3.2973,6.8813,2024-10-26
21日涨跌,d21,偏高,70-90%,3,584,8.0877,13.7742,23.5225,0.3403,-0.0519,49.32,3.7877,4.0144,-3.7659,7.7804,2020-04-08
21日涨跌,d21,极高,90-100%,3,293,23.5505,31.8043,80.9061,1.2804,1.258,60.07,4.6875,5.6212,-4.9033,10.5245,2021-01-07
21日涨跌,d21,极低,0-10%,5,292,-46.9091,-21.7777,-14.9058,0.7955,0.7037,54.79,6.1326,7.0869,-7.1526,14.2395,2022-07-03
21日涨跌,d21,偏低,10-30%,5,579,-14.8308,-8.4878,-4.4372,-0.19,0.1979,52.68,4.9252,5.1129,-5.6037,10.7167,2018-12-25
21日涨跌,d21,中性,30-70%,5,1168,-4.4303,1.1808,8.0689,0.7378,0.0458,50.26,4.7313,4.9775,-4.3566,9.3341,2024-10-26
21日涨跌,d21,偏高,70-90%,5,584,8.0877,13.7742,23.5225,0.6677,0.09,51.03,5.1781,5.3921,-4.8991,10.2913,2020-04-08
21日涨跌,d21,极高,90-100%,5,293,23.5505,31.8043,80.9061,1.7625,1.1152,59.73,5.613,7.3101,-6.0221,13.3322,2021-01-07
21日涨跌,d21,极低,0-10%,10,292,-46.9091,-21.7777,-14.9058,1.9154,1.7197,58.9,7.5501,9.8438,-8.6205,18.4644,2022-07-03
21日涨跌,d21,偏低,10-30%,10,579,-14.8308,-8.4878,-4.4372,-0.6887,-0.4231,47.32,7.5161,7.0606,-8.4017,15.4623,2018-12-25
21日涨跌,d21,中性,30-70%,10,1163,-4.4303,1.2146,8.0689,1.3159,0.4294,52.28,7.4295,7.8529,-6.4597,14.3127,2024-10-26
21日涨跌,d21,偏高,70-90%,10,584,8.0877,13.7742,23.5225,2.2306,1.2332,55.99,7.852,8.3842,-6.477,14.8612,2020-04-08
21日涨跌,d21,极高,90-100%,10,293,23.5505,31.8043,80.9061,3.0089,1.9534,61.77,7.1156,10.5894,-7.6533,18.2428,2021-01-07
21日ATR百分位,atr21Percentile,极低,0-10%,1,292,0.0236,1.3683,3.7811,0.1855,0.0548,51.37,1.4867,1.6894,-1.4009,3.0903,2023-08-29
21日ATR百分位,atr21Percentile,偏低,10-30%,1,583,3.7872,8.9139,15.6629,0.1585,0.0867,51.97,1.4952,1.6886,-1.5591,3.2477,2023-06-20
21日ATR百分位,atr21Percentile,中性,30-70%,1,1168,15.6819,29.388,45.3415,0.0157,0.0591,51.37,1.9741,2.0286,-2.216,4.2446,2024-04-28
21日ATR百分位,atr21Percentile,偏高,70-90%,1,584,45.3984,55.9223,71.2016,0.2046,0.2408,54.28,2.5836,2.7902,-2.7835,5.5737,2022-07-27
21日ATR百分位,atr21Percentile,极高,90-100%,1,293,71.2279,82.3269,97.9631,0.3054,0.295,53.24,3.5777,3.8294,-3.956,7.7854,2021-05-23
21日ATR百分位,atr21Percentile,极低,0-10%,3,292,0.0236,1.3683,3.7811,0.6538,0.1847,54.11,3.2183,3.5639,-2.5547,6.1186,2023-08-29
21日ATR百分位,atr21Percentile,偏低,10-30%,3,581,3.7872,8.8702,15.6629,0.4135,0.1817,53.01,2.9544,3.2208,-2.8344,6.0552,2023-06-20
21日ATR百分位,atr21Percentile,中性,30-70%,3,1168,15.6819,29.388,45.3415,0.0322,-0.0951,48.72,3.6936,3.7382,-4.0213,7.7595,2024-04-28
21日ATR百分位,atr21Percentile,偏高,70-90%,3,584,45.3984,55.9223,71.2016,0.6837,0.537,56.16,4.5894,5.0172,-4.6871,9.7044,2022-07-27
21日ATR百分位,atr21Percentile,极高,90-100%,3,293,71.2279,82.3269,97.9631,0.8829,0.5739,53.58,5.6355,6.5561,-6.3394,12.8954,2021-05-23
21日ATR百分位,atr21Percentile,极低,0-10%,5,292,0.0236,1.3683,3.7811,1.2488,0.515,55.48,4.6284,5.1431,-3.3577,8.5008,2023-08-29
21日ATR百分位,atr21Percentile,偏低,10-30%,5,579,3.7872,8.9139,15.6629,0.6018,0.2471,52.33,4.0857,4.3809,-3.7163,8.0973,2023-06-20
21日ATR百分位,atr21Percentile,中性,30-70%,5,1168,15.6819,29.388,45.3415,0.1354,-0.1062,48.97,4.8839,4.9884,-5.3084,10.2968,2024-04-28
21日ATR百分位,atr21Percentile,偏高,70-90%,5,584,45.3984,55.9223,71.2016,0.9442,0.5916,55.99,5.8943,6.5268,-5.8817,12.4085,2022-07-27
21日ATR百分位,atr21Percentile,极高,90-100%,5,293,71.2279,82.3269,97.9631,1.5965,1.0571,54.95,6.7354,8.3885,-7.781,16.1695,2021-05-23
21日ATR百分位,atr21Percentile,极低,0-10%,10,292,0.0236,1.3683,3.7811,2.6376,0.9449,58.56,7.9069,8.7321,-5.0783,13.8105,2023-08-29
21日ATR百分位,atr21Percentile,偏低,10-30%,10,574,3.7872,8.9691,15.6629,1.441,0.9943,56.45,6.4937,6.8507,-5.2261,12.0768,2023-06-20
21日ATR百分位,atr21Percentile,中性,30-70%,10,1168,15.6819,29.388,45.3415,0.509,-0.1087,49.49,7.1957,7.4355,-7.4932,14.9286,2024-04-28
21日ATR百分位,atr21Percentile,偏高,70-90%,10,584,45.3984,55.9223,71.2016,0.9925,0.811,53.77,8.0248,9.0496,-8.3483,17.398,2022-07-27
21日ATR百分位,atr21Percentile,极高,90-100%,10,293,71.2279,82.3269,97.9631,3.7671,2.552,59.73,9.3519,12.4329,-9.588,22.0209,2021-05-23
