treeType,horizon,routeKey,routeLabel,ruleId,predictionKey,prediction,samples,purityPct,conditions,distribution,topClass,topSharePct,secondClass,secondSharePct,edgePct,baselinePct,liftPct,fitProbabilityPct,notFitProbabilityPct,quality,auditReason
状态解释树,,,,1,1,S1 低波动压缩态,484,95.66,振幅/21日ATR百分位 <= 32.774 AND 3日ATR百分位 <= 28.3284 AND 趋势动能 <= 10.0662 AND 振幅/21日ATR <= 0.619,S1 低波动压缩态:95.7% | S5 下侧趋势共振态:2.3% | S4 上侧趋势共振态:1.9% | S2 中性震荡态:0.2%,S1 低波动压缩态,95.66,S5 下侧趋势共振态,2.27,93.39,19.86,75.8,,,强参考,样本、纯度、优势差距都达标
状态解释树,,,,2,2,S2 中性震荡态,463,82.29,振幅/21日ATR百分位 > 32.774 AND 8日ATR百分位 <= 39.446 AND 振幅/21日ATR <= 1.2356 AND 趋势动能 <= 4.512,S2 中性震荡态:82.3% | S5 下侧趋势共振态:5.4% | S4 上侧趋势共振态:4.8% | S1 低波动压缩态:3.7%,S2 中性震荡态,82.29,S5 下侧趋势共振态,5.4,76.89,16.23,66.06,,,强参考,样本、纯度、优势差距都达标
状态解释树,,,,3,3,S3 放量波动扩张态,354,64.69,振幅/21日ATR百分位 > 32.774 AND 8日ATR百分位 > 39.446 AND 振幅/21日ATR百分位 > 60.4833 AND 趋势动能 <= 8.6577,S3 放量波动扩张态:64.7% | S0 下侧趋势共振态:15.8% | S8 放量波动扩张态:7.9% | S7 放量波动扩张态:4.5%,S3 放量波动扩张态,64.69,S0 下侧趋势共振态,15.82,48.87,9.96,54.73,,,观察,达最低门槛，但还不够强
状态解释树,,,,4,5,S5 下侧趋势共振态,302,65.56,振幅/21日ATR百分位 > 32.774 AND 8日ATR百分位 > 39.446 AND 振幅/21日ATR百分位 <= 60.4833 AND 3日ATR率 <= 7.8658,S5 下侧趋势共振态:65.6% | S4 上侧趋势共振态:22.5% | S0 下侧趋势共振态:3.6% | S6 上侧趋势共振态:3.6%,S5 下侧趋势共振态,65.56,S4 上侧趋势共振态,22.52,43.04,15.61,49.95,,,强参考,样本、纯度、优势差距都达标
状态解释树,,,,5,4,S4 上侧趋势共振态,290,71.72,振幅/21日ATR百分位 > 32.774 AND 8日ATR百分位 <= 39.446 AND 振幅/21日ATR <= 1.2356 AND 趋势动能 > 4.512,S4 上侧趋势共振态:71.7% | S2 中性震荡态:17.2% | S7 放量波动扩张态:9% | S1 低波动压缩态:1.7%,S4 上侧趋势共振态,71.72,S2 中性震荡态,17.24,54.48,14.79,56.93,,,观察,达最低门槛，但还不够强
状态解释树,,,,6,7,S7 放量波动扩张态,284,80.63,振幅/21日ATR百分位 > 32.774 AND 8日ATR百分位 <= 39.446 AND 振幅/21日ATR > 1.2356 AND 剩余动能率 <= 3.9483,S7 放量波动扩张态:80.6% | S3 放量波动扩张态:8.8% | S2 中性震荡态:5.6% | S4 上侧趋势共振态:2.5%,S7 放量波动扩张态,80.63,S3 放量波动扩张态,8.8,71.83,10.17,70.46,,,观察,达最低门槛，但还不够强
状态解释树,,,,7,6,S6 上侧趋势共振态,222,69.37,振幅/21日ATR百分位 > 32.774 AND 8日ATR百分位 > 39.446 AND 振幅/21日ATR百分位 > 60.4833 AND 趋势动能 > 8.6577,S6 上侧趋势共振态:69.4% | S4 上侧趋势共振态:10.8% | S8 放量波动扩张态:10.8% | S7 放量波动扩张态:5%,S6 上侧趋势共振态,69.37,S4 上侧趋势共振态,10.81,58.56,6.16,63.21,,,观察,达最低门槛，但还不够强
状态解释树,,,,8,5,S5 下侧趋势共振态,164,90.85,振幅/21日ATR百分位 <= 32.774 AND 3日ATR百分位 > 28.3284 AND 8日ATR百分位 > 41.1452 AND 34日涨跌 <= 5.2981,S5 下侧趋势共振态:90.8% | S0 下侧趋势共振态:6.7% | S1 低波动压缩态:2.4%,S5 下侧趋势共振态,90.85,S0 下侧趋势共振态,6.71,84.14,15.61,75.24,,,弱参考,样本少于200
状态解释树,,,,9,1,S1 低波动压缩态,89,62.92,振幅/21日ATR百分位 <= 32.774 AND 3日ATR百分位 <= 28.3284 AND 趋势动能 <= 10.0662 AND 振幅/21日ATR > 0.619,S1 低波动压缩态:62.9% | S4 上侧趋势共振态:16.9% | S5 下侧趋势共振态:11.2% | S2 中性震荡态:9%,S1 低波动压缩态,62.92,S4 上侧趋势共振态,16.85,46.07,19.86,43.06,,,弱参考,样本少于200
状态解释树,,,,10,1,S1 低波动压缩态,63,41.27,振幅/21日ATR百分位 <= 32.774 AND 3日ATR百分位 > 28.3284 AND 8日ATR百分位 <= 41.1452,S1 低波动压缩态:41.3% | S4 上侧趋势共振态:31.8% | S5 下侧趋势共振态:27%,S1 低波动压缩态,41.27,S4 上侧趋势共振态,31.75,9.52,19.86,21.41,,,弱参考,样本少于200；纯度低于50%；第一名领先不足10%
状态解释树,,,,11,0,S0 下侧趋势共振态,56,82.14,振幅/21日ATR百分位 > 32.774 AND 8日ATR百分位 > 39.446 AND 振幅/21日ATR百分位 <= 60.4833 AND 3日ATR率 > 7.8658,S0 下侧趋势共振态:82.1% | S5 下侧趋势共振态:10.7% | S6 上侧趋势共振态:7.1%,S0 下侧趋势共振态,82.14,S5 下侧趋势共振态,10.71,71.43,,,,,弱参考,样本少于200
状态解释树,,,,12,8,S8 放量波动扩张态,52,63.46,振幅/21日ATR百分位 > 32.774 AND 8日ATR百分位 <= 39.446 AND 振幅/21日ATR > 1.2356 AND 剩余动能率 > 3.9483,S8 放量波动扩张态:63.5% | S3 放量波动扩张态:19.2% | S7 放量波动扩张态:17.3%,S8 放量波动扩张态,63.46,S3 放量波动扩张态,19.23,44.23,2.94,60.52,,,弱参考,样本少于200
状态解释树,,,,13,5,S5 下侧趋势共振态,50,66,振幅/21日ATR百分位 <= 32.774 AND 3日ATR百分位 > 28.3284 AND 8日ATR百分位 > 41.1452 AND 34日涨跌 > 5.2981,S5 下侧趋势共振态:66% | S4 上侧趋势共振态:28% | S6 上侧趋势共振态:4% | S0 下侧趋势共振态:2%,S5 下侧趋势共振态,66,S4 上侧趋势共振态,28,38,15.61,50.39,,,弱参考,样本少于200
状态解释树,,,,14,4,S4 上侧趋势共振态,48,81.25,振幅/21日ATR百分位 <= 32.774 AND 3日ATR百分位 <= 28.3284 AND 趋势动能 > 10.0662,S4 上侧趋势共振态:81.3% | S1 低波动压缩态:18.8%,S4 上侧趋势共振态,81.25,S1 低波动压缩态,18.75,62.5,14.79,66.46,,,弱参考,样本少于200
波动变化树,1,,,1,volFlat,波动平稳,1900,85.11,振幅率 <= 6.8872 AND 振幅/3日ATR <= 1.0992,波动平稳:85.1% | 波动升高:7.6% | 波动降低:7.3%,波动平稳,85.11,波动升高,7.63,77.48,75.92,9.19,,,强参考,样本、纯度、优势差距都达标
波动变化树,1,,,2,volFlat,波动平稳,394,73.1,振幅率 <= 6.8872 AND 振幅/3日ATR > 1.0992 AND ATR率 <= 4.1109,波动平稳:73.1% | 波动升高:19% | 波动降低:7.9%,波动平稳,73.1,波动升高,19.04,54.06,75.92,-2.82,,,弱参考,相对基准提升不足5%
波动变化树,1,,,3,volFlat,波动平稳,148,62.16,振幅率 > 6.8872 AND 中值乖离ATR > -1.4945 AND 振幅率 <= 9.7065 AND 量能倍率 > 0.9276,波动平稳:62.2% | 波动升高:23% | 波动降低:14.9%,波动平稳,62.16,波动升高,22.97,39.19,75.92,-13.76,,,弱参考,样本少于200；相对基准提升不足5%
波动变化树,1,,,4,volFlat,波动平稳,95,54.74,振幅率 <= 6.8872 AND 振幅/3日ATR > 1.0992 AND ATR率 > 4.1109 AND 拉伸热度 > 29.6357,波动平稳:54.7% | 波动降低:31.6% | 波动升高:13.7%,波动平稳,54.74,波动降低,31.58,23.16,75.92,-21.18,,,弱参考,样本少于200；相对基准提升不足5%
波动变化树,1,,,5,volFlat,波动平稳,81,72.84,振幅率 <= 6.8872 AND 振幅/3日ATR > 1.0992 AND ATR率 > 4.1109 AND 拉伸热度 <= 29.6357,波动平稳:72.8% | 波动降低:13.6% | 波动升高:13.6%,波动平稳,72.84,波动降低,13.58,59.26,75.92,-3.08,,,弱参考,样本少于200；相对基准提升不足5%
波动变化树,1,,,6,volFlat,波动平稳,73,41.1,振幅率 > 6.8872 AND 中值乖离ATR > -1.4945 AND 振幅率 > 9.7065 AND 3/21日ATR比 > 1.4096,波动平稳:41.1% | 波动升高:37% | 波动降低:21.9%,波动平稳,41.1,波动升高,36.99,4.11,75.92,-34.82,,,弱参考,样本少于200；纯度低于50%；第一名领先不足10%；相对基准提升不足5%
波动变化树,1,,,7,volFlat,波动平稳,65,50.77,振幅率 > 6.8872 AND 中值乖离ATR > -1.4945 AND 振幅率 <= 9.7065 AND 量能倍率 <= 0.9276,波动平稳:50.8% | 波动降低:43.1% | 波动升高:6.2%,波动平稳,50.77,波动降低,43.08,7.69,75.92,-25.15,,,弱参考,样本少于200；第一名领先不足10%；相对基准提升不足5%
波动变化树,1,,,8,volFlat,波动平稳,63,44.44,振幅率 > 6.8872 AND 中值乖离ATR <= -1.4945 AND 振幅/8日ATR <= 1.7139,波动平稳:44.4% | 波动升高:38.1% | 波动降低:17.5%,波动平稳,44.44,波动升高,38.1,6.34,75.92,-31.48,,,弱参考,样本少于200；纯度低于50%；第一名领先不足10%；相对基准提升不足5%
波动变化树,1,,,9,volDown,波动降低,61,59.02,振幅率 > 6.8872 AND 中值乖离ATR > -1.4945 AND 振幅率 > 9.7065 AND 3/21日ATR比 <= 1.4096,波动降低:59% | 波动平稳:22.9% | 波动升高:18%,波动降低,59.02,波动平稳,22.95,36.07,11.06,47.96,,,弱参考,样本少于200
波动变化树,1,,,10,volUp,波动升高,40,90,振幅率 > 6.8872 AND 中值乖离ATR <= -1.4945 AND 振幅/8日ATR > 1.7139,波动升高:90% | 波动平稳:10%,波动升高,90,波动平稳,10,80,13.01,76.99,,,弱参考,样本少于200
波动变化树,3,,,1,volFlat,波动平稳,806,46.28,3/21日ATR比 <= 1.15 AND 13日ATR百分位 <= 59.4597 AND 21日涨跌 <= 3.3881 AND M2货币供应 > 18680.05,波动平稳:46.3% | 波动降低:34.5% | 波动升高:19.2%,波动平稳,46.28,波动降低,34.49,11.79,44.31,1.97,,,弱参考,纯度低于50%；相对基准提升不足5%
波动变化树,3,,,2,volFlat,波动平稳,507,50.1,3/21日ATR比 <= 1.15 AND 13日ATR百分位 <= 59.4597 AND 21日涨跌 > 3.3881 AND ATR率 > 3.1813,波动平稳:50.1% | 波动降低:29% | 波动升高:20.9%,波动平稳,50.1,波动降低,28.99,21.11,44.31,5.79,,,观察,达最低门槛，但还不够强
波动变化树,3,,,3,volFlat,波动平稳,442,52.04,3/21日ATR比 > 1.15 AND 振幅/21日ATR <= 1.9909 AND 拉伸热度 <= 78.3085 AND 21日ATR百分位 > 4.339,波动平稳:52% | 波动降低:25.3% | 波动升高:22.6%,波动平稳,52.04,波动降低,25.34,26.7,44.31,7.73,,,观察,达最低门槛，但还不够强
波动变化树,3,,,4,volDown,波动降低,362,50,3/21日ATR比 <= 1.15 AND 13日ATR百分位 <= 59.4597 AND 21日涨跌 <= 3.3881 AND M2货币供应 <= 18680.05,波动降低:50% | 波动平稳:36.7% | 波动升高:13.3%,波动降低,50,波动平稳,36.74,13.26,33.34,16.66,,,观察,达最低门槛，但还不够强
波动变化树,3,,,5,volFlat,波动平稳,224,51.79,3/21日ATR比 <= 1.15 AND 13日ATR百分位 <= 59.4597 AND 21日涨跌 > 3.3881 AND ATR率 <= 3.1813,波动平稳:51.8% | 波动升高:33.9% | 波动降低:14.3%,波动平稳,51.79,波动升高,33.93,17.86,44.31,7.48,,,观察,达最低门槛，但还不够强
波动变化树,3,,,6,volDown,波动降低,147,44.9,3/21日ATR比 <= 1.15 AND 13日ATR百分位 > 59.4597 AND 美元指数代理 <= 116.4175 AND 233MA乖离率 <= 83.8776,波动降低:44.9% | 波动平稳:43.5% | 波动升高:11.6%,波动降低,44.9,波动平稳,43.54,1.36,33.34,11.56,,,弱参考,样本少于200；纯度低于50%；第一名领先不足10%
波动变化树,3,,,7,volDown,波动降低,71,56.34,3/21日ATR比 <= 1.15 AND 13日ATR百分位 > 59.4597 AND 美元指数代理 > 116.4175 AND ATR率 <= 6.402,波动降低:56.3% | 波动平稳:38% | 波动升高:5.6%,波动降低,56.34,波动平稳,38.03,18.31,33.34,23,,,弱参考,样本少于200
波动变化树,3,,,8,volDown,波动降低,66,50,3/21日ATR比 <= 1.15 AND 13日ATR百分位 > 59.4597 AND 美元指数代理 <= 116.4175 AND 233MA乖离率 > 83.8776,波动降低:50% | 波动升高:27.3% | 波动平稳:22.7%,波动降低,50,波动升高,27.27,22.73,33.34,16.66,,,弱参考,样本少于200
波动变化树,3,,,9,volDown,波动降低,61,77.05,3/21日ATR比 <= 1.15 AND 13日ATR百分位 > 59.4597 AND 美元指数代理 > 116.4175 AND ATR率 > 6.402,波动降低:77% | 波动平稳:19.7% | 波动升高:3.3%,波动降低,77.05,波动平稳,19.67,57.38,33.34,43.71,,,弱参考,样本少于200
波动变化树,3,,,10,volFlat,波动平稳,58,39.66,3/21日ATR比 > 1.15 AND 振幅/21日ATR > 1.9909 AND 8日涨跌 > -3.0306 AND M2 63日变化率 <= 0.8963,波动平稳:39.7% | 波动降低:34.5% | 波动升高:25.9%,波动平稳,39.66,波动降低,34.48,5.18,44.31,-4.65,,,弱参考,样本少于200；纯度低于50%；第一名领先不足10%；相对基准提升不足5%
波动变化树,3,,,11,volUp,波动升高,50,52,3/21日ATR比 > 1.15 AND 振幅/21日ATR > 1.9909 AND 8日涨跌 > -3.0306 AND M2 63日变化率 > 0.8963,波动升高:52% | 波动平稳:26% | 波动降低:22%,波动升高,52,波动平稳,26,26,22.34,29.66,,,弱参考,样本少于200
波动变化树,3,,,12,volUp,波动升高,48,79.17,3/21日ATR比 > 1.15 AND 振幅/21日ATR > 1.9909 AND 8日涨跌 <= -3.0306,波动升高:79.2% | 波动平稳:18.8% | 波动降低:2.1%,波动升高,79.17,波动平稳,18.75,60.42,22.34,56.83,,,弱参考,样本少于200
波动变化树,3,,,13,volUp,波动升高,40,65,3/21日ATR比 > 1.15 AND 振幅/21日ATR <= 1.9909 AND 拉伸热度 > 78.3085,波动升高:65% | 波动平稳:30% | 波动降低:5%,波动升高,65,波动平稳,30,35,22.34,42.66,,,弱参考,样本少于200
波动变化树,3,,,14,volUp,波动升高,36,58.33,3/21日ATR比 > 1.15 AND 振幅/21日ATR <= 1.9909 AND 拉伸热度 <= 78.3085 AND 21日ATR百分位 <= 4.339,波动升高:58.3% | 波动平稳:33.3% | 波动降低:8.3%,波动升高,58.33,波动平稳,33.33,25,22.34,35.99,,,弱参考,样本少于200
波动变化树,5,,,1,volFlat,波动平稳,743,43.2,21日ATR率 <= 4.7023 AND MA位置百分位 <= 85.3837 AND 8/13日ATR比 > 0.9697 AND 中值乖离ATR > -1.8661,波动平稳:43.2% | 波动降低:31.4% | 波动升高:25.4%,波动平稳,43.2,波动降低,31.36,11.84,33.33,9.87,,,弱参考,纯度低于50%
波动变化树,5,,,2,volDown,波动降低,583,48.54,21日ATR率 <= 4.7023 AND MA位置百分位 <= 85.3837 AND 8/13日ATR比 <= 0.9697 AND 21日ATR率 > 2.5861,波动降低:48.5% | 波动平稳:31.7% | 波动升高:19.7%,波动降低,48.54,波动平稳,31.73,16.81,41.39,7.15,,,弱参考,纯度低于50%
波动变化树,5,,,3,volDown,波动降低,438,45.89,21日ATR率 > 4.7023 AND 量能倍率 > 0.904 AND 振幅/ATR <= 2.0905 AND 美元指数代理 > 111.9117,波动降低:45.9% | 波动平稳:34.9% | 波动升高:19.2%,波动降低,45.89,波动平稳,34.93,10.96,41.39,4.5,,,弱参考,纯度低于50%；相对基准提升不足5%
波动变化树,5,,,4,volDown,波动降低,268,60.82,21日ATR率 > 4.7023 AND 量能倍率 <= 0.904 AND 21日涨跌 > -9.365 AND M2货币供应 <= 21090.7,波动降低:60.8% | 波动平稳:25.4% | 波动升高:13.8%,波动降低,60.82,波动平稳,25.37,35.45,41.39,19.43,,,观察,达最低门槛，但还不够强
波动变化树,5,,,5,volDown,波动降低,196,79.59,21日ATR率 > 4.7023 AND 量能倍率 <= 0.904 AND 21日涨跌 <= -9.365 AND 8/21日ATR比 <= 1.1193,波动降低:79.6% | 波动平稳:14.3% | 波动升高:6.1%,波动降低,79.59,波动平稳,14.29,65.3,41.39,38.2,,,弱参考,样本少于200
波动变化树,5,,,6,volUp,波动升高,125,52.8,21日ATR率 <= 4.7023 AND MA位置百分位 > 85.3837 AND 8日涨跌 > 5.8697 AND 21日ATR率 <= 3.8735,波动升高:52.8% | 波动平稳:36.8% | 波动降低:10.4%,波动升高,52.8,波动平稳,36.8,16,25.27,27.53,,,弱参考,样本少于200
波动变化树,5,,,7,volUp,波动升高,106,43.4,21日ATR率 <= 4.7023 AND MA位置百分位 <= 85.3837 AND 8/13日ATR比 <= 0.9697 AND 21日ATR率 <= 2.5861,波动升高:43.4% | 波动平稳:28.3% | 波动降低:28.3%,波动升高,43.4,波动平稳,28.3,15.1,25.27,18.13,,,弱参考,样本少于200；纯度低于50%
波动变化树,5,,,8,volFlat,波动平稳,104,43.27,21日ATR率 > 4.7023 AND 量能倍率 <= 0.904 AND 21日涨跌 > -9.365 AND M2货币供应 > 21090.7,波动平稳:43.3% | 波动降低:40.4% | 波动升高:16.4%,波动平稳,43.27,波动降低,40.38,2.89,33.33,9.94,,,弱参考,样本少于200；纯度低于50%；第一名领先不足10%
波动变化树,5,,,9,volUp,波动升高,86,41.86,21日ATR率 <= 4.7023 AND MA位置百分位 > 85.3837 AND 8日涨跌 <= 5.8697 AND M2 63日变化率 > 0.229,波动升高:41.9% | 波动降低:32.6% | 波动平稳:25.6%,波动升高,41.86,波动降低,32.56,9.3,25.27,16.59,,,弱参考,样本少于200；纯度低于50%；第一名领先不足10%
波动变化树,5,,,10,volUp,波动升高,61,57.38,21日ATR率 <= 4.7023 AND MA位置百分位 <= 85.3837 AND 8/13日ATR比 > 0.9697 AND 中值乖离ATR <= -1.8661,波动升高:57.4% | 波动降低:22.9% | 波动平稳:19.7%,波动升高,57.38,波动降低,22.95,34.43,25.27,32.11,,,弱参考,样本少于200
波动变化树,5,,,11,volFlat,波动平稳,52,61.54,21日ATR率 <= 4.7023 AND MA位置百分位 > 85.3837 AND 8日涨跌 <= 5.8697 AND M2 63日变化率 <= 0.229,波动平稳:61.5% | 波动升高:25% | 波动降低:13.5%,波动平稳,61.54,波动升高,25,36.54,33.33,28.21,,,弱参考,样本少于200
波动变化树,5,,,12,volUp,波动升高,40,57.5,21日ATR率 > 4.7023 AND 量能倍率 > 0.904 AND 振幅/ATR <= 2.0905 AND 美元指数代理 <= 111.9117,波动升高:57.5% | 波动降低:30% | 波动平稳:12.5%,波动升高,57.5,波动降低,30,27.5,25.27,32.23,,,弱参考,样本少于200
波动变化树,5,,,13,volUp,波动升高,40,65,21日ATR率 > 4.7023 AND 量能倍率 > 0.904 AND 振幅/ATR > 2.0905,波动升高:65% | 波动平稳:22.5% | 波动降低:12.5%,波动升高,65,波动平稳,22.5,42.5,25.27,39.73,,,弱参考,样本少于200
波动变化树,5,,,14,volUp,波动升高,38,81.58,21日ATR率 <= 4.7023 AND MA位置百分位 > 85.3837 AND 8日涨跌 > 5.8697 AND 21日ATR率 > 3.8735,波动升高:81.6% | 波动平稳:15.8% | 波动降低:2.6%,波动升高,81.58,波动平稳,15.79,65.79,25.27,56.31,,,弱参考,样本少于200
波动变化树,5,,,15,volDown,波动降低,36,52.78,21日ATR率 > 4.7023 AND 量能倍率 <= 0.904 AND 21日涨跌 <= -9.365 AND 8/21日ATR比 > 1.1193,波动降低:52.8% | 波动平稳:27.8% | 波动升高:19.4%,波动降低,52.78,波动平稳,27.78,25,41.39,11.39,,,弱参考,样本少于200
波动变化树,10,,,1,volDown,波动降低,1320,50.91,233MA乖离ATR <= 8.3596 AND ATR百分位 <= 54.0732 AND 21日ATR率 > 2.5164 AND 3/8日ATR比 <= 1.0309,波动降低:50.9% | 波动升高:27.4% | 波动平稳:21.7%,波动降低,50.91,波动升高,27.35,23.56,48.02,2.89,,,弱参考,相对基准提升不足5%
波动变化树,10,,,2,volUp,波动升高,588,40.31,233MA乖离ATR <= 8.3596 AND ATR百分位 <= 54.0732 AND 21日ATR率 > 2.5164 AND 3/8日ATR比 > 1.0309,波动升高:40.3% | 波动降低:35.5% | 波动平稳:24.1%,波动升高,40.31,波动降低,35.54,4.77,32.46,7.85,,,弱参考,纯度低于50%；第一名领先不足10%
波动变化树,10,,,3,volDown,波动降低,484,82.44,233MA乖离ATR <= 8.3596 AND ATR百分位 > 54.0732 AND 美元指数代理 > 112.2366 AND 中值乖离ATR > -2.4335,波动降低:82.4% | 波动平稳:11.2% | 波动升高:6.4%,波动降低,82.44,波动平稳,11.16,71.28,48.02,34.42,,,强参考,样本、纯度、优势差距都达标
波动变化树,10,,,4,volUp,波动升高,114,52.63,233MA乖离ATR <= 8.3596 AND ATR百分位 <= 54.0732 AND 21日ATR率 <= 2.5164 AND 联邦基金利率 > 4.215,波动升高:52.6% | 波动平稳:29.8% | 波动降低:17.5%,波动升高,52.63,波动平稳,29.82,22.81,32.46,20.17,,,弱参考,样本少于200
波动变化树,10,,,5,volUp,波动升高,76,96.05,233MA乖离ATR > 8.3596 AND MA位置百分位 > 93.9447,波动升高:96% | 波动平稳:2.6% | 波动降低:1.3%,波动升高,96.05,波动平稳,2.63,93.42,32.46,63.59,,,弱参考,样本少于200
波动变化树,10,,,6,volUp,波动升高,70,61.43,233MA乖离ATR > 8.3596 AND MA位置百分位 <= 93.9447 AND 21日ATR百分位 <= 44.0417 AND 21日涨跌 > 12.874,波动升高:61.4% | 波动平稳:22.9% | 波动降低:15.7%,波动升高,61.43,波动平稳,22.86,38.57,32.46,28.97,,,弱参考,样本少于200
波动变化树,10,,,7,volUp,波动升高,59,49.15,233MA乖离ATR <= 8.3596 AND ATR百分位 > 54.0732 AND 美元指数代理 <= 112.2366 AND 21日ATR率 <= 9.6856,波动升高:49.1% | 波动降低:32.2% | 波动平稳:18.6%,波动升高,49.15,波动降低,32.2,16.95,32.46,16.69,,,弱参考,样本少于200；纯度低于50%
波动变化树,10,,,8,volUp,波动升高,45,93.33,233MA乖离ATR <= 8.3596 AND ATR百分位 <= 54.0732 AND 21日ATR率 <= 2.5164 AND 联邦基金利率 <= 4.215,波动升高:93.3% | 波动平稳:6.7%,波动升高,93.33,波动平稳,6.67,86.66,32.46,60.87,,,弱参考,样本少于200
波动变化树,10,,,9,volUp,波动升高,43,88.37,233MA乖离ATR > 8.3596 AND MA位置百分位 <= 93.9447 AND 21日ATR百分位 <= 44.0417 AND 21日涨跌 <= 12.874,波动升高:88.4% | 波动平稳:9.3% | 波动降低:2.3%,波动升高,88.37,波动平稳,9.3,79.07,32.46,55.91,,,弱参考,样本少于200
波动变化树,10,,,10,volDown,波动降低,40,47.5,233MA乖离ATR <= 8.3596 AND ATR百分位 > 54.0732 AND 美元指数代理 > 112.2366 AND 中值乖离ATR <= -2.4335,波动降低:47.5% | 波动升高:32.5% | 波动平稳:20%,波动降低,47.5,波动升高,32.5,15,48.02,-0.52,,,弱参考,样本少于200；纯度低于50%；相对基准提升不足5%
波动变化树,10,,,11,volDown,波动降低,37,83.78,233MA乖离ATR <= 8.3596 AND ATR百分位 > 54.0732 AND 美元指数代理 <= 112.2366 AND 21日ATR率 > 9.6856,波动降低:83.8% | 波动升高:8.1% | 波动平稳:8.1%,波动降低,83.78,波动升高,8.11,75.67,48.02,35.76,,,弱参考,样本少于200
波动变化树,10,,,12,volDown,波动降低,35,45.71,233MA乖离ATR > 8.3596 AND MA位置百分位 <= 93.9447 AND 21日ATR百分位 > 44.0417,波动降低:45.7% | 波动升高:42.9% | 波动平稳:11.4%,波动降低,45.71,波动升高,42.86,2.85,48.02,-2.31,,,弱参考,样本少于200；纯度低于50%；第一名领先不足10%；相对基准提升不足5%
策略适配树,1,trendLong,趋势追多,1,fit,适合,2920,52.26,ALL,适合:52.3% | 不适合:47.7%,适合,52.26,不适合,47.74,4.52,52.26,0,52.26,47.74,弱参考,第一名领先不足10%；相对基准提升不足5%
策略适配树,1,trendShort,趋势做空,1,notFit,不适合,2920,52.26,ALL,不适合:52.3% | 适合:47.7%,不适合,52.26,适合,47.74,4.52,52.26,0,47.74,52.26,弱参考,第一名领先不足10%；相对基准提升不足5%
策略适配树,1,breakoutUp,向上突破,1,notFit,不适合,2920,87.84,ALL,不适合:87.8% | 适合:12.2%,不适合,87.84,适合,12.16,75.68,87.84,0,12.16,87.84,弱参考,相对基准提升不足5%
策略适配树,1,breakoutDown,向下突破,1,notFit,不适合,2920,88.15,ALL,不适合:88.2% | 适合:11.8%,不适合,88.15,适合,11.85,76.3,88.15,0,11.85,88.15,弱参考,相对基准提升不足5%
策略适配树,1,meanReversionLong,低吸均值回归,1,notFit,不适合,1797,97.72,中值乖离ATR > -0.3279,不适合:97.7% | 适合:2.3%,不适合,97.72,适合,2.28,95.44,79.97,17.75,2.28,97.72,强参考,样本、纯度、优势差距都达标
策略适配树,1,meanReversionLong,低吸均值回归,2,notFit,不适合,1123,51.56,中值乖离ATR <= -0.3279,不适合:51.6% | 适合:48.4%,不适合,51.56,适合,48.44,3.12,79.97,-28.41,48.44,51.56,弱参考,第一名领先不足10%；相对基准提升不足5%
策略适配树,1,meanReversionShort,高抛均值回归,1,notFit,不适合,1572,97.26,中值乖离率 <= 1.427,不适合:97.3% | 适合:2.7%,不适合,97.26,适合,2.74,94.52,78.42,18.84,2.74,97.26,强参考,样本、纯度、优势差距都达标
策略适配树,1,meanReversionShort,高抛均值回归,2,notFit,不适合,1348,56.45,中值乖离率 > 1.427,不适合:56.5% | 适合:43.5%,不适合,56.45,适合,43.55,12.9,78.42,-21.97,43.55,56.45,弱参考,相对基准提升不足5%
策略适配树,1,gridNeutral,震荡网格,1,fit,适合,2920,85.72,ALL,适合:85.7% | 不适合:14.3%,适合,85.72,不适合,14.28,71.44,85.72,0,85.72,14.28,弱参考,相对基准提升不足5%
策略适配树,1,waitDefense,防守等待,1,notFit,不适合,2920,51.58,ALL,不适合:51.6% | 适合:48.4%,不适合,51.58,适合,48.42,3.16,51.58,0,48.42,51.58,弱参考,第一名领先不足10%；相对基准提升不足5%
策略适配树,3,trendLong,趋势追多,1,fit,适合,2918,52.09,ALL,适合:52.1% | 不适合:47.9%,适合,52.09,不适合,47.91,4.18,52.09,0,52.09,47.91,弱参考,第一名领先不足10%；相对基准提升不足5%
策略适配树,3,trendShort,趋势做空,1,notFit,不适合,2918,52.09,ALL,不适合:52.1% | 适合:47.9%,不适合,52.09,适合,47.91,4.18,52.09,0,47.91,52.09,弱参考,第一名领先不足10%；相对基准提升不足5%
策略适配树,3,breakoutUp,向上突破,1,notFit,不适合,2246,70.44,中值位置百分位 <= 69.3837,不适合:70.4% | 适合:29.6%,不适合,70.44,适合,29.56,40.88,66.96,3.48,29.56,70.44,弱参考,相对基准提升不足5%
策略适配树,3,breakoutUp,向上突破,2,notFit,不适合,433,63.97,中值位置百分位 > 69.3837 AND 10年美债收益率 > 1.09 AND 3/8日ATR比 <= 1.3078 AND 13日涨跌 > 5.0625,不适合:64% | 适合:36%,不适合,63.97,适合,36.03,27.94,66.96,-2.99,36.03,63.97,弱参考,相对基准提升不足5%
策略适配树,3,breakoutUp,向上突破,3,fit,适合,78,55.13,中值位置百分位 > 69.3837 AND 10年美债收益率 > 1.09 AND 3/8日ATR比 <= 1.3078 AND 13日涨跌 <= 5.0625,适合:55.1% | 不适合:44.9%,适合,55.13,不适合,44.87,10.26,33.04,22.09,55.13,44.87,弱参考,样本少于200
