indicator,indicatorKey,bucket,bucketRange,horizon,occurrences,valueMin,valueMedian,valueMax,avgReturnPct,medianReturnPct,upRatePct,avgAbsReturnPct,avgMaxUpPct,avgMaxDownPct,avgExcursionPct,lastSeen
振幅/8日ATR百分位,volatilityMultiple8Percentile,偏高,70-90%,3,29,73.7712,78.7919,86.3936,-1.0655,-0.6073,37.93,2.7838,2.8592,-4.0478,6.907,2026-01-19
振幅/8日ATR百分位,volatilityMultiple8Percentile,极高,90-100%,3,15,87.8265,91.9284,97.2456,-1.8355,-2.4524,33.33,3.6507,2.2528,-5.0194,7.2722,2026-01-28
振幅/8日ATR百分位,volatilityMultiple8Percentile,极低,0-10%,5,15,1.4623,6.4863,12.6495,0.1644,0.4629,53.33,3.4562,4.1947,-3.6137,7.8085,2026-02-13
振幅/8日ATR百分位,volatilityMultiple8Percentile,偏低,10-30%,5,29,12.8238,20.0279,34.7458,-0.121,-0.2718,41.38,3.0582,3.8752,-4.3985,8.2737,2026-03-19
振幅/8日ATR百分位,volatilityMultiple8Percentile,中性,30-70%,5,56,34.876,56.5662,73.4123,0.354,0.4802,57.14,3.09,3.9763,-3.5707,7.547,2026-01-12
振幅/8日ATR百分位,volatilityMultiple8Percentile,偏高,70-90%,5,29,73.7712,78.7919,86.3936,-1.8172,-1.18,34.48,4.0542,3.521,-5.5845,9.1055,2026-01-19
振幅/8日ATR百分位,volatilityMultiple8Percentile,极高,90-100%,5,15,87.8265,91.9284,97.2456,-3.6194,-3.424,26.67,4.429,2.4617,-7.4088,9.8705,2026-01-28
振幅/8日ATR百分位,volatilityMultiple8Percentile,极低,0-10%,10,15,1.4623,6.4863,12.6495,1.5657,2.344,53.33,5.8488,6.102,-4.7696,10.8715,2026-02-13
振幅/8日ATR百分位,volatilityMultiple8Percentile,偏低,10-30%,10,29,12.8238,20.0279,34.7458,-1.5563,-1.2955,44.83,4.3078,4.7405,-6.1706,10.9112,2026-03-19
振幅/8日ATR百分位,volatilityMultiple8Percentile,中性,30-70%,10,52,34.876,57.8653,73.4123,0.0655,-0.0065,50,4.7613,5.5961,-4.9976,10.5938,2026-01-12
振幅/8日ATR百分位,volatilityMultiple8Percentile,偏高,70-90%,10,29,73.7712,78.7919,86.3936,-2.3624,0.7171,51.72,7.3677,5.1333,-8.4505,13.5838,2026-01-19
振幅/8日ATR百分位,volatilityMultiple8Percentile,极高,90-100%,10,14,87.8265,92.1526,97.2456,-4.6035,-2.8703,21.43,6.4342,2.9633,-11.0131,13.9764,2026-01-28
振幅率,rangePct,极低,0-10%,1,14,0.7224,1.2267,1.5566,-0.2467,-0.0293,50,1.1843,1.2141,-1.5506,2.7647,2026-01-24
振幅率,rangePct,偏低,10-30%,1,30,1.6612,2.0682,2.5709,0.1691,-0.2159,43.33,1.4944,1.4606,-1.3671,2.8276,2026-01-08
振幅率,rangePct,中性,30-70%,1,59,2.5886,3.1165,3.9563,0.059,0.3209,59.32,1.7137,1.6521,-1.6813,3.3334,2026-02-16
振幅率,rangePct,偏高,70-90%,1,30,4.1289,4.9509,6.0729,-0.4231,-1.2425,30,2.2948,2.0085,-2.3454,4.354,2026-04-13
振幅率,rangePct,极高,90-100%,1,15,6.0811,6.6554,13.717,-0.4995,-0.0269,46.67,1.9251,1.9983,-3.2709,5.2691,2026-02-05
振幅率,rangePct,极低,0-10%,3,14,0.7224,1.2267,1.5566,0.3417,0.4607,50,3.0126,2.9435,-2.6131,5.5566,2026-01-24
振幅率,rangePct,偏低,10-30%,3,29,1.6612,2.048,2.5709,0.4195,0.0025,51.72,2.6411,2.8966,-2.7311,5.6277,2026-01-08
振幅率,rangePct,中性,30-70%,3,58,2.5886,3.1008,3.9563,-0.4755,-0.4226,43.1,2.5924,2.6469,-3.1269,5.7738,2026-02-16
振幅率,rangePct,偏高,70-90%,3,30,4.1289,4.9509,6.0729,-0.2263,-0.8059,46.67,2.9065,3.4336,-3.8066,7.2402,2026-04-13
振幅率,rangePct,极高,90-100%,3,15,6.0811,6.6554,13.717,-2.2244,-1.6944,40,4.5983,3.1759,-6.3898,9.5657,2026-02-05
振幅率,rangePct,极低,0-10%,5,14,0.7224,1.2267,1.5566,-0.3578,0.4845,57.14,3.1125,3.3909,-3.5355,6.9264,2026-01-24
振幅率,rangePct,偏低,10-30%,5,28,1.6612,2.0225,2.5709,0.405,-0.2458,42.86,3.493,3.9429,-3.3424,7.2852,2026-01-08
振幅率,rangePct,中性,30-70%,5,57,2.6009,3.1165,3.9563,-0.6312,-0.275,45.61,3.2566,3.4289,-4.1807,7.6096,2026-02-16
振幅率,rangePct,偏高,70-90%,5,30,4.1289,4.9509,6.0729,-0.17,0.2697,53.33,3.4033,4.47,-4.576,9.046,2026-04-13
振幅率,rangePct,极高,90-100%,5,15,6.0811,6.6554,13.717,-3.5641,-3.0571,26.67,4.5651,3.3058,-9.0762,12.3819,2026-02-05
振幅率,rangePct,极低,0-10%,10,14,0.7224,1.2267,1.5566,-0.5877,-0.2242,50,5.6864,4.8388,-5.1738,10.0126,2026-01-24
振幅率,rangePct,偏低,10-30%,10,25,1.6612,2.048,2.5709,-0.0321,1.0093,60,5.7681,5.6915,-5.6089,11.3004,2026-01-08
振幅率,rangePct,中性,30-70%,10,55,2.6009,3.1165,3.9563,-1.6641,-1.0256,45.45,5.24,4.6484,-6.3406,10.989,2026-02-16
振幅率,rangePct,偏高,70-90%,10,30,4.1289,4.9509,6.0729,0.126,-0.7615,43.33,5.5985,6.0961,-6.198,12.2942,2026-04-13
振幅率,rangePct,极高,90-100%,10,15,6.0811,6.6554,13.717,-3.6284,-2.5642,33.33,5.6014,4.1188,-10.8191,14.9379,2026-02-05
中值乖离率,middleDeviationRate,极低,0-10%,1,15,-17.5842,-10.5034,-8.7694,-0.4717,0.7825,60,2.3497,2.1587,-3.6101,5.7688,2026-02-18
中值乖离率,middleDeviationRate,偏低,10-30%,1,29,-8.6244,-5.3199,-3.5773,0.0652,-0.0151,48.28,1.7574,1.7381,-1.7203,3.4584,2026-01-23
中值乖离率,middleDeviationRate,中性,30-70%,1,59,-3.479,0.0334,3.0377,-0.1377,-0.2595,45.76,1.7261,1.5825,-1.8136,3.3961,2026-05-13
中值乖离率,middleDeviationRate,偏高,70-90%,1,30,3.0433,4.603,5.2841,0.0718,0.1137,56.67,1.5781,1.6983,-1.396,3.0943,2026-01-04
中值乖离率,middleDeviationRate,极高,90-100%,1,15,5.2892,6.4261,9.2657,-0.2621,-0.4143,26.67,1.6563,1.4276,-1.8944,3.322,2026-04-21
中值乖离率,middleDeviationRate,极低,0-10%,3,15,-17.5842,-10.5034,-8.7694,-1.0429,0.1839,53.33,3.5013,3.0939,-6.2277,9.3216,2026-02-18
中值乖离率,middleDeviationRate,偏低,10-30%,3,27,-8.6244,-5.3199,-3.5773,-0.9872,-0.6073,44.44,3.3108,3.1832,-3.9224,7.1056,2026-01-23
中值乖离率,middleDeviationRate,中性,30-70%,3,59,-3.479,0.0334,3.0377,-0.0629,-0.7423,45.76,2.8502,2.8032,-3.1785,5.9817,2026-05-13
中值乖离率,middleDeviationRate,偏高,70-90%,3,30,3.0433,4.603,5.2841,0.4782,0.348,53.33,2.3873,3.2475,-2.2785,5.526,2026-01-04
中值乖离率,middleDeviationRate,极高,90-100%,3,15,5.2892,6.4261,9.2657,-1.2749,-1.6008,26.67,2.907,2.2806,-3.4659,5.7465,2026-04-21
中值乖离率,middleDeviationRate,极低,0-10%,5,15,-17.5842,-10.5034,-8.7694,-3.3861,-2.9211,40,4.3109,3.2121,-8.9652,12.1773,2026-02-18
中值乖离率,middleDeviationRate,偏低,10-30%,5,26,-8.6244,-5.3227,-3.5773,-1.3329,-0.7296,34.62,4.7122,4.2233,-5.5818,9.8052,2026-01-23
中值乖离率,middleDeviationRate,中性,30-70%,5,58,-3.479,0.0427,3.0377,0.1099,-0.2458,48.28,3.3042,3.7803,-3.8864,7.6667,2026-05-13
中值乖离率,middleDeviationRate,偏高,70-90%,5,30,3.0433,4.603,5.2841,0.262,0.4103,53.33,2.501,3.972,-2.8769,6.8489,2026-01-04
中值乖离率,middleDeviationRate,极高,90-100%,5,15,5.2892,6.4261,9.2657,-1.1327,-1.1304,46.67,2.915,2.707,-4.2321,6.9392,2026-04-21
中值乖离率,middleDeviationRate,极低,0-10%,10,15,-17.5842,-10.5034,-8.7694,-3.9634,-2.5642,26.67,4.8983,3.7152,-10.6838,14.3989,2026-02-18
中值乖离率,middleDeviationRate,偏低,10-30%,10,25,-8.6244,-5.3256,-3.5773,-2.3335,1.7238,52,9.8104,6.2165,-9.9635,16.18,2026-01-23
中值乖离率,middleDeviationRate,中性,30-70%,10,54,-3.479,0.3182,3.0377,-0.8516,-2.0674,42.59,5.183,5.2329,-5.6814,10.9143,2026-05-13
中值乖离率,middleDeviationRate,偏高,70-90%,10,30,3.0433,4.603,5.2841,0.6016,0.9979,56.67,3.684,5.4735,-3.8728,9.3463,2026-01-04
中值乖离率,middleDeviationRate,极高,90-100%,10,15,5.2892,6.4261,9.2657,-0.3649,0.1129,53.33,3.6567,3.4955,-5.1529,8.6484,2026-04-21
中值乖离ATR,middleDeviationAtr,极低,0-10%,1,15,-3.9298,-2.2785,-2.1579,-1.1359,-0.2123,46.67,2.3299,1.7456,-3.9992,5.7448,2026-02-15
中值乖离ATR,middleDeviationAtr,偏低,10-30%,1,29,-2.1036,-1.5219,-1.1856,0.295,0.1695,55.17,1.6776,1.7913,-1.5535,3.3448,2026-05-17
中值乖离ATR,middleDeviationAtr,中性,30-70%,1,59,-1.1629,0.008,0.891,0.0067,-0.2512,47.46,1.7654,1.7672,-1.7908,3.558,2026-05-07
中值乖离ATR,middleDeviationAtr,偏高,70-90%,1,30,0.8913,1.3029,1.6286,0.0513,0.0496,53.33,1.8159,1.736,-1.5611,3.2971,2026-04-15
中值乖离ATR,middleDeviationAtr,极高,90-100%,1,15,1.6758,1.8479,2.5386,-0.5692,-0.4143,26.67,1.2003,0.936,-1.5874,2.5234,2026-04-21
中值乖离ATR,middleDeviationAtr,极低,0-10%,3,14,-3.9298,-2.2811,-2.1579,-2.8957,-2.7751,42.86,5.226,2.5899,-8.5418,11.1317,2026-02-15
中值乖离ATR,middleDeviationAtr,偏低,10-30%,3,28,-2.1036,-1.5196,-1.1856,-0.1028,0.1692,53.57,2.3325,3.1854,-2.8678,6.0532,2026-05-17
中值乖离ATR,middleDeviationAtr,中性,30-70%,3,59,-1.1629,0.008,0.891,0.3489,0.1077,50.85,2.9301,3.2261,-3.0155,6.2416,2026-05-07
中值乖离ATR,middleDeviationAtr,偏高,70-90%,3,30,0.8913,1.3029,1.6286,-0.454,-0.1101,46.67,2.8462,2.9244,-2.9739,5.8983,2026-04-15
中值乖离ATR,middleDeviationAtr,极高,90-100%,3,15,1.6758,1.8479,2.5386,-0.9553,-1.6008,13.33,1.9041,1.7238,-2.6785,4.4023,2026-04-21
中值乖离ATR,middleDeviationAtr,极低,0-10%,5,14,-3.9298,-2.2811,-2.1579,-5.2831,-4.6201,35.71,6.2258,2.7165,-11.5919,14.3084,2026-02-15
中值乖离ATR,middleDeviationAtr,偏低,10-30%,5,27,-2.1036,-1.5174,-1.1856,-0.9158,-1.18,33.33,3.415,3.9704,-4.4587,8.4291,2026-05-17
中值乖离ATR,middleDeviationAtr,中性,30-70%,5,58,-1.1629,0.0137,0.891,0.6408,0.2884,51.72,3.3072,4.3717,-3.571,7.9427,2026-05-07
中值乖离ATR,middleDeviationAtr,偏高,70-90%,5,30,0.8913,1.3029,1.6286,-0.3765,0.5718,53.33,3.1311,3.5103,-3.7322,7.2425,2026-04-15
中值乖离ATR,middleDeviationAtr,极高,90-100%,5,15,1.6758,1.8479,2.5386,-1.0257,-0.3097,40,2.1639,2.1941,-3.5365,5.7306,2026-04-21
中值乖离ATR,middleDeviationAtr,极低,0-10%,10,14,-3.9298,-2.2811,-2.1579,-6.8391,-5.0542,21.43,7.7457,3.1043,-15.4785,18.5828,2026-02-15
中值乖离ATR,middleDeviationAtr,偏低,10-30%,10,25,-2.1036,-1.5174,-1.1856,-1.7322,-2.4485,48,7.9262,5.9184,-7.781,13.6994,2026-05-17
中值乖离ATR,middleDeviationAtr,中性,30-70%,10,55,-1.1629,0.0688,0.891,0.0902,-0.2598,49.09,5.0813,6.0035,-5.2058,11.2093,2026-05-07
中值乖离ATR,middleDeviationAtr,偏高,70-90%,10,30,0.8913,1.3029,1.6286,-0.4238,-0.0635,50,4.3585,4.7436,-4.8208,9.5644,2026-04-15
中值乖离ATR,middleDeviationAtr,极高,90-100%,10,15,1.6758,1.8479,2.5386,-0.2928,0.2135,53.33,3.1445,3.0959,-4.4965,7.5924,2026-04-21
中值位置百分位,middlePositionPct,极低,0-10%,1,15,0,10.4068,20.0999,-1.0695,0.4497,53.33,2.2351,1.6821,-3.7866,5.4687,2026-02-16
中值位置百分位,middlePositionPct,偏低,10-30%,1,29,20.2265,27.2927,31.5002,-0.1091,-0.2123,44.83,1.8152,1.7129,-2.0124,3.7252,2026-04-01
中值位置百分位,middlePositionPct,中性,30-70%,1,59,31.5273,44.7226,56.4021,0.1414,-0.0269,49.15,1.7482,1.8119,-1.6501,3.462,2026-01-17
中值位置百分位,middlePositionPct,偏高,70-90%,1,30,56.4973,61.8442,65.7817,-0.072,0.0496,53.33,1.7049,1.6475,-1.4835,3.131,2026-05-09
中值位置百分位,middlePositionPct,极高,90-100%,1,15,65.902,67.8927,76.8897,-0.1377,-0.4139,33.33,1.3189,1.1524,-1.6215,2.7738,2026-04-21
中值位置百分位,middlePositionPct,极低,0-10%,3,14,0,10.2149,20.0999,-3.6344,-4.1729,35.71,5.5235,2.5142,-8.9409,11.4552,2026-02-16
中值位置百分位,middlePositionPct,偏低,10-30%,3,28,20.2265,27.541,31.5002,-0.4981,-0.7317,46.43,2.3628,2.7639,-3.2458,6.0097,2026-04-01
中值位置百分位,middlePositionPct,中性,30-70%,3,59,31.5273,44.7226,56.4021,0.5336,0.3488,52.54,2.8946,3.3691,-2.8927,6.2618,2026-01-17
中值位置百分位,middlePositionPct,偏高,70-90%,3,30,56.4973,61.8442,65.7817,-0.4738,-0.1101,46.67,2.7154,2.7943,-2.795,5.5893,2026-05-09
中值位置百分位,middlePositionPct,极高,90-100%,3,15,65.902,67.8927,76.8897,-0.2149,-1.2159,26.67,1.9711,2.2788,-2.4413,4.7201,2026-04-21
中值位置百分位,middlePositionPct,极低,0-10%,5,14,0,10.2149,20.0999,-7.0216,-7.6249,21.43,7.6828,2.65,-12.9772,15.6272,2026-02-16
中值位置百分位,middlePositionPct,偏低,10-30%,5,27,20.2265,27.2927,31.5002,-1.1562,-1.2663,33.33,2.7124,3.3247,-4.5514,7.8761,2026-04-01
中值位置百分位,middlePositionPct,中性,30-70%,5,58,31.5273,45.0635,56.4021,1.011,0.4307,53.45,3.4166,4.6036,-3.4113,8.0149,2026-01-17
中值位置百分位,middlePositionPct,偏高,70-90%,5,30,56.4973,61.8442,65.7817,-0.5373,0.0152,50,3.05,3.3936,-3.5744,6.968,2026-05-09
中值位置百分位,middlePositionPct,极高,90-100%,5,15,65.902,67.8927,76.8897,-0.0801,0.5061,53.33,1.808,2.7551,-3.01,5.7651,2026-04-21
中值位置百分位,middlePositionPct,极低,0-10%,10,14,0,10.2149,20.0999,-10.9546,-14.5267,14.29,11.7427,2.799,-19.4071,22.2061,2026-02-16
中值位置百分位,middlePositionPct,偏低,10-30%,10,25,20.2265,27.0601,31.5002,-2.3092,-2.4517,40,6.7137,4.9479,-8.0479,12.9959,2026-04-01
中值位置百分位,middlePositionPct,中性,30-70%,10,55,31.5273,46.311,56.4021,1.1197,0.1126,52.73,4.6475,6.3176,-4.3065,10.6241,2026-01-17
中值位置百分位,middlePositionPct,偏高,70-90%,10,30,56.4973,61.8442,65.7817,-0.2497,0.3733,50,4.5292,4.8971,-4.7669,9.664,2026-05-09
中值位置百分位,middlePositionPct,极高,90-100%,10,15,65.902,67.8927,76.8897,0.3866,0.2135,60,2.684,3.5395,-3.7903,7.3298,2026-04-21
ATR百分位,atrPercentile,极低,0-10%,1,15,7.0683,10.9442,12.8217,-0.3859,-0.594,33.33,1.5716,1.224,-1.5493,2.7733,2026-01-12
ATR百分位,atrPercentile,偏低,10-30%,1,29,12.8462,15,18.4211,-0.0883,0.2135,55.17,1.1514,1.1286,-1.3719,2.5005,2026-01-08
ATR百分位,atrPercentile,中性,30-70%,1,59,18.4434,48.8137,75.991,-0.1004,-0.0151,49.15,1.8403,1.7325,-1.866,3.5985,2026-03-14
ATR百分位,atrPercentile,偏高,70-90%,1,30,78.5009,87.987,91.0304,0.0969,-0.2038,46.67,2.3189,2.0867,-2.1979,4.2846,2026-02-19
ATR百分位,atrPercentile,极高,90-100%,1,15,92.7705,98.0019,99.4874,-0.2479,-0.2123,46.67,1.6755,2.174,-2.8189,4.9929,2026-02-05
ATR百分位,atrPercentile,极低,0-10%,3,15,7.0683,10.9442,12.8217,-1.7097,-1.4568,20,2.1909,1.6019,-3.3583,4.9602,2026-01-12
ATR百分位,atrPercentile,偏低,10-30%,3,28,12.8462,14.9788,18.4211,-0.4793,-0.8904,39.29,2.3131,2.0588,-2.5156,4.5744,2026-01-08
ATR百分位,atrPercentile,中性,30-70%,3,58,18.4434,48.8624,75.991,-0.2122,-0.4225,46.55,3.16,3.0462,-3.344,6.3903,2026-03-14
ATR百分位,atrPercentile,偏高,70-90%,3,30,78.5009,87.987,91.0304,0.3766,0.9123,63.33,3.3562,4.166,-4.2169,8.3829,2026-02-19
ATR百分位,atrPercentile,极高,90-100%,3,15,92.7705,98.0019,99.4874,-0.714,-0.8562,46.67,2.9134,3.0693,-4.3947,7.464,2026-02-05
ATR百分位,atrPercentile,极低,0-10%,5,14,7.0683,10.6261,12.8217,-2.7729,-2.955,21.43,3.1913,1.7149,-4.5169,6.2318,2026-01-12
ATR百分位,atrPercentile,偏低,10-30%,5,27,12.8462,15,18.4211,-1.2636,-1.2485,33.33,3.3004,2.7037,-3.7594,6.4631,2026-01-08
ATR百分位,atrPercentile,中性,30-70%,5,58,18.4434,48.8624,75.991,-0.347,0.7466,55.17,3.945,3.8768,-4.3843,8.2611,2026-03-14
ATR百分位,atrPercentile,偏高,70-90%,5,30,78.5009,87.987,91.0304,0.8442,0.3516,53.33,3.3548,5.5311,-5.1436,10.6747,2026-02-19
ATR百分位,atrPercentile,极高,90-100%,5,15,92.7705,98.0019,99.4874,-1.3644,-1.4369,40,2.2892,3.2809,-5.4314,8.7123,2026-02-05
ATR百分位,atrPercentile,极低,0-10%,10,11,7.0683,10.9442,12.8217,-5.7396,-4.9531,0,5.7396,1.618,-7.4155,9.0335,2026-01-12
ATR百分位,atrPercentile,偏低,10-30%,10,25,12.8462,15.3748,18.4211,-4.4034,-2.914,28,5.5457,3.4497,-7.0065,10.4562,2026-01-08
ATR百分位,atrPercentile,中性,30-70%,10,58,18.4434,48.8624,75.991,0.2192,3.1939,63.79,6.6539,5.5872,-6.4144,12.0016,2026-03-14
ATR百分位,atrPercentile,偏高,70-90%,10,30,78.5009,87.987,91.0304,1.4787,0.7516,60,4.2847,7.5872,-5.7564,13.3436,2026-02-19
ATR百分位,atrPercentile,极高,90-100%,10,15,92.7705,98.0019,99.4874,-2.3366,-2.4517,20,3.1828,3.6429,-7.2103,10.8532,2026-02-05
ATR率,atrPct,极低,0-10%,1,15,2.3848,2.5143,2.5728,-0.256,-0.594,40,1.667,1.2324,-1.5824,2.8148,2026-01-11
ATR率,atrPct,偏低,10-30%,1,29,2.5819,2.6589,2.761,-0.2518,-0.0148,48.28,1.0695,1.0598,-1.3817,2.4415,2026-01-08
ATR率,atrPct,中性,30-70%,1,59,2.7632,3.4919,4.2597,-0.1106,-0.0151,49.15,1.8288,1.7014,-1.8861,3.5875,2026-03-29
ATR率,atrPct,偏高,70-90%,1,30,4.2604,4.657,4.8916,0.2099,0.0555,50,2.3729,2.2101,-2.1324,4.3425,2026-02-19
ATR率,atrPct,极高,90-100%,1,15,4.9423,5.6354,6.0212,-0.2479,-0.2123,46.67,1.6755,2.174,-2.8189,4.9929,2026-02-05
ATR率,atrPct,极低,0-10%,3,15,2.3848,2.5143,2.5728,-0.8318,-1.1439,26.67,2.7344,2.2239,-3.1772,5.4011,2026-01-11
ATR率,atrPct,偏低,10-30%,3,28,2.5819,2.6554,2.761,-0.9937,-1.2913,35.71,2.0661,1.6091,-2.7223,4.3314,2026-01-08
ATR率,atrPct,中性,30-70%,3,58,2.7645,3.4928,4.2597,-0.4387,-0.4225,46.55,3.3865,3.0028,-3.5412,6.544,2026-03-29
ATR率,atrPct,偏高,70-90%,3,30,4.2604,4.657,4.8916,0.8557,0.9123,63.33,2.8771,4.3587,-3.7335,8.0921,2026-02-19
ATR率,atrPct,极高,90-100%,3,15,4.9423,5.6354,6.0212,-0.714,-0.8562,46.67,2.9134,3.0693,-4.3947,7.464,2026-02-05
ATR率,atrPct,极低,0-10%,5,14,2.3848,2.5116,2.5728,-1.9477,-2.8089,28.57,3.5274,2.4475,-4.0604,6.5079,2026-01-11
ATR率,atrPct,偏低,10-30%,5,27,2.5819,2.6589,2.761,-1.8944,-1.6456,25.93,3.2833,2.2502,-4.1594,6.4096,2026-01-08
ATR率,atrPct,中性,30-70%,5,58,2.7645,3.4928,4.2597,-0.4254,0.7466,56.9,4.0447,3.8114,-4.6565,8.4679,2026-03-29
ATR率,atrPct,偏高,70-90%,5,30,4.2604,4.657,4.8916,1.1783,0.3516,53.33,3.0206,5.7237,-4.4703,10.194,2026-02-19
ATR率,atrPct,极高,90-100%,5,15,4.9423,5.6354,6.0212,-1.3644,-1.4369,40,2.2892,3.2809,-5.4314,8.7123,2026-02-05
ATR率,atrPct,极低,0-10%,10,12,2.3848,2.5255,2.5728,-5.1788,-4.9036,0,5.1788,2.6231,-6.9489,9.5721,2026-01-11
ATR率,atrPct,偏低,10-30%,10,24,2.5819,2.6618,2.761,-5.2134,-3.9043,25,6.273,2.9406,-7.8416,10.7822,2026-01-08
ATR率,atrPct,中性,30-70%,10,58,2.7645,3.4928,4.2597,0.2212,3.1939,65.52,6.7059,5.5219,-6.4717,11.9936,2026-03-29
ATR率,atrPct,偏高,70-90%,10,30,4.2604,4.657,4.8916,1.943,0.7516,60,3.8203,7.7798,-5.1506,12.9304,2026-02-19
ATR率,atrPct,极高,90-100%,10,15,4.9423,5.6354,6.0212,-2.3366,-2.4517,20,3.1828,3.6429,-7.2103,10.8532,2026-02-05
MA位置百分位,maPositionPct,极低,0-10%,1,15,0,0,0.5523,-0.8856,-0.9228,46.67,2.618,1.6212,-3.9128,5.534,2026-02-16
MA位置百分位,maPositionPct,偏低,10-30%,1,30,0.9025,3.9815,6.0115,0.0218,0.107,50,1.5112,1.7873,-1.8021,3.5894,2026-02-28
MA位置百分位,maPositionPct,中性,30-70%,1,59,6.036,13.3212,23.5661,0.0689,-0.0151,47.46,2.0686,2.0072,-1.8517,3.8589,2026-04-15
MA位置百分位,maPositionPct,偏高,70-90%,1,29,24.6177,29.5045,32.5598,-0.0227,-0.1761,48.28,1.1558,1.2332,-1.3344,2.5675,2026-04-21
MA位置百分位,maPositionPct,极高,90-100%,1,15,32.6421,35.0095,38.25,-0.3911,-0.2512,46.67,1.3379,1.0929,-1.376,2.4689,2026-05-13
MA位置百分位,maPositionPct,极低,0-10%,3,15,0,0,0.5523,-1.4522,-0.4311,46.67,3.6093,2.9747,-6.6325,9.6071,2026-02-16
MA位置百分位,maPositionPct,偏低,10-30%,3,30,0.9025,3.9815,6.0115,-0.4106,-0.6786,46.67,3.9357,3.264,-4.0013,7.2653,2026-02-28
MA位置百分位,maPositionPct,中性,30-70%,3,59,6.036,13.3212,23.5661,-0.1541,0.1544,50.85,2.7813,3.3283,-3.2092,6.5375,2026-04-15
MA位置百分位,maPositionPct,偏高,70-90%,3,27,24.6177,29.9461,32.5598,0.5339,0.3488,51.85,2.2214,2.4534,-2.2051,4.6585,2026-04-21
MA位置百分位,maPositionPct,极高,90-100%,3,15,32.6421,35.0095,38.25,-1.4674,-1.4372,13.33,1.934,1.6151,-2.5859,4.201,2026-05-13
MA位置百分位,maPositionPct,极低,0-10%,5,15,0,0,0.5523,-5.4256,-6.1831,20,6.4406,3.2974,-10.226,13.5234,2026-02-16
MA位置百分位,maPositionPct,偏低,10-30%,5,30,0.9025,3.9815,6.0115,-0.0299,0.0943,50,3.8658,4.2958,-5.073,9.3688,2026-02-28
MA位置百分位,maPositionPct,中性,30-70%,5,59,6.036,13.3212,23.5661,0.0601,0.2029,50.85,3.2529,4.2111,-3.9386,8.1497,2026-04-15
MA位置百分位,maPositionPct,偏高,70-90%,5,25,24.6177,29.5045,32.5598,0.7495,0.6993,60,2.4275,3.3583,-2.7052,6.0635,2026-04-21
MA位置百分位,maPositionPct,极高,90-100%,5,15,32.6421,35.0095,38.25,-1.8805,-1.6456,20,2.1592,1.7508,-3.2812,5.032,2026-05-13
MA位置百分位,maPositionPct,极低,0-10%,10,15,0,0,0.5523,-7.13,-5.8673,33.33,10.8162,4.8582,-16.3453,21.2034,2026-02-16
MA位置百分位,maPositionPct,偏低,10-30%,10,30,0.9025,3.9815,6.0115,-2.5822,-0.4371,46.67,5.9181,5.1074,-8.0637,13.1711,2026-02-28
MA位置百分位,maPositionPct,中性,30-70%,10,59,6.036,13.3212,23.5661,0.8219,0.1126,50.85,5.1983,6.0765,-4.8754,10.9519,2026-04-15
MA位置百分位,maPositionPct,偏高,70-90%,10,21,24.6177,29.2456,32.5598,1.6414,2.344,71.43,3.0778,4.7666,-2.9542,7.7208,2026-04-21
MA位置百分位,maPositionPct,极高,90-100%,10,14,32.6421,35.0821,38.25,-3.553,-4.2225,7.14,3.7765,1.8322,-5.2029,7.035,2026-05-13
