date,state,confidence,horizon,atrPct,atrPercentile,volatilityMultiple,volatilityMultiplePercentile,remainingMomentumPct,remainingMomentumAtr,atrChangePct,atrDirection,futureVolatilityMultiple,futureRemainingMomentumAtr,futureRemainingMomentumPositive,multipleChange
2026-01-12,波动启动,0.2943,5,2.5659,12.82,1.0785,66.21,0.2014,0.0785,-7.0603,down,0.3029,-0.6971,0,-0.7756
2026-01-12,波动启动,0.2943,10,2.5659,12.82,1.0785,66.21,0.2014,0.0785,9.2274,up,0.6179,-0.3821,0,-0.4606
2026-01-13,波动启动,0.6738,1,2.6461,15,1.6351,90.43,1.6806,0.6351,-3.2625,down,1.0179,0.0179,1,-0.6173
2026-01-13,波动启动,0.6738,3,2.6461,15,1.6351,90.43,1.6806,0.6351,-4.0712,down,0.479,-0.521,0,-1.1561
2026-01-13,波动启动,0.6738,5,2.6461,15,1.6351,90.43,1.6806,0.6351,-5.4733,down,1.5468,0.5468,1,-0.0883
2026-01-13,波动启动,0.6738,10,2.6461,15,1.6351,90.43,1.6806,0.6351,3.7538,up,0.8397,-0.1603,0,-0.7955
2026-01-14,波动启动,0.2243,1,2.5598,12.51,1.0179,61.8,0.0457,0.0179,0.8647,up,1.1095,0.1095,1,0.0917
2026-01-14,波动启动,0.2243,3,2.5598,12.51,1.0179,61.8,0.0457,0.0179,-6.8383,down,0.3029,-0.6971,0,-0.7149
2026-01-14,波动启动,0.2243,5,2.5598,12.51,1.0179,61.8,0.0457,0.0179,3.4223,up,1.446,0.446,1,0.4281
2026-01-14,波动启动,0.2243,10,2.5598,12.51,1.0179,61.8,0.0457,0.0179,4.4538,up,0.5822,-0.4178,0,-0.4357
2026-01-15,波动启动,0.3317,1,2.5819,13.17,1.1095,68.68,0.2828,0.1095,-1.6862,down,0.479,-0.521,0,-0.6306
2026-01-15,波动启动,0.3317,3,2.5819,13.17,1.1095,68.68,0.2828,0.1095,-3.1232,down,1.5468,0.5468,1,0.4373
2026-01-15,波动启动,0.3317,5,2.5819,13.17,1.1095,68.68,0.2828,0.1095,7.4908,up,1.2744,0.2744,1,0.1649
2026-01-15,波动启动,0.3317,10,2.5819,13.17,1.1095,68.68,0.2828,0.1095,5.9125,up,1.1706,0.1706,1,0.061
2026-01-16,波动压缩,0.6866,1,2.5384,11.92,0.479,10.02,-1.3225,-0.521,-6.0529,down,0.3029,-0.6971,0,-0.1761
2026-01-16,波动压缩,0.6866,3,2.5384,11.92,0.479,10.02,-1.3225,-0.521,4.2942,up,1.446,0.446,1,0.967
2026-01-16,波动压缩,0.6866,5,2.5384,11.92,0.479,10.02,-1.3225,-0.521,12.0534,up,1.2579,0.2579,1,0.7789
2026-01-16,波动压缩,0.6866,10,2.5384,11.92,0.479,10.02,-1.3225,-0.521,7.4087,up,0.8398,-0.1602,0,0.3608
2026-01-17,波动压缩,0.8794,1,2.3848,7.07,0.3029,1.38,-1.6624,-0.6971,4.887,up,1.5468,0.5468,1,1.2439
2026-01-17,波动压缩,0.8794,3,2.3848,7.07,0.3029,1.38,-1.6624,-0.6971,16.3785,up,1.2744,0.2744,1,0.9715
2026-01-17,波动压缩,0.8794,5,2.3848,7.07,0.3029,1.38,-1.6624,-0.6971,17.5251,up,0.6179,-0.3821,0,0.315
2026-01-17,波动压缩,0.8794,10,2.3848,7.07,0.3029,1.38,-1.6624,-0.6971,16.6766,up,1.3186,0.3186,1,1.0157
2026-01-18,波动启动,0.6801,1,2.5013,10.95,1.5468,88.1,1.3678,0.5468,5.8412,up,1.446,0.446,1,-0.1009
2026-01-18,波动启动,0.6801,3,2.5013,10.95,1.5468,88.1,1.3678,0.5468,13.7155,up,1.2579,0.2579,1,-0.2889
2026-01-18,波动启动,0.6801,5,2.5013,10.95,1.5468,88.1,1.3678,0.5468,9.7614,up,0.8397,-0.1603,0,-0.7072
2026-01-18,波动启动,0.6801,10,2.5013,10.95,1.5468,88.1,1.3678,0.5468,21.6258,up,2.3033,1.3033,1,0.7565
2026-01-19,波动启动,0.5752,1,2.6474,15.58,1.446,84.9,1.1807,0.446,4.8326,up,1.2744,0.2744,1,-0.1715
2026-01-19,波动启动,0.5752,3,2.6474,15.58,1.446,84.9,1.1807,0.446,5.8654,up,0.6179,-0.3821,0,-0.8281
2026-01-19,波动启动,0.5752,5,2.6474,15.58,1.446,84.9,1.1807,0.446,0.9974,up,0.5822,-0.4178,0,-0.8638
2026-01-19,波动启动,0.5752,10,2.6474,15.58,1.446,84.9,1.1807,0.446,27.2728,up,1.6339,0.6339,1,0.1879
2026-01-20,波动启动,0.4242,1,2.7753,19.82,1.2744,78.67,0.7617,0.2744,2.4869,up,1.2579,0.2579,1,-0.0165
2026-01-20,波动启动,0.4242,3,2.7753,19.82,1.2744,78.67,0.7617,0.2744,-1.0768,down,0.8397,-0.1603,0,-0.4348
2026-01-20,波动启动,0.4242,5,2.7753,19.82,1.2744,78.67,0.7617,0.2744,-1.4683,down,1.1706,0.1706,1,-0.1039
2026-01-20,波动启动,0.4242,10,2.7753,19.82,1.2744,78.67,0.7617,0.2744,27.3978,up,1.3059,0.3059,1,0.0315
2026-01-21,波动启动,0.3743,1,2.8444,22.92,1.2579,77.74,0.7336,0.2579,-1.4653,down,0.6179,-0.3821,0,-0.64
2026-01-21,波动启动,0.3743,3,2.8444,22.92,1.2579,77.74,0.7336,0.2579,-5.9962,down,0.5822,-0.4178,0,-0.6758
2026-01-21,波动启动,0.3743,5,2.8444,22.92,1.2579,77.74,0.7336,0.2579,-4.145,down,0.8398,-0.1602,0,-0.4181
2026-01-21,波动启动,0.3743,10,2.8444,22.92,1.2579,77.74,0.7336,0.2579,37.8704,up,2.0483,1.0483,1,0.7903
2026-01-22,波动压缩,0.3916,1,2.8027,21.1,0.6179,21.48,-1.0709,-0.3821,-2.0418,down,0.8397,-0.1603,0,0.2218
2026-01-22,波动压缩,0.3916,3,2.8027,21.1,0.6179,21.48,-1.0709,-0.3821,-2.4296,down,1.1706,0.1706,1,0.5527
2026-01-22,波动压缩,0.3916,5,2.8027,21.1,0.6179,21.48,-1.0709,-0.3821,-0.722,down,1.3186,0.3186,1,0.7007
2026-01-22,波动压缩,0.3916,10,2.8027,21.1,0.6179,21.48,-1.0709,-0.3821,51.7379,up,1.4407,0.4407,1,0.8229
2026-01-23,波动压缩,0.1051,1,2.7455,18.44,0.8397,44.2,-0.4402,-0.1603,-2.6097,down,0.5822,-0.4178,0,-0.2575
2026-01-23,波动压缩,0.1051,3,2.7455,18.44,0.8397,44.2,-0.4402,-0.1603,-0.6919,down,0.8398,-0.1602,0,0.0002
2026-01-23,波动压缩,0.1051,5,2.7455,18.44,0.8397,44.2,-0.4402,-0.1603,10.8093,up,2.3033,1.3033,1,1.4637
2026-01-23,波动压缩,0.1051,10,2.7455,18.44,0.8397,44.2,-0.4402,-0.1603,48.9405,up,0.6921,-0.3079,0,-0.1475
2026-01-24,波动压缩,0.5126,1,2.6738,16.26,0.5822,17.86,-1.1172,-0.4178,2.2732,up,1.1706,0.1706,1,0.5884
2026-01-24,波动压缩,0.5126,3,2.6738,16.26,0.5822,17.86,-1.1172,-0.4178,4.0632,up,1.3186,0.3186,1,0.7365
2026-01-24,波动压缩,0.5126,5,2.6738,16.26,0.5822,17.86,-1.1172,-0.4178,26.0159,up,1.6339,0.6339,1,1.0517
2026-01-24,波动压缩,0.5126,10,2.6738,16.26,0.5822,17.86,-1.1172,-0.4178,61.0556,up,1.5455,0.5455,1,0.9633
2026-01-25,波动启动,0.3458,1,2.7346,18.13,1.1706,72.83,0.4664,0.1706,-0.2973,down,0.8398,-0.1602,0,-0.3307
2026-01-25,波动启动,0.3458,3,2.7346,18.13,1.1706,72.83,0.4664,0.1706,11.2496,up,2.3033,1.3033,1,1.1328
2026-01-25,波动启动,0.3458,5,2.7346,18.13,1.1706,72.83,0.4664,0.1706,29.2963,up,1.3059,0.3059,1,0.1354
2026-01-25,波动启动,0.3458,10,2.7346,18.13,1.1706,72.83,0.4664,0.1706,80.7335,up,2.0618,1.0618,1,0.8912
2026-01-26,波动压缩,0.1117,1,2.7265,17.92,0.8398,44.26,-0.4367,-0.1602,2.0535,up,1.3186,0.3186,1,0.4788
2026-01-26,波动压缩,0.1117,3,2.7265,17.92,0.8398,44.26,-0.4367,-0.1602,23.5823,up,1.6339,0.6339,1,0.7941
2026-01-26,波动压缩,0.1117,5,2.7265,17.92,0.8398,44.26,-0.4367,-0.1602,43.8324,up,2.0483,1.0483,1,1.2085
2026-01-26,波动压缩,0.1117,10,2.7265,17.92,0.8398,44.26,-0.4367,-0.1602,120.8429,up,2.2781,1.2781,1,1.4383
2026-01-27,波动启动,0.4531,1,2.7825,20.54,1.3186,80.87,0.8865,0.3186,9.3361,up,2.3033,1.3033,1,0.9847
2026-01-27,波动启动,0.4531,3,2.7825,20.54,1.3186,80.87,0.8865,0.3186,27.0724,up,1.3059,0.3059,1,-0.0127
2026-01-27,波动启动,0.4531,5,2.7825,20.54,1.3186,80.87,0.8865,0.3186,52.8414,up,1.4407,0.4407,1,0.1221
2026-01-27,波动启动,0.4531,10,2.7825,20.54,1.3186,80.87,0.8865,0.3186,114.028,up,1.0723,0.0723,1,-0.2463
2026-01-28,波动启动,0.6174,1,3.0422,30.56,2.3033,97.42,3.965,1.3033,10.7554,up,1.6339,0.6339,1,-0.6694
2026-01-28,波动启动,0.6174,3,3.0422,30.56,2.3033,97.42,3.965,1.3033,28.9037,up,2.0483,1.0483,1,-0.255
2026-01-28,波动启动,0.6174,5,3.0422,30.56,2.3033,97.42,3.965,1.3033,34.4116,up,0.6921,-0.3079,0,-1.6112
2026-01-28,波动启动,0.6174,10,3.0422,30.56,2.3033,97.42,3.965,1.3033,90.619,up,0.7536,-0.2464,0,-1.5497
2026-01-29,波动启动,0.3228,1,3.3694,46.39,1.6339,90.29,2.1359,0.6339,4.9356,up,1.3059,0.3059,1,-0.328
2026-01-29,波动启动,0.3228,3,3.3694,46.39,1.6339,90.29,2.1359,0.6339,26.2155,up,1.4407,0.4407,1,-0.1932
2026-01-29,波动启动,0.3228,5,3.3694,46.39,1.6339,90.29,2.1359,0.6339,27.8058,up,1.5455,0.5455,1,-0.0884
2026-01-29,波动启动,0.3228,10,3.3694,46.39,1.6339,90.29,2.1359,0.6339,67.2508,up,1.0042,0.0042,1,-0.6297
2026-01-30,波动启动,0.0755,1,3.5357,53.47,1.3059,80.18,1.0817,0.3059,10.9118,up,2.0483,1.0483,1,0.7423
2026-01-30,波动启动,0.0755,3,3.5357,53.47,1.3059,80.18,1.0817,0.3059,15.6509,up,0.6921,-0.3079,0,-0.6138
2026-01-30,波动启动,0.0755,5,3.5357,53.47,1.3059,80.18,1.0817,0.3059,39.7824,up,2.0618,1.0618,1,0.7559
2026-01-30,波动启动,0.0755,10,3.5357,53.47,1.3059,80.18,1.0817,0.3059,60.8647,up,0.8171,-0.1829,0,-0.4888
2026-01-31,高波动扩张,0.4823,1,3.9215,67.93,2.0483,95.83,4.1108,1.0483,8.4457,up,1.4407,0.4407,1,-0.6075
2026-01-31,高波动扩张,0.4823,3,3.9215,67.93,2.0483,95.83,4.1108,1.0483,9.8121,up,1.5455,0.5455,1,-0.5028
2026-01-31,高波动扩张,0.4823,5,3.9215,67.93,2.0483,95.83,4.1108,1.0483,53.5419,up,2.2781,1.2781,1,0.2298
2026-01-31,高波动扩张,0.4823,10,3.9215,67.93,2.0483,95.83,4.1108,1.0483,46.3485,up,1.066,0.066,1,-0.9823
2026-02-01,高波动扩张,0.4735,1,4.2527,78.53,1.4407,84.61,1.8744,0.4407,-3.8478,down,0.6921,-0.3079,0,-0.7486
2026-02-01,高波动扩张,0.4735,3,4.2527,78.53,1.4407,84.61,1.8744,0.4407,16.2152,up,2.0618,1.0618,1,0.621
2026-02-01,高波动扩张,0.4735,5,4.2527,78.53,1.4407,84.61,1.8744,0.4407,40.0327,up,1.0723,0.0723,1,-0.3684
2026-02-01,高波动扩张,0.4735,10,4.2527,78.53,1.4407,84.61,1.8744,0.4407,36.9659,up,0.6595,-0.3405,0,-0.7813
2026-02-02,高波动冷却,0.2203,1,4.0891,74.25,0.6921,28.83,-1.2589,-0.3079,5.3122,up,1.5455,0.5455,1,0.8534
2026-02-02,高波动冷却,0.2203,3,4.0891,74.25,0.6921,28.83,-1.2589,-0.3079,47.25,up,2.2781,1.2781,1,1.586
2026-02-02,高波动冷却,0.2203,5,4.0891,74.25,0.6921,28.83,-1.2589,-0.3079,41.8173,up,0.7536,-0.2464,0,0.0615
2026-02-02,高波动冷却,0.2203,10,4.0891,74.25,0.6921,28.83,-1.2589,-0.3079,41.9945,up,1.078,0.078,1,0.3858
2026-02-03,高波动扩张,0.5452,1,4.3063,80.25,1.5455,87.91,2.3491,0.5455,14.7691,up,2.0618,1.0618,1,0.5163
2026-02-03,高波动扩张,0.5452,3,4.3063,80.25,1.5455,87.91,2.3491,0.5455,38.2903,up,1.0723,0.0723,1,-0.4732
2026-02-03,高波动扩张,0.5452,5,4.3063,80.25,1.5455,87.91,2.3491,0.5455,30.8633,up,1.0042,0.0042,1,-0.5413
2026-02-03,高波动扩张,0.5452,10,4.3063,80.25,1.5455,87.91,2.3491,0.5455,27.3479,up,0.5474,-0.4526,0,-0.9981
2026-02-04,高波动扩张,0.8374,1,4.9423,92.77,2.0618,95.85,5.2477,1.0618,21.8293,up,2.2781,1.2781,1,0.2163
2026-02-04,高波动扩张,0.8374,3,4.9423,92.77,2.0618,95.85,5.2477,1.0618,17.3345,up,0.7536,-0.2464,0,-1.3082
2026-02-04,高波动扩张,0.8374,5,4.9423,92.77,2.0618,95.85,5.2477,1.0618,15.0822,up,0.8171,-0.1829,0,-1.2447
2026-02-04,高波动扩张,0.8374,10,4.9423,92.77,2.0618,95.85,5.2477,1.0618,5.9875,up,0.6042,-0.3958,0,-1.4575
2026-02-05,高波动扩张,0.9534,1,6.0212,99.49,2.2781,97.25,7.6958,1.2781,-1.0957,down,1.0723,0.0723,1,-1.2058
2026-02-05,高波动扩张,0.9534,3,6.0212,99.49,2.2781,97.25,7.6958,1.2781,-6.4075,down,1.0042,0.0042,1,-1.2739
2026-02-05,高波动扩张,0.9534,5,6.0212,99.49,2.2781,97.25,7.6958,1.2781,-4.685,down,1.066,0.066,1,-1.2121
2026-02-05,高波动扩张,0.9534,10,6.0212,99.49,2.2781,97.25,7.6958,1.2781,-13.509,down,0.7928,-0.2072,0,-1.4853
2026-02-06,高波动扩张,0.4892,1,5.9552,99.3,1.0723,64.94,0.4308,0.0723,-2.6224,down,0.7536,-0.2464,0,-0.3188
2026-02-06,高波动扩张,0.4892,3,5.9552,99.3,1.0723,64.94,0.4308,0.0723,-4.4917,down,0.8171,-0.1829,0,-0.2552
2026-02-06,高波动扩张,0.4892,5,5.9552,99.3,1.0723,64.94,0.4308,0.0723,-2.1901,down,0.6595,-0.3405,0,-0.4129
2026-02-06,高波动扩张,0.4892,10,5.9552,99.3,1.0723,64.94,0.4308,0.0723,-12.1652,down,0.7563,-0.2437,0,-0.316
2026-02-07,高波动冷却,0.4791,1,5.7991,98.37,0.7536,34.84,-1.429,-0.2464,-2.8222,down,1.0042,0.0042,1,0.2507
2026-02-07,高波动冷却,0.4791,3,5.7991,98.37,0.7536,34.84,-1.429,-0.2464,-1.0337,down,1.066,0.066,1,0.3124
2026-02-07,高波动冷却,0.4791,5,5.7991,98.37,0.7536,34.84,-1.429,-0.2464,0.1249,up,1.078,0.078,1,0.3244
2026-02-07,高波动冷却,0.4791,10,5.7991,98.37,0.7536,34.84,-1.429,-0.2464,-12.8538,down,0.5158,-0.4842,0,-0.2378
2026-02-08,高波动扩张,0.3946,1,5.6354,98,1.0042,59.62,0.0239,0.0042,0.9288,up,0.8171,-0.1829,0,-0.1871
2026-02-08,高波动扩张,0.3946,3,5.6354,98,1.0042,59.62,0.0239,0.0042,3.361,up,0.6595,-0.3405,0,-0.3448
2026-02-08,高波动扩张,0.3946,5,5.6354,98,1.0042,59.62,0.0239,0.0042,-2.6862,down,0.5474,-0.4526,0,-0.4569
2026-02-08,高波动扩张,0.3946,10,5.6354,98,1.0042,59.62,0.0239,0.0042,-13.2118,down,0.6308,-0.3692,0,-0.3735
2026-02-09,高波动冷却,0.3792,1,5.6877,98,0.8171,41.46,-1.0402,-0.1829,0.9033,up,1.066,0.066,1,0.2489
2026-02-09,高波动冷却,0.3792,3,5.6877,98,0.8171,41.46,-1.0402,-0.1829,2.0845,up,1.078,0.078,1,0.2608
2026-02-09,高波动冷却,0.3792,5,5.6877,98,0.8171,41.46,-1.0402,-0.1829,-7.9028,down,0.6042,-0.3958,0,-0.2129
2026-02-09,高波动冷却,0.3792,10,5.6877,98,0.8171,41.46,-1.0402,-0.1829,-13.9974,down,0.7476,-0.2524,0,-0.0695
2026-02-10,高波动扩张,0.4646,1,5.7391,98.01,1.066,64.52,0.3786,0.066,1.493,up,0.6595,-0.3405,0,-0.4065
2026-02-10,高波动扩张,0.4646,3,5.7391,98.01,1.066,64.52,0.3786,0.066,-4.4449,down,0.5474,-0.4526,0,-0.5186
2026-02-10,高波动扩张,0.4646,5,5.7391,98.01,1.066,64.52,0.3786,0.066,-9.2577,down,0.7928,-0.2072,0,-0.2731
2026-02-10,高波动扩张,0.4646,10,5.7391,98.01,1.066,64.52,0.3786,0.066,-19.0043,down,0.5595,-0.4405,0,-0.5065
2026-02-11,高波动冷却,0.6333,1,5.8248,98.47,0.6595,24.14,-1.9836,-0.3405,-0.3176,down,1.078,0.078,1,0.4185
2026-02-11,高波动冷却,0.6333,3,5.8248,98.47,0.6595,24.14,-1.9836,-0.3405,-10.0699,down,0.6042,-0.3958,0,-0.0552
2026-02-11,高波动冷却,0.6333,5,5.8248,98.47,0.6595,24.14,-1.9836,-0.3405,-10.1984,down,0.7563,-0.2437,0,0.0969
2026-02-11,高波动冷却,0.6333,10,5.8248,98.47,0.6595,24.14,-1.9836,-0.3405,-24.551,down,0.4544,-0.5456,0,-0.205
2026-02-12,高波动扩张,0.4815,1,5.8063,98.29,1.078,65.42,0.4527,0.078,-5.5506,down,0.5474,-0.4526,0,-0.5306
2026-02-12,高波动扩张,0.4815,3,5.8063,98.29,1.078,65.42,0.4527,0.078,-10.3078,down,0.7928,-0.2072,0,-0.2851
2026-02-12,高波动扩张,0.4815,5,5.8063,98.29,1.078,65.42,0.4527,0.078,-12.9625,down,0.5158,-0.4842,0,-0.5622
2026-02-12,高波动扩张,0.4815,10,5.8063,98.29,1.078,65.42,0.4527,0.078,-22.4056,down,1.1475,0.1475,1,0.0696
2026-02-13,高波动冷却,0.7357,1,5.484,96.72,0.5474,15.22,-2.4821,-0.4526,-4.4815,down,0.6042,-0.3958,0,0.0568
2026-02-13,高波动冷却,0.7357,3,5.484,96.72,0.5474,15.22,-2.4821,-0.4526,-4.618,down,0.7563,-0.2437,0,0.209
2026-02-13,高波动冷却,0.7357,5,5.484,96.72,0.5474,15.22,-2.4821,-0.4526,-10.8161,down,0.6308,-0.3692,0,0.0834
2026-02-13,高波动冷却,0.7357,10,5.484,96.72,0.5474,15.22,-2.4821,-0.4526,-14.7846,down,1.0796,0.0796,1,0.5322
2026-02-14,高波动冷却,0.6541,1,5.2383,95.52,0.6042,19.73,-2.0731,-0.3958,-0.5813,down,0.7928,-0.2072,0,0.1886
2026-02-14,高波动冷却,0.6541,3,5.2383,95.52,0.6042,19.73,-2.0731,-0.3958,-3.5239,down,0.5158,-0.4842,0,-0.0884
2026-02-14,高波动冷却,0.6541,5,5.2383,95.52,0.6042,19.73,-2.0731,-0.3958,-6.6177,down,0.7476,-0.2524,0,0.1433
2026-02-14,高波动冷却,0.6541,10,5.2383,95.52,0.6042,19.73,-2.0731,-0.3958,-6.6521,down,1.2469,0.2469,1,0.6427
2026-02-15,高波动冷却,0.3721,1,5.2078,95.24,0.7928,39.2,-1.0789,-0.2072,0.4409,up,0.7563,-0.2437,0,-0.0365
2026-02-15,高波动冷却,0.3721,3,5.2078,95.24,0.7928,39.2,-1.0789,-0.2072,-6.086,down,0.6308,-0.3692,0,-0.162
2026-02-15,高波动冷却,0.3721,5,5.2078,95.24,0.7928,39.2,-1.0789,-0.2072,-10.7409,down,0.5595,-0.4405,0,-0.2333
2026-02-15,高波动冷却,0.3721,10,5.2078,95.24,0.7928,39.2,-1.0789,-0.2072,-10.4108,down,1.069,0.069,1,0.2761
2026-02-16,高波动冷却,0.4346,1,5.2308,95.43,0.7563,35.01,-1.2745,-0.2437,-3.3859,down,0.5158,-0.4842,0,-0.2405
2026-02-16,高波动冷却,0.4346,3,5.2308,95.43,0.7563,35.01,-1.2745,-0.2437,-6.484,down,0.7476,-0.2524,0,-0.0088
