instrument,bar,dataStatus,historyQuality,periodWeight,effectiveRows,sampleWeight,truncationFactor,aggregationFactor,aggregationDropRatio,truncated,truncationReason,requiredWarmupBars,source,firstDate,lastDate,cleanRows,date,close,gate,topWeatherRoute,topWeatherScore,weatherSummary,actionBias,volatilityState,atrPct,atrPercentile,volatilityMultiple,volatilityMultiplePercentile,remainingMomentumAtr,remainingMomentumState,fiveDayAtrDownProbabilityPct,fiveDayAtrUpProbabilityPct,fiveDayFutureMomentumPositivePct,atr3Pct,atr8Pct,atr13Pct,atr21Pct,atr3To21,atr8To21,middleState,middleDeviationRate,middleDeviationAtr,middlePositionPct,middleTenDayReturnCloserPct,maState,maDeviationRate,maDeviationAtr,maPositionPct,maTenDayContinueAwayPct,trendState,trendScore,resonanceDirection,resonanceCount,volumeState,volumeMultiple,deviationWeather,deviationRiskNote,score_breakout,score_trendFollowing,score_meanReversion,score_wait,score_grid
LINK-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,9.19,黄偏红,网格震荡天气,84,波动压缩 / 余动能不足 / 短期贴近中轴 / 大周期偏弱,谨慎观察，不把单一短期偏离当入场理由,波动压缩,2.5221,11.58,0.5385,12.48,-0.4615,余动能不足,51.73,48.27,38.46,1.9862,2.3798,2.5054,2.5943,0.7656,0.9173,中值贴近中轴,-0.3631,-0.1443,43.96,7.4,233MA下侧偏离,-1.4483,-0.582,52.95,66.8,趋势不明,-1.0237,down,3,缩量,0.3075,短期贴近中轴 + 大周期偏弱,贴近中轴时继续拉伸概率通常更高；未到极端，但大天气仍偏弱,8,,0,72.92,84
AVAX-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,8.95,黄偏红,防守等待,75.08,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期偏弱,谨慎观察，不把单一短期偏离当入场理由,波动压缩,2.4604,10.8,0.4806,8.89,-0.5194,余动能不足,52.28,47.72,37.58,1.8667,2.3296,2.4466,2.5192,0.741,0.9248,中值下侧偏离,-1.4759,-0.6075,46.51,53.29,233MA下侧偏离,-4.2554,-1.8024,58.74,66.07,弱趋势下行,-1.9949,down,3,缩量,0.2633,短期下侧偏离 + 大周期偏弱,优势不够大，不能单独触发策略；未到极端，但大天气仍偏弱,8,,41.84,75.08,66
TON-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,1.82,黄,均值回归天气,53.49,高波动扩张 / 接近正常动能 / 短期下侧偏离 / 大周期强势高位,均值回归可观察，但要服从大周期过滤,高波动扩张,4.8852,87.04,0.891,53.78,-0.109,接近正常动能,59.94,40.06,35.13,3.6741,4.3804,4.8183,5.2481,0.7001,0.8347,中值下侧偏离,-6.5262,-1.4507,31.28,55.97,233MA上侧极端,16.3391,2.9182,67.1,44.59,弱趋势下行,-2.3485,down,3,量能正常,0.8656,短期下侧偏离 + 大周期强势高位,优势不够大，不能单独触发策略；强势区可以长期维持在 233MA 上方,0,,53.49,46.58,18
TRX-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,0.35,黄,突破策略天气,54,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期强势高位,突破预备天气，等待放量和方向确认,波动压缩,1.3731,42.86,0.5865,19.18,-0.4135,余动能不足,61.42,38.58,33.84,1.3656,1.4872,1.3923,1.2622,1.0819,1.1783,中值下侧偏离,-2.8637,-2.1502,21.37,49.61,233MA上侧极端,5.2272,3.6232,49.85,51.13,强趋势下行,-4.5535,down,4,量能正常,0.8299,短期下侧偏离 + 大周期强势高位,优势不够大，不能单独触发策略；强势区可以长期维持在 233MA 上方,54,,34.6,52.52,48
DOT-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,1.19,黄偏红,防守等待,64.26,高波动冷却 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,高波动冷却,3.2458,49.71,0.5414,13.23,-0.4586,余动能不足,71.21,28.79,36.83,2.3622,3.0386,3.2258,3.3141,0.7128,0.9169,中值下侧偏离,-4.3443,-1.3922,30.69,52.84,233MA下侧极端,-8.4992,-2.8474,49.25,51.89,强趋势下行,-4.3555,down,4,缩量,0.604,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,0,,40.22,64.26,40
BCH-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,303.6,黄偏红,趋势策略天气,60,高波动冷却 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,高波动冷却,3.3414,60.22,0.5866,20.18,-0.4134,余动能不足,75.84,24.16,36.91,2.659,3.2779,3.3403,3.307,0.8041,0.9912,中值下侧偏离,-6.7568,-2.1509,24.74,52.99,233MA下侧极端,-29.975,-12.7061,2.18,46.19,强趋势下行,-11.7953,down,4,缩量,0.2451,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,4,,32.76,53.8,40
LTC-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,52.46,黄偏红,防守等待,74.12,波动压缩 / 余动能不足 / 短期上侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,1.6499,3.05,0.4627,7.71,-0.5373,余动能不足,55.94,44.06,36.69,1.1557,1.5063,1.6314,1.7439,0.6627,0.8637,中值上侧偏离,0.8652,0.5206,58.49,56.89,233MA下侧极端,-4.7569,-3.0311,59.76,47.05,趋势不明,0.3921,mixed,2,缩量,0.5402,短期上侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,8,,54,74.12,74
UNI-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,3.06,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,3.1052,25.18,0.4226,4.03,-0.5774,余动能不足,55.15,44.85,36.61,2.044,2.7635,3.0619,3.3159,0.6164,0.8334,中值下侧偏离,-4.8731,-1.6535,37.33,54.83,233MA下侧极端,-10.4349,-3.7606,51.16,52.35,强趋势下行,-6.1507,down,3,缩量,0.3745,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,8,,47.39,76.28,56
AAVE-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,82.78,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期贴近中轴 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,2.751,14.71,0.5076,10.6,-0.4924,余动能不足,54.87,45.13,38.83,1.9904,2.6038,2.7344,2.8443,0.6998,0.9154,中值贴近中轴,-0.5646,-0.2057,41.72,7.15,233MA下侧极端,-14.5842,-6.1848,29.58,51.28,弱趋势下行,-2.5451,down,3,缩量,0.3496,短期贴近中轴 + 大周期弱势深水区,贴近中轴时继续拉伸概率通常更高；历史上继续远离 233MA 的概率不低,8,,0,76.28,56
NEAR-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,2.25,绿,趋势策略天气,78.39,高波动冷却 / 接近正常动能 / 短期下侧偏离 / 大周期强势高位,趋势天气较友好，等方向和量能确认,高波动冷却,7.1384,94.37,0.8015,40.1,-0.1985,接近正常动能,72.51,27.49,39.34,6.6286,7.3704,7.208,6.5674,1.0093,1.1223,中值下侧偏离,-13.5062,-2.1025,25.01,54.1,233MA上侧极端,50.1195,4.4953,83.53,40.91,强趋势下行,-4.7316,down,3,缩量,0.479,短期下侧偏离 + 大周期强势高位,优势不够大，不能单独触发策略；强势区可以长期维持在 233MA 上方,16,,50.76,15.59,40
OP-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,0.12,黄,防守等待,75.08,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期偏弱,等待更清楚的波动或位置共振,波动压缩,3.8531,30.19,0.4921,8.12,-0.5079,余动能不足,56.76,43.24,36.16,2.895,3.7062,3.8393,3.9209,0.7384,0.9452,中值下侧偏离,-2.7419,-0.7275,47.22,51.29,233MA下侧偏离,-2.9063,-0.7724,70.14,66.49,强趋势下行,-3.9395,down,3,缩量,0.2811,短期下侧偏离 + 大周期偏弱,优势不够大，不能单独触发策略；未到极端，但大天气仍偏弱,8,,34.64,75.08,66
ARB-USDT,8H,ok,full_weight,1,3260,1,1,1,0,false,,233,OKX,2023-03-23 16:00,2026-05-30 16:00,3493,2026-05-30 16:00,0.1,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,3.6719,36.97,0.6876,29.5,-0.3124,余动能不足,55.51,44.49,35.81,2.9917,3.5236,3.6525,3.7881,0.7897,0.9302,中值下侧偏离,-3.2025,-0.8874,36.05,53.22,233MA下侧极端,-8.5375,-2.5036,61.74,54.18,强趋势下行,-4.2945,down,3,缩量,0.6772,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,8,,41.59,76.28,56
SUI-USDT,8H,ok,full_weight,1,3136,1,1,1,0,false,,233,OKX,2023-05-03 16:00,2026-05-30 16:00,3369,2026-05-30 16:00,0.91,黄,防守等待,75.08,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期偏弱,等待更清楚的波动或位置共振,波动压缩,3.869,27.37,0.4263,3.86,-0.5737,余动能不足,55.96,44.04,38.86,2.6267,3.4447,3.8141,4.131,0.6359,0.8339,中值下侧偏离,-7.6321,-2.1328,18.26,51.41,233MA下侧偏离,-7.0186,-1.9484,56.52,63.59,强趋势下行,-9.2713,down,4,缩量,0.4786,短期下侧偏离 + 大周期偏弱,优势不够大，不能单独触发策略；未到极端，但大天气仍偏弱,8,,35.08,75.08,66
APT-USDT,8H,ok,full_weight,1,3726,1,1,1,0,false,,233,OKX,2022-10-19 08:00,2026-05-30 16:00,3959,2026-05-30 16:00,0.94,黄,网格震荡天气,84,波动压缩 / 余动能不足 / 短期贴近中轴 / 大周期偏弱,震荡/网格天气较友好，仍需控制突破风险,波动压缩,3.7634,35.29,0.4406,5.16,-0.5594,余动能不足,59.36,40.64,35.01,2.8941,3.6986,3.7623,3.7578,0.7702,0.9843,中值贴近中轴,-0.7697,-0.2062,45.17,10.03,233MA下侧偏离,-1.7849,-0.4831,70.63,67.9,趋势不明,-1.1928,mixed,2,缩量,0.386,短期贴近中轴 + 大周期偏弱,贴近中轴时继续拉伸概率通常更高；未到极端，但大天气仍偏弱,26,,0,62.92,84
FIL-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,0.97,黄,防守等待,53,高波动冷却 / 余动能不足 / 短期下侧偏离 / 大周期偏强,等待更清楚的波动或位置共振,高波动冷却,4.7683,73.17,0.6312,24.5,-0.3688,余动能不足,75.67,24.33,35.18,3.9757,4.8379,4.7913,4.6246,0.8597,1.0461,中值下侧偏离,-3.7751,-0.8229,39.36,53.21,233MA上侧偏离,3.1869,0.6478,67.08,49.15,弱趋势下行,-1.3501,down,3,缩量,0.4439,短期下侧偏离 + 大周期偏强,优势不够大，不能单独触发策略；不是天然做空区域,4,,47.56,53,50
ETC-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,8.21,黄,防守等待,75.08,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期偏弱,等待更清楚的波动或位置共振,波动压缩,2.5565,25.23,0.4649,8.09,-0.5351,余动能不足,57.89,42.11,37.01,1.6847,2.3096,2.5277,2.6852,0.6274,0.8601,中值下侧偏离,-4.4055,-1.7957,26.34,56.1,233MA下侧偏离,-4.767,-1.9504,54.96,64.31,强趋势下行,-4.9586,down,4,缩量,0.2135,短期下侧偏离 + 大周期偏弱,优势不够大，不能单独触发策略；未到极端，但大天气仍偏弱,8,,51.96,75.08,66
ATOM-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,2.02,黄偏绿,趋势策略天气,70,高波动冷却 / 余动能不足 / 短期下侧偏离 / 大周期偏强,趋势天气较友好，等方向和量能确认,高波动冷却,3.4179,58.22,0.6015,18.9,-0.3985,余动能不足,74.03,25.97,38.2,2.4257,3.1516,3.3942,3.4749,0.698,0.907,中值下侧偏离,-5.4775,-1.6755,27.01,54.21,233MA上侧偏离,7.0685,1.9089,71.13,52.63,强趋势下行,-5.0393,down,4,缩量,0.2558,短期下侧偏离 + 大周期偏强,优势不够大，不能单独触发策略；不是天然做空区域,0,,59.16,42.6,50
INJ-USDT,8H,ok,full_weight,1,2505,1,1,1,0,false,,233,OKX,2023-11-30 08:00,2026-05-30 16:00,2738,2026-05-30 16:00,6.59,绿,趋势策略天气,80,高波动扩张 / 接近正常动能 / 短期上侧偏离 / 大周期强势高位,趋势天气较友好，等方向和量能确认,高波动扩张,6.4059,81.49,1.0749,68.39,0.0749,接近正常动能,59.71,40.29,37.32,7.8666,7.0948,6.4988,5.8748,1.339,1.2077,中值上侧偏离,8.9557,1.2188,61.96,54.37,233MA上侧极端,75.2959,6.3691,87.75,40.24,强趋势上行,20.9579,up,4,量能正常,0.8446,短期上侧偏离 + 大周期强势高位,优势不够大，不能单独触发策略；强势区可以长期维持在 233MA 上方,44,,39.73,15.4,2
STX-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,0.24,黄偏绿,网格震荡天气,84,波动压缩 / 余动能不足 / 短期贴近中轴 / 大周期中轴附近,震荡/网格天气较友好，仍需控制突破风险,波动压缩,3.2381,17.77,0.4815,9.42,-0.5185,余动能不足,58.23,41.77,35.82,2.3595,3.0293,3.2127,3.3678,0.7006,0.8995,中值贴近中轴,-1.0491,-0.3254,50.02,8.97,233MA贴近中轴,-0.0668,-0.0205,66.27,93.42,趋势不明,-0.9432,mixed,2,缩量,0.1693,短期贴近中轴 + 大周期中轴附近,贴近中轴时继续拉伸概率通常更高；中轴附近容易出现反复,8,,8,52.92,84
IMX-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,0.16,黄偏绿,网格震荡天气,66,波动压缩 / 余动能不足 / 短期贴近中轴 / 大周期中轴附近,震荡/网格天气较友好，仍需控制突破风险,波动压缩,3.8038,21.29,0.5268,11.6,-0.4732,余动能不足,53.95,46.05,35.86,3.1001,3.675,3.7881,3.876,0.7998,0.9481,中值贴近中轴,-0.6724,-0.1756,53.45,8.22,233MA贴近中轴,-0.6025,-0.1572,64.8,89.51,弱趋势下行,-1.8343,down,3,缩量,0.3888,短期贴近中轴 + 大周期中轴附近,贴近中轴时继续拉伸概率通常更高；中轴附近容易出现反复,8,,8,55.08,66
WLD-USDT,8H,ok,full_weight,1,2891,1,1,1,0,false,,233,OKX,2023-07-24 16:00,2026-05-30 16:00,3124,2026-05-30 16:00,0.34,绿,趋势策略天气,88,高波动扩张 / 动能已超ATR / 短期贴近中轴 / 大周期偏强,趋势天气较友好，等方向和量能确认,高波动扩张,7.9456,88.09,1.5755,90.18,0.5755,动能已超ATR,58.29,41.71,41.74,10.7728,8.9894,8.1011,7.0309,1.5322,1.2786,中值贴近中轴,-0.1015,-0.0126,45.18,8.47,233MA上侧偏离,22.0233,2.2358,75.96,59.88,强趋势上行,8.0513,up,3,放量,1.9432,短期贴近中轴 + 大周期偏强,贴近中轴时继续拉伸概率通常更高；不是天然做空区域,66,,0,14.44,4
AR-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,2.4,绿,趋势策略天气,80,高波动扩张 / 动能已超ATR / 短期上侧偏离 / 大周期强势高位,趋势天气较友好，等方向和量能确认,高波动扩张,5.552,68.9,1.2023,76.83,0.2023,动能已超ATR,54.61,45.39,40.59,5.7018,5.9865,5.6177,5.2142,1.0935,1.1481,中值上侧偏离,6.6992,1.1564,63,53.19,233MA上侧极端,21.1503,3.2153,78.46,40.85,强趋势上行,13.086,up,4,量能正常,0.8983,短期上侧偏离 + 大周期强势高位,优势不够大，不能单独触发策略；强势区可以长期维持在 233MA 上方,54,,35.48,15.4,2
XLM-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,0.23,绿,趋势策略天气,88,高波动扩张 / 动能已超ATR / 短期上侧偏离 / 大周期强势高位,趋势天气较友好，等方向和量能确认,高波动扩张,6.9169,96.55,1.5602,89.48,0.5602,动能已超ATR,56.12,43.88,40.16,11.9887,9.2586,7.2123,5.4583,2.1964,1.6962,中值上侧偏离,3.6024,0.4578,51.83,56.61,233MA上侧极端,39.7463,3.745,76.24,43.68,强趋势上行,48.968,up,4,量能正常,1.387,短期上侧偏离 + 大周期强势高位,优势不够大，不能单独触发策略；强势区可以长期维持在 233MA 上方,66,,47.8,14.44,0
ICP-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,2.66,黄偏绿,网格震荡天气,68,高波动冷却 / 余动能不足 / 短期下侧偏离 / 大周期偏强,震荡/网格天气较友好，仍需控制突破风险,高波动冷却,5.168,77.81,0.5022,8.32,-0.4978,余动能不足,74.84,25.16,34.33,3.8216,5.0514,5.1664,5.1469,0.7425,0.9815,中值下侧偏离,-4.9221,-0.9865,42.9,55.97,233MA上侧偏离,3.5362,0.6508,67.02,50.5,趋势不明,-0.0592,mixed,2,缩量,0.2028,短期下侧偏离 + 大周期偏强,优势不够大，不能单独触发策略；不是天然做空区域,4,,57.49,32.84,68
HBAR-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,0.1,绿,趋势策略天气,80,常态波动 / 接近正常动能 / 短期贴近中轴 / 大周期偏强,趋势天气较友好，等方向和量能确认,常态波动,4.2485,67.67,0.9581,58.72,-0.0419,接近正常动能,59.09,40.91,39.32,6.6725,5.35,4.3825,3.6053,1.8508,1.4839,中值贴近中轴,-0.8082,-0.1866,55.27,9.74,233MA上侧偏离,5.1283,1.1169,63.72,57.04,强趋势上行,9.6102,up,4,量能正常,1.0573,短期贴近中轴 + 大周期偏强,贴近中轴时继续拉伸概率通常更高；不是天然做空区域,44,,0,15.4,58
ALGO-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,0.12,绿,趋势策略天气,88,高波动扩张 / 动能已超ATR / 短期上侧偏离 / 大周期强势高位,趋势天气较友好，等方向和量能确认,高波动扩张,4.7416,76.15,1.6437,91.38,0.6437,动能已超ATR,55.56,44.44,39.47,7.3952,5.7018,4.8514,4.2431,1.7429,1.3438,中值上侧偏离,2.6905,0.534,57.06,52.98,233MA上侧极端,15.4687,2.7304,75.71,43.06,强趋势上行,13.646,up,4,放量,1.7987,短期上侧偏离 + 大周期强势高位,优势不够大，不能单独触发策略；强势区可以长期维持在 233MA 上方,66,,34.73,14.44,0
LDO-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,0.32,黄偏红,防守等待,75.08,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期偏弱,谨慎观察，不把单一短期偏离当入场理由,波动压缩,3.2896,11.18,0.6707,27.89,-0.3293,余动能不足,53.15,46.85,36.84,2.4606,3.0543,3.2567,3.5013,0.7028,0.8723,中值下侧偏离,-3.1805,-1.0061,38.66,52.32,233MA下侧偏离,-6.9464,-2.2862,62.64,65.15,强趋势下行,-4.0405,down,3,缩量,0.2873,短期下侧偏离 + 大周期偏弱,优势不够大，不能单独触发策略；未到极端，但大天气仍偏弱,8,,38.35,75.08,66
CRV-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,0.21,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,2.9726,11.03,0.4837,8.24,-0.5163,余动能不足,56.7,43.3,36.11,1.931,2.6228,2.9253,3.2271,0.5984,0.8127,中值下侧偏离,-2.9012,-0.9986,35.71,57.02,233MA下侧极端,-7.093,-2.5516,60.52,50.25,强趋势下行,-3.6196,down,3,缩量,0.21,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,8,,54,76.28,56
ENS-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,5.96,黄,防守等待,75.08,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期偏弱,等待更清楚的波动或位置共振,波动压缩,3.289,27.81,0.5417,13.36,-0.4583,余动能不足,56.15,43.85,36.69,2.8265,3.2055,3.2767,3.3609,0.841,0.9538,中值下侧偏离,-1.512,-0.4632,45.58,54.63,233MA下侧偏离,-2.8453,-0.8836,62.12,59.03,弱趋势下行,-2.1425,down,3,缩量,0.5201,短期下侧偏离 + 大周期偏弱,优势不够大，不能单独触发策略；未到极端，但大天气仍偏弱,8,,46.67,75.08,66
PENDLE-USDT,8H,ok,full_weight,1,1599,1,1,1,0,false,,233,OKX,2024-09-27 08:00,2026-05-30 16:00,1832,2026-05-30 16:00,1.34,黄偏绿,均值回归天气,92,高波动冷却 / 余动能不足 / 短期过冷 / 大周期偏弱,均值回归可观察，但要服从大周期过滤,高波动冷却,6.2049,83.7,0.5473,11.96,-0.4527,余动能不足,74.83,25.17,37.23,4.3167,5.6537,6.1376,6.5357,0.6605,0.865,中值下侧极端,-19.3383,-3.9105,1.46,88.41,233MA下侧偏离,-7.0183,-1.2311,58.65,77.21,强趋势下行,-22.9841,down,4,缩量,0.3505,短期过冷 + 大周期偏弱,如果大周期仍弱，只能当短线天气看；未到极端，但大天气仍偏弱,0,,92,59.96,30
JUP-USDT,8H,ok,full_weight,1,2318,1,1,1,0,false,,233,OKX,2024-01-31 16:00,2026-05-30 16:00,2551,2026-05-30 16:00,0.19,黄偏绿,网格震荡天气,66,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期偏强,震荡/网格天气较友好，仍需控制突破风险,波动压缩,4.3028,33,0.5536,13.3,-0.4464,余动能不足,56.91,43.09,37.41,3.0442,3.9626,4.2617,4.5045,0.6758,0.8797,中值下侧偏离,-3.3168,-0.799,46.46,51.15,233MA上侧偏离,2.4827,0.5642,71.16,56.35,强趋势下行,-5.3671,down,3,缩量,0.3005,短期下侧偏离 + 大周期偏强,优势不够大，不能单独触发策略；不是天然做空区域,8,,48.14,55.08,66
PYTH-USDT,8H,ok,full_weight,1,2534,1,1,1,0,false,,233,OKX,2023-11-20 16:00,2026-05-30 16:00,2767,2026-05-30 16:00,0.04,黄偏绿,网格震荡天气,74,常态波动 / 余动能不足 / 短期上侧偏离 / 大周期偏弱,震荡/网格天气较友好，仍需控制突破风险,常态波动,4.4348,35.38,0.7165,31.94,-0.2835,余动能不足,65.85,34.15,35.8,3.8502,4.3411,4.4213,4.5164,0.8525,0.9612,中值上侧偏离,5.6171,1.2241,65.69,51.28,233MA下侧偏离,-6.299,-1.5472,60.65,70.89,强趋势上行,5.7117,up,4,量能正常,0.8905,短期上侧偏离 + 大周期偏弱,优势不够大，不能单独触发策略；未到极端，但大天气仍偏弱,4,,26.61,52.12,74
TIA-USDT,8H,ok,full_weight,1,2593,1,1,1,0,false,,233,OKX,2023-10-31 16:00,2026-05-30 16:00,2826,2026-05-30 16:00,0.41,黄偏绿,趋势策略天气,70,高波动冷却 / 余动能不足 / 短期下侧偏离 / 大周期偏强,趋势天气较友好，等方向和量能确认,高波动冷却,5.4046,52.95,0.5405,12.1,-0.4595,余动能不足,80.61,19.39,35.2,3.9905,5.1273,5.3834,5.4451,0.7329,0.9416,中值下侧偏离,-8.1982,-1.6508,30,51.56,233MA上侧偏离,12.8059,2.0984,75.34,54.98,强趋势下行,-6.0052,down,3,缩量,0.245,短期下侧偏离 + 大周期偏强,优势不够大，不能单独触发策略；不是天然做空区域,0,,49.62,42.6,50
ONDO-USDT,8H,ok,full_weight,1,1779,1,1,1,0,false,,233,OKX,2024-07-29 08:00,2026-05-30 16:00,2012,2026-05-30 16:00,0.38,黄,趋势策略天气,50.05,高波动扩张 / 动能已超ATR / 短期下侧偏离 / 大周期强势高位,趋势天气较友好，等方向和量能确认,高波动扩张,6.1094,81.72,1.8028,94.52,0.8028,动能已超ATR,59.7,40.3,40.33,6.1296,5.7705,6.0639,6.284,0.9754,0.9183,中值下侧偏离,-5.3772,-1.0182,34.82,52.36,233MA上侧极端,23.3732,3.3946,82.3,36.9,弱趋势混合,-4.008,mixed,2,量能正常,1.249,短期下侧偏离 + 大周期强势高位,优势不够大，不能单独触发策略；强势区可以长期维持在 233MA 上方,38,,32.5,36.99,0
FET-USDT,8H,ok,full_weight,1,2523,1,1,1,0,false,,233,OKX,2023-11-24 08:00,2026-05-30 16:00,2756,2026-05-30 16:00,0.28,绿,趋势策略天气,88,常态波动 / 接近正常动能 / 短期上侧偏离 / 大周期强势高位,趋势天气较友好，等方向和量能确认,常态波动,5.9144,68.41,0.8296,44.02,-0.1704,接近正常动能,62.92,37.08,39.44,7.448,6.6785,6.0264,5.28,1.4106,1.2649,中值上侧偏离,14.239,2.1545,75.61,52.44,233MA上侧极端,25.8402,3.5494,81.28,38.47,强趋势上行,24.5749,up,4,量能正常,1.3262,短期上侧偏离 + 大周期强势高位,优势不够大，不能单独触发策略；强势区可以长期维持在 233MA 上方,56,,44.78,14.44,40
PEPE-USDT,8H,ok,full_weight,1,3144,1,1,1,0,false,,233,OKX,2023-05-01 08:00,2026-05-30 16:00,3377,2026-05-30 16:00,0,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,2.9369,1.95,0.5748,18.45,-0.4252,余动能不足,57.75,42.25,37.26,2.1193,2.7418,2.9145,3.0542,0.6939,0.8977,中值下侧偏离,-1.6724,-0.5748,38.89,56.03,233MA下侧极端,-7.7194,-2.8267,62.75,55.58,强趋势下行,-3.1893,down,3,缩量,0.528,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,8,,51.71,76.28,56
