indicator,indicatorKey,date,close,value,rankPct,bucket,bucketRange,horizon,futureReturnPct,absReturnPct,maxUpPct,maxDownPct,excursionPct
8/21日ATR比,atr8To21,2026-02-02,78100.1,1.1666,93.24,极高,90-100%,3,-12.1824,12.1824,0.0133,-23.292,23.3053
8/21日ATR比,atr8To21,2026-02-02,78100.1,1.1666,93.24,极高,90-100%,5,-8.8951,8.8951,0.0133,-23.292,23.3053
8/21日ATR比,atr8To21,2026-02-02,78100.1,1.1666,93.24,极高,90-100%,10,-12.0917,12.0917,0.0133,-23.292,23.3053
8/21日ATR比,atr8To21,2026-02-10,66488.9,1.1787,93.92,极高,90-100%,1,0.9239,0.9239,2.8593,-0.982,3.8412
8/21日ATR比,atr8To21,2026-02-10,66488.9,1.1787,93.92,极高,90-100%,3,4.9109,4.9109,6.1287,-2.119,8.2477
8/21日ATR比,atr8To21,2026-02-10,66488.9,1.1787,93.92,极高,90-100%,5,1.5105,1.5105,6.678,-2.119,8.797
8/21日ATR比,atr8To21,2026-02-10,66488.9,1.1787,93.92,极高,90-100%,10,3.138,3.138,6.678,-2.119,8.797
8/21日ATR比,atr8To21,2026-02-09,69249.4,1.1919,94.59,极高,90-100%,1,-3.9863,3.9863,1.0233,-5.0945,6.1177
8/21日ATR比,atr8To21,2026-02-09,69249.4,1.1919,94.59,极高,90-100%,3,-0.8562,0.8562,1.0233,-6.0208,7.0441
8/21日ATR比,atr8To21,2026-02-09,69249.4,1.1919,94.59,极高,90-100%,5,-0.2718,0.2718,2.4254,-6.0208,8.4463
8/21日ATR比,atr8To21,2026-02-09,69249.4,1.1919,94.59,极高,90-100%,10,-2.4485,2.4485,2.4254,-6.0208,8.4463
8/21日ATR比,atr8To21,2026-02-03,74101.9,1.193,95.27,极高,90-100%,1,-8.9681,8.9681,0.1553,-10.0347,10.19
8/21日ATR比,atr8To21,2026-02-03,74101.9,1.193,95.27,极高,90-100%,3,-6.7199,6.7199,0.1553,-19.1532,19.3085
8/21日ATR比,atr8To21,2026-02-03,74101.9,1.193,95.27,极高,90-100%,5,-6.1831,6.1831,0.1553,-19.1532,19.3085
8/21日ATR比,atr8To21,2026-02-03,74101.9,1.193,95.27,极高,90-100%,10,-5.8673,5.8673,0.1553,-19.1532,19.3085
8/21日ATR比,atr8To21,2026-01-31,77560,1.1997,95.95,极高,90-100%,1,1.5957,1.5957,2.2715,-3.8556,6.1271
8/21日ATR比,atr8To21,2026-01-31,77560,1.1997,95.95,极高,90-100%,3,-4.4586,4.4586,2.2715,-5.992,8.2635
8/21日ATR比,atr8To21,2026-01-31,77560,1.1997,95.95,极高,90-100%,5,-11.5709,11.5709,2.2715,-22.7579,25.0294
8/21日ATR比,atr8To21,2026-01-31,77560,1.1997,95.95,极高,90-100%,10,-14.2742,14.2742,2.2715,-22.7579,25.0294
8/21日ATR比,atr8To21,2026-02-01,78797.6,1.2129,96.62,极高,90-100%,1,-0.8852,0.8852,0.5669,-2.2633,2.8302
8/21日ATR比,atr8To21,2026-02-01,78797.6,1.2129,96.62,极高,90-100%,3,-14.3928,14.3928,0.5669,-15.3959,15.9628
8/21日ATR比,atr8To21,2026-02-01,78797.6,1.2129,96.62,极高,90-100%,5,-12.2787,12.2787,0.5669,-23.971,24.5379
8/21日ATR比,atr8To21,2026-02-01,78797.6,1.2129,96.62,极高,90-100%,10,-14.8411,14.8411,0.5669,-23.971,24.5379
8/21日ATR比,atr8To21,2026-02-08,69520.1,1.2288,97.3,极高,90-100%,1,-0.3894,0.3894,2.2693,-2.3783,4.6476
8/21日ATR比,atr8To21,2026-02-08,69520.1,1.2288,97.3,极高,90-100%,3,-3.4765,3.4765,2.2693,-5.464,7.7333
8/21日ATR比,atr8To21,2026-02-08,69520.1,1.2288,97.3,极高,90-100%,5,0.3366,0.3366,2.2693,-6.3868,8.6561
8/21日ATR比,atr8To21,2026-02-08,69520.1,1.2288,97.3,极高,90-100%,10,-4.5301,4.5301,2.2693,-6.3868,8.6561
8/21日ATR比,atr8To21,2026-02-07,71153,1.2539,97.97,极高,90-100%,1,-2.2949,2.2949,1.5783,-4.0811,5.6594
8/21日ATR比,atr8To21,2026-02-07,71153,1.2539,97.97,极高,90-100%,3,-6.555,6.555,1.5783,-7.6336,9.2118
8/21日ATR比,atr8To21,2026-02-07,71153,1.2539,97.97,极高,90-100%,5,-3.5086,3.5086,1.5783,-8.5351,10.1134
8/21日ATR比,atr8To21,2026-02-07,71153,1.2539,97.97,极高,90-100%,10,-4.8951,4.8951,1.5783,-8.5351,10.1134
8/21日ATR比,atr8To21,2026-02-04,67456.4,1.2586,98.65,极高,90-100%,1,1.674,1.674,2.5284,-11.1886,13.717
8/21日ATR比,atr8To21,2026-02-04,67456.4,1.2586,98.65,极高,90-100%,3,5.48,5.48,6.2909,-11.1886,17.4794
8/21日ATR比,atr8To21,2026-02-04,67456.4,1.2586,98.65,极高,90-100%,5,2.658,2.658,7.1448,-11.1886,18.3333
8/21日ATR比,atr8To21,2026-02-04,67456.4,1.2586,98.65,极高,90-100%,10,2.379,2.379,7.1448,-11.1886,18.3333
8/21日ATR比,atr8To21,2026-02-06,69122.3,1.3038,99.32,极高,90-100%,1,2.9378,2.9378,3.4698,-0.9003,4.3701
8/21日ATR比,atr8To21,2026-02-06,69122.3,1.3038,99.32,极高,90-100%,3,0.1839,0.1839,4.5625,-1.8165,6.379
8/21日ATR比,atr8To21,2026-02-06,69122.3,1.3038,99.32,极高,90-100%,5,-2.9211,2.9211,4.5625,-4.92,9.4825
8/21日ATR比,atr8To21,2026-02-06,69122.3,1.3038,99.32,极高,90-100%,10,-2.5642,2.5642,4.5625,-5.848,10.4105
8/21日ATR比,atr8To21,2026-02-05,68585.6,1.3331,100,极高,90-100%,1,0.7825,0.7825,4.5409,-1.8451,6.386
8/21日ATR比,atr8To21,2026-02-05,68585.6,1.3331,100,极高,90-100%,3,1.3625,1.3625,5.3807,-1.8451,7.2259
8/21日ATR比,atr8To21,2026-02-05,68585.6,1.3331,100,极高,90-100%,5,-3.0571,3.0571,5.3807,-4.1759,9.5567
8/21日ATR比,atr8To21,2026-02-05,68585.6,1.3331,100,极高,90-100%,10,-1.5928,1.5928,5.3807,-5.1113,10.492
13/21日ATR比,atr13To21,2026-01-03,91294,0.883,0,极低,0-10%,1,2.8645,2.8645,2.953,-0.529,3.4819
13/21日ATR比,atr13To21,2026-01-03,91294,0.883,0,极低,0-10%,3,0.0025,0.0025,3.8171,-0.529,4.3461
13/21日ATR比,atr13To21,2026-01-03,91294,0.883,0,极低,0-10%,5,-0.1724,0.1724,3.8171,-2.2192,6.0363
13/21日ATR比,atr13To21,2026-01-03,91294,0.883,0,极低,0-10%,10,5.9164,5.9164,6.3148,-2.2192,8.534
13/21日ATR比,atr13To21,2026-01-02,89929.4,0.8849,0.68,极低,0-10%,1,1.5174,1.5174,2.0867,-0.0816,2.1684
13/21日ATR比,atr13To21,2026-01-02,89929.4,0.8849,0.68,极低,0-10%,3,4.0872,4.0872,5.3925,-0.0816,5.4741
13/21日ATR比,atr13To21,2026-01-02,89929.4,0.8849,0.68,极低,0-10%,5,0.8928,0.8928,5.3925,-0.7355,6.1279
13/21日ATR比,atr13To21,2026-01-02,89929.4,0.8849,0.68,极低,0-10%,10,3.8728,3.8728,5.3925,-0.7355,6.1279
13/21日ATR比,atr13To21,2026-01-10,90830,0.8859,1.35,极低,0-10%,1,0.8764,0.8764,1.8331,-0.8429,2.676
13/21日ATR比,atr13To21,2026-01-10,90830,0.8859,1.35,极低,0-10%,3,6.4574,6.4574,6.8579,-0.8429,7.7008
13/21日ATR比,atr13To21,2026-01-10,90830,0.8859,1.35,极低,0-10%,5,4.0953,4.0953,7.7838,-0.8429,8.6267
13/21日ATR比,atr13To21,2026-01-10,90830,0.8859,1.35,极低,0-10%,10,-0.6619,0.6619,7.7838,-3.4283,11.212
13/21日ATR比,atr13To21,2026-01-01,89370,0.8897,2.03,极低,0-10%,1,0.6259,0.6259,1.7515,-0.2352,1.9867
13/21日ATR比,atr13To21,2026-01-01,89370,0.8897,2.03,极低,0-10%,3,5.079,5.079,5.1694,-0.2352,5.4046
13/21日ATR比,atr13To21,2026-01-01,89370,0.8897,2.03,极低,0-10%,5,2.1554,2.1554,6.0521,-0.2352,6.2873
13/21日ATR比,atr13To21,2026-01-01,89370,0.8897,2.03,极低,0-10%,10,2.5243,2.5243,6.0521,-0.2352,6.2873
13/21日ATR比,atr13To21,2026-01-05,93605,0.8913,2.7,极低,0-10%,1,-2.4664,2.4664,0.2559,-2.8893,3.1451
13/21日ATR比,atr13To21,2026-01-05,93605,0.8913,2.7,极低,0-10%,3,-2.637,2.637,0.2559,-4.6333,4.8892
13/21日ATR比,atr13To21,2026-01-05,93605,0.8913,2.7,极低,0-10%,5,-2.9646,2.9646,0.2559,-4.6333,4.8892
13/21日ATR比,atr13To21,2026-01-05,93605,0.8913,2.7,极低,0-10%,10,1.0093,1.0093,4.5884,-4.6333,9.2217
13/21日ATR比,atr13To21,2026-01-11,91626,0.8926,3.38,极低,0-10%,1,1.9494,1.9494,1.9553,-0.812,2.7673
13/21日ATR比,atr13To21,2026-01-11,91626,0.8926,3.38,极低,0-10%,3,5.517,5.517,6.8474,-0.812,7.6594
13/21日ATR比,atr13To21,2026-01-11,91626,0.8926,3.38,极低,0-10%,5,4.2494,4.2494,6.8474,-0.812,7.6594
13/21日ATR比,atr13To21,2026-01-11,91626,0.8926,3.38,极低,0-10%,10,-2.914,2.914,6.8474,-4.8304,11.6778
13/21日ATR比,atr13To21,2026-01-04,93909.1,0.897,4.05,极低,0-10%,1,-0.3238,0.3238,0.9261,-0.874,1.8001
13/21日ATR比,atr13To21,2026-01-04,93909.1,0.897,4.05,极低,0-10%,3,-3.3828,3.3828,0.9261,-4.9421,5.8682
13/21日ATR比,atr13To21,2026-01-04,93909.1,0.897,4.05,极低,0-10%,5,-3.5114,3.5114,0.9261,-4.9421,5.8682
13/21日ATR比,atr13To21,2026-01-04,93909.1,0.897,4.05,极低,0-10%,10,2.9517,2.9517,4.2497,-4.9421,9.1919
13/21日ATR比,atr13To21,2026-01-12,93412.2,0.9004,4.73,极低,0-10%,1,3.5146,3.5146,3.904,-0.4227,4.3267
13/21日ATR比,atr13To21,2026-01-12,93412.2,0.9004,4.73,极低,0-10%,3,1.2178,1.2178,4.8043,-0.4227,5.227
13/21日ATR比,atr13To21,2026-01-12,93412.2,0.9004,4.73,极低,0-10%,5,1.7725,1.7725,4.8043,-0.4227,5.227
13/21日ATR比,atr13To21,2026-01-12,93412.2,0.9004,4.73,极低,0-10%,10,-3.9701,3.9701,4.8043,-6.6502,11.4545
13/21日ATR比,atr13To21,2026-01-06,91296.3,0.9021,5.41,极低,0-10%,1,-0.6178,0.6178,0.4904,-2.2217,2.712
13/21日ATR比,atr13To21,2026-01-06,91296.3,0.9021,5.41,极低,0-10%,3,-0.75,0.75,0.7522,-2.2217,2.9738
13/21日ATR比,atr13To21,2026-01-06,91296.3,0.9021,5.41,极低,0-10%,5,0.3611,0.3611,1.313,-2.2217,3.5346
13/21日ATR比,atr13To21,2026-01-06,91296.3,0.9021,5.41,极低,0-10%,10,4.6259,4.6259,7.2333,-2.2217,9.4549
13/21日ATR比,atr13To21,2026-01-09,90611.6,0.9026,6.08,极低,0-10%,1,0.241,0.241,0.5941,-0.2974,0.8915
13/21日ATR比,atr13To21,2026-01-09,90611.6,0.9026,6.08,极低,0-10%,3,3.0908,3.0908,3.0967,-0.6039,3.7006
13/21日ATR比,atr13To21,2026-01-09,90611.6,0.9026,6.08,极低,0-10%,5,6.6983,6.6983,8.0436,-0.6039,8.6475
13/21日ATR比,atr13To21,2026-01-09,90611.6,0.9026,6.08,极低,0-10%,10,0.0291,0.0291,8.0436,-0.8886,8.9322
13/21日ATR比,atr13To21,2026-05-09,81374.5,0.905,6.76,极低,0-10%,1,0.038,0.038,1.339,-1.4089,2.7479
13/21日ATR比,atr13To21,2026-05-09,81374.5,0.905,6.76,极低,0-10%,3,-3.1636,3.1636,1.339,-3.2079,4.5469
13/21日ATR比,atr13To21,2026-05-09,81374.5,0.905,6.76,极低,0-10%,5,-2.774,2.774,1.339,-3.424,4.763
13/21日ATR比,atr13To21,2026-05-09,81374.5,0.905,6.76,极低,0-10%,10,-4.854,4.854,1.339,-6.5825,7.9215
13/21日ATR比,atr13To21,2026-01-17,95067.9,0.9051,7.43,极低,0-10%,1,-2.1622,2.1622,0.4493,-3.4199,3.8691
13/21日ATR比,atr13To21,2026-01-17,95067.9,0.9051,7.43,极低,0-10%,3,-5.0902,5.0902,0.4493,-7.7332,8.1825
13/21日ATR比,atr13To21,2026-01-17,95067.9,0.9051,7.43,极低,0-10%,5,-5.6426,5.6426,0.4493,-8.276,8.7252
13/21日ATR比,atr13To21,2026-01-17,95067.9,0.9051,7.43,极低,0-10%,10,-5.9117,5.9117,0.4493,-9.5031,9.9524
13/21日ATR比,atr13To21,2026-01-07,90732.3,0.9062,8.11,极低,0-10%,1,0.4456,0.4456,1.3785,-1.1924,2.5709
13/21日ATR比,atr13To21,2026-01-07,90732.3,0.9062,8.11,极低,0-10%,3,0.1077,0.1077,1.3785,-1.1924,2.5709
13/21日ATR比,atr13To21,2026-01-07,90732.3,0.9062,8.11,极低,0-10%,5,2.9536,2.9536,2.9596,-1.1924,4.152
13/21日ATR比,atr13To21,2026-01-07,90732.3,0.9062,8.11,极低,0-10%,10,4.7785,4.7785,7.8998,-1.1924,9.0922
13/21日ATR比,atr13To21,2026-01-08,91136.6,0.9085,8.78,极低,0-10%,1,-0.5761,0.5761,0.6589,-1.1929,1.8518
13/21日ATR比,atr13To21,2026-01-08,91136.6,0.9085,8.78,极低,0-10%,3,0.537,0.537,1.4905,-1.1929,2.6834
13/21日ATR比,atr13To21,2026-01-08,91136.6,0.9085,8.78,极低,0-10%,5,6.0993,6.0993,6.4984,-1.1929,7.6913
13/21日ATR比,atr13To21,2026-01-08,91136.6,0.9085,8.78,极低,0-10%,10,2.0581,2.0581,7.4212,-1.1929,8.6141
13/21日ATR比,atr13To21,2026-05-10,81405.4,0.914,9.46,极低,0-10%,1,-1.3741,1.3741,0.8533,-1.5606,2.4138
13/21日ATR比,atr13To21,2026-05-10,81405.4,0.914,9.46,极低,0-10%,3,-0.201,0.201,0.8533,-3.297,4.1502
13/21日ATR比,atr13To21,2026-05-10,81405.4,0.914,9.46,极低,0-10%,5,-3.9376,3.9376,0.8533,-4.6746,5.5279
13/21日ATR比,atr13To21,2026-05-10,81405.4,0.914,9.46,极低,0-10%,10,-5.1369,5.1369,0.8533,-6.618,7.4712
13/21日ATR比,atr13To21,2026-05-08,80484.7,0.9171,10.14,偏低,10-30%,1,1.1056,1.1056,1.1812,-0.0563,1.2375
13/21日ATR比,atr13To21,2026-05-08,80484.7,0.9171,10.14,偏低,10-30%,3,-0.2459,0.2459,2.4593,-0.4345,2.8938
13/21日ATR比,atr13To21,2026-05-08,80484.7,0.9171,10.14,偏低,10-30%,5,0.9407,0.9407,2.4593,-2.1907,4.6501
13/21日ATR比,atr13To21,2026-05-08,80484.7,0.9171,10.14,偏低,10-30%,10,-4.9531,4.9531,2.4593,-5.5498,8.0091
13/21日ATR比,atr13To21,2026-05-11,80286.8,0.918,10.81,偏低,10-30%,1,-1.8517,1.8517,1.287,-1.8966,3.1836
13/21日ATR比,atr13To21,2026-05-11,80286.8,0.918,10.81,偏低,10-30%,3,-1.4568,1.4568,2.1351,-2.1157,4.2508
13/21日ATR比,atr13To21,2026-05-11,80286.8,0.918,10.81,偏低,10-30%,5,-2.8438,2.8438,2.1351,-3.3465,5.4816
13/21日ATR比,atr13To21,2026-05-11,80286.8,0.918,10.81,偏低,10-30%,10,-4.3865,4.3865,2.1351,-5.3169,7.452
13/21日ATR比,atr13To21,2026-05-02,78632.2,0.9216,11.49,偏低,10-30%,1,1.7275,1.7275,2.4992,-0.6173,3.1165
13/21日ATR比,atr13To21,2026-05-02,78632.2,0.9216,11.49,偏低,10-30%,3,3.8484,3.8484,5.3004,-0.6173,5.9177
13/21日ATR比,atr13To21,2026-05-02,78632.2,0.9216,11.49,偏低,10-30%,5,1.8902,1.8902,5.3004,-0.6173,5.9177
13/21日ATR比,atr13To21,2026-05-02,78632.2,0.9216,11.49,偏低,10-30%,10,0.2135,0.2135,5.3004,-0.6173,5.9177
13/21日ATR比,atr13To21,2026-04-04,67281,0.9216,12.16,偏低,10-30%,1,3.9268,3.9268,4.4527,-0.1993,4.652
13/21日ATR比,atr13To21,2026-04-04,67281,0.9216,12.16,偏低,10-30%,3,5.9219,5.9219,8.3166,-0.1993,8.5159
13/21日ATR比,atr13To21,2026-04-04,67281,0.9216,12.16,偏低,10-30%,5,7.6356,7.6356,8.9282,-0.1993,9.1275
13/21日ATR比,atr13To21,2026-04-04,67281,0.9216,12.16,偏低,10-30%,10,9.6928,9.6928,12.9591,-0.1993,13.1584
13/21日ATR比,atr13To21,2026-01-16,95519.6,0.924,12.84,偏低,10-30%,1,-0.4729,0.4729,0,-0.7224,0.7224
13/21日ATR比,atr13To21,2026-01-16,95519.6,0.924,12.84,偏低,10-30%,3,-5.1106,5.1106,0,-5.9812,5.9812
13/21日ATR比,atr13To21,2026-01-16,95519.6,0.924,12.84,偏低,10-30%,5,-6.8715,6.8715,0,-8.7097,8.7097
13/21日ATR比,atr13To21,2026-01-16,95519.6,0.924,12.84,偏低,10-30%,10,-7.8788,7.8788,0,-9.9311,9.9311
13/21日ATR比,atr13To21,2026-01-13,96695.3,0.9267,13.51,偏低,10-30%,1,-0.0148,0.0148,1.2459,-1.3596,2.6055
13/21日ATR比,atr13To21,2026-01-13,96695.3,0.9267,13.51,偏低,10-30%,3,-1.2159,1.2159,1.2459,-2.5165,3.7623
13/21日ATR比,atr13To21,2026-01-13,96695.3,0.9267,13.51,偏低,10-30%,5,-3.8089,3.8089,1.2459,-5.0453,6.2912
13/21日ATR比,atr13To21,2026-01-13,96695.3,0.9267,13.51,偏低,10-30%,10,-7.7108,7.7108,1.2459,-9.8197,11.0656
13/21日ATR比,atr13To21,2026-01-18,93012.3,0.9281,14.19,偏低,10-30%,1,-2.5527,2.5527,0.3813,-3.4467,3.8281
13/21日ATR比,atr13To21,2026-01-18,93012.3,0.9281,14.19,偏低,10-30%,3,-4.361,4.361,0.3813,-6.2489,6.6302
13/21日ATR比,atr13To21,2026-01-18,93012.3,0.9281,14.19,偏低,10-30%,5,-4.0565,4.0565,0.3813,-6.2489,6.6302
13/21日ATR比,atr13To21,2026-01-18,93012.3,0.9281,14.19,偏低,10-30%,10,-8.7201,8.7201,0.3813,-9.333,9.7143
13/21日ATR比,atr13To21,2026-05-03,79990.6,0.9296,14.86,偏低,10-30%,1,1.8673,1.8673,2.122,-0.5238,2.6458
13/21日ATR比,atr13To21,2026-05-03,79990.6,0.9296,14.86,偏低,10-30%,3,-0.1605,0.1605,3.5122,-0.5238,4.036
13/21日ATR比,atr13To21,2026-05-03,79990.6,0.9296,14.86,偏低,10-30%,5,0.6177,0.6177,3.5122,-1.09,4.6022
13/21日ATR比,atr13To21,2026-05-03,79990.6,0.9296,14.86,偏低,10-30%,10,1.5642,1.5642,3.5122,-1.5866,5.0987
13/21日ATR比,atr13To21,2026-05-12,78800.1,0.9308,15.54,偏低,10-30%,1,3.0986,3.0986,3.1557,-0.0997,3.2555
13/21日ATR比,atr13To21,2026-05-12,78800.1,0.9308,15.54,偏低,10-30%,3,-0.7615,0.7615,4.0621,-1.523,5.585
13/21日ATR比,atr13To21,2026-05-12,78800.1,0.9308,15.54,偏低,10-30%,5,-3.0661,3.0661,4.0621,-3.5306,7.5926
13/21日ATR比,atr13To21,2026-05-12,78800.1,0.9308,15.54,偏低,10-30%,10,-4.2099,4.2099,4.0621,-5.8377,9.8997
13/21日ATR比,atr13To21,2026-01-14,96681,0.9308,16.22,偏低,10-30%,1,-2.2044,2.2044,0.3627,-2.502,2.8648
13/21日ATR比,atr13To21,2026-01-14,96681,0.9308,16.22,偏低,10-30%,3,-1.6685,1.6685,0.3627,-2.502,2.8648
13/21日ATR比,atr13To21,2026-01-14,96681,0.9308,16.22,偏低,10-30%,5,-6.2505,6.2505,0.3627,-7.1106,7.4733
13/21日ATR比,atr13To21,2026-01-14,96681,0.9308,16.22,偏低,10-30%,10,-8.5489,8.5489,0.3627,-9.8064,10.1691
13/21日ATR比,atr13To21,2026-05-07,80118.5,0.9311,16.89,偏低,10-30%,1,0.4571,0.4571,0.6633,-0.5142,1.1775
13/21日ATR比,atr13To21,2026-05-07,80118.5,0.9311,16.89,偏低,10-30%,3,1.6062,1.6062,2.9277,-0.5142,3.4419
13/21日ATR比,atr13To21,2026-05-07,80118.5,0.9311,16.89,偏低,10-30%,5,-1.6456,1.6456,2.9277,-1.6905,4.6182
13/21日ATR比,atr13To21,2026-05-07,80118.5,0.9311,16.89,偏低,10-30%,10,-4.6612,4.6612,2.9277,-5.118,8.0457
13/21日ATR比,atr13To21,2026-05-21,76765,0.9312,17.57,偏低,10-30%,1,-1.6704,1.6704,0.4251,-3.3414,3.7664
13/21日ATR比,atr13To21,2026-05-21,76765,0.9312,17.57,偏低,10-30%,3,1.0769,1.0769,1.4479,-3.3414,4.7893
13/21日ATR比,atr13To21,2026-05-21,76765,0.9312,17.57,偏低,10-30%,5,-1.9123,1.9123,1.6957,-3.3414,5.0371
13/21日ATR比,atr13To21,2026-05-04,81484.3,0.9323,18.24,偏低,10-30%,1,0.2135,0.2135,1.6147,-1.0191,2.6338
13/21日ATR比,atr13To21,2026-05-04,81484.3,0.9323,18.24,偏低,10-30%,3,-1.6762,1.6762,1.6147,-2.9031,4.5178
13/21日ATR比,atr13To21,2026-05-04,81484.3,0.9323,18.24,偏低,10-30%,5,-0.1347,0.1347,1.6147,-2.9031,4.5178
13/21日ATR比,atr13To21,2026-05-04,81484.3,0.9323,18.24,偏低,10-30%,10,-2.905,2.905,1.6147,-3.5542,5.1688
13/21日ATR比,atr13To21,2026-05-01,78448,0.9332,18.92,偏低,10-30%,1,0.2348,0.2348,0.9241,-0.5562,1.4802
13/21日ATR比,atr13To21,2026-05-01,78448,0.9332,18.92,偏低,10-30%,3,3.8705,3.8705,4.1301,-0.5562,4.6863
13/21日ATR比,atr13To21,2026-05-01,78448,0.9332,18.92,偏低,10-30%,5,1.8027,1.8027,5.5476,-0.5562,6.1038
13/21日ATR比,atr13To21,2026-05-01,78448,0.9332,18.92,偏低,10-30%,10,2.344,2.344,5.5476,-0.5562,6.1038
13/21日ATR比,atr13To21,2026-04-05,69923,0.9333,19.59,偏低,10-30%,1,-2.5518,2.5518,0.5718,-3.2075,3.7793
13/21日ATR比,atr13To21,2026-04-05,69923,0.9333,19.59,偏低,10-30%,3,3.1216,3.1216,4.2239,-3.2075,7.4315
13/21日ATR比,atr13To21,2026-04-05,69923,0.9333,19.59,偏低,10-30%,5,4.1526,4.1526,5.0474,-3.2075,8.2549
13/21日ATR比,atr13To21,2026-04-05,69923,0.9333,19.59,偏低,10-30%,10,6.7746,6.7746,8.691,-3.2075,11.8985
13/21日ATR比,atr13To21,2026-04-03,67346,0.9342,20.27,偏低,10-30%,1,-0.0965,0.0965,0.7426,-1.1488,1.8914
13/21日ATR比,atr13To21,2026-04-03,67346,0.9342,20.27,偏低,10-30%,3,1.1771,1.1771,4.4202,-1.1488,5.569
13/21日ATR比,atr13To21,2026-04-03,67346,0.9342,20.27,偏低,10-30%,5,7.0675,7.0675,8.2121,-1.1488,9.3609
13/21日ATR比,atr13To21,2026-04-03,67346,0.9342,20.27,偏低,10-30%,10,11.7815,11.7815,12.8501,-1.1488,13.9989
13/21日ATR比,atr13To21,2026-05-20,77223.7,0.9346,20.95,偏低,10-30%,1,-0.594,0.594,1.0778,-0.8966,1.9744
13/21日ATR比,atr13To21,2026-05-20,77223.7,0.9346,20.95,偏低,10-30%,3,-1.1439,1.1439,1.0778,-3.9155,4.9933
13/21日ATR比,atr13To21,2026-05-20,77223.7,0.9346,20.95,偏低,10-30%,5,-0.9702,0.9702,1.0916,-3.9155,5.0071
13/21日ATR比,atr13To21,2026-05-05,81658.3,0.9353,21.62,偏低,10-30%,1,-2.1995,2.1995,0.2394,-2.4708,2.7102
13/21日ATR比,atr13To21,2026-05-05,81658.3,0.9353,21.62,偏低,10-30%,3,-1.4372,1.4372,0.2394,-3.11,3.3494
13/21日ATR比,atr13To21,2026-05-05,81658.3,0.9353,21.62,偏低,10-30%,5,-0.3097,0.3097,0.9868,-3.11,4.0968
13/21日ATR比,atr13To21,2026-05-05,81658.3,0.9353,21.62,偏低,10-30%,10,-4.2351,4.2351,0.9868,-4.9699,5.9567
13/21日ATR比,atr13To21,2026-04-25,78005.2,0.9369,22.3,偏低,10-30%,1,-1.5987,1.5987,1.9033,-1.9065,3.8099
13/21日ATR比,atr13To21,2026-04-25,78005.2,0.9369,22.3,偏低,10-30%,3,-2.7085,2.7085,1.9033,-3.0517,4.9551
13/21日ATR比,atr13To21,2026-04-25,78005.2,0.9369,22.3,偏低,10-30%,5,0.5061,0.5061,1.9033,-3.9893,5.8927
13/21日ATR比,atr13To21,2026-04-25,78005.2,0.9369,22.3,偏低,10-30%,10,4.6831,4.6831,6.1468,-3.9893,10.1361
13/21日ATR比,atr13To21,2026-04-10,72826.6,0.9377,22.97,偏低,10-30%,1,-2.6873,2.6873,1.3354,-3.0986,4.434
13/21日ATR比,atr13To21,2026-04-10,72826.6,0.9377,22.97,偏低,10-30%,3,3.3694,3.3694,4.3575,-3.2551,7.6126
13/21日ATR比,atr13To21,2026-04-10,72826.6,0.9377,22.97,偏低,10-30%,5,2.5175,2.5175,4.3575,-3.2551,7.6126
13/21日ATR比,atr13To21,2026-04-10,72826.6,0.9377,22.97,偏低,10-30%,10,4.0768,4.0768,7.5472,-3.2551,10.8024
13/21日ATR比,atr13To21,2026-01-15,94549.8,0.9378,23.65,偏低,10-30%,1,1.0257,1.0257,1.1229,-0.093,1.2159
13/21日ATR比,atr13To21,2026-01-15,94549.8,0.9378,23.65,偏低,10-30%,3,-1.6261,1.6261,1.1229,-2.8906,4.0135
13/21日ATR比,atr13To21,2026-01-15,94549.8,0.9378,23.65,偏低,10-30%,5,-4.5701,4.5701,1.1229,-7.2276,8.3505
13/21日ATR比,atr13To21,2026-01-15,94549.8,0.9378,23.65,偏低,10-30%,10,-7.3505,7.3505,1.1229,-9.0072,10.1301
13/21日ATR比,atr13To21,2026-04-06,68138.7,0.9378,24.32,偏低,10-30%,1,4.5886,4.5886,6.9532,-0.1302,7.0833
13/21日ATR比,atr13To21,2026-04-06,68138.7,0.9378,24.32,偏低,10-30%,3,6.2807,6.2807,7.5571,-0.1302,7.6873
13/21日ATR比,atr13To21,2026-04-06,68138.7,0.9378,24.32,偏低,10-30%,5,4.0077,4.0077,8.3072,-0.1302,8.4373
13/21日ATR比,atr13To21,2026-04-06,68138.7,0.9378,24.32,偏低,10-30%,10,14.091,14.091,14.5254,-0.1302,14.6555
13/21日ATR比,atr13To21,2026-05-06,79862.2,0.9391,25,偏低,10-30%,1,0.3209,0.3209,0.8237,-0.931,1.7546
13/21日ATR比,atr13To21,2026-05-06,79862.2,0.9391,25,偏低,10-30%,3,1.8936,1.8936,1.9699,-0.931,2.9009
13/21日ATR比,atr13To21,2026-05-06,79862.2,0.9391,25,偏低,10-30%,5,0.5317,0.5317,3.258,-0.931,4.189
13/21日ATR比,atr13To21,2026-05-06,79862.2,0.9391,25,偏低,10-30%,10,-2.3273,2.3273,3.258,-2.8326,6.0906
13/21日ATR比,atr13To21,2026-04-29,76416.3,0.9394,25.68,偏低,10-30%,1,2.5959,2.5959,3.2345,-0.4623,3.6969
